timestep,n_updates,ep_rew_mean,ep_len_mean,policy_loss,value_loss,entropy_loss,explained_variance,clip_fraction,approx_kl,fps
778240,1890,0.0,0.0,-0.00639443,0.131492,-2.716649,0.628495,0.077808,0.00687632,0
782336,1900,0.0,0.0,-0.00714261,0.10191,-2.725862,0.654908,0.087305,0.00831621,0
786432,1910,0.0,0.0,-0.00405228,0.059627,-2.717034,0.712249,0.068335,0.0063617,0
790528,1920,0.0,0.0,-0.00567115,0.094945,-2.710339,0.738767,0.063354,0.00583454,0
794624,1930,0.0,0.0,-0.0047927,0.06941,-2.704435,0.732731,0.080444,0.00821488,0
798720,1940,0.0,0.0,-0.00589428,0.090711,-2.703636,0.707435,0.079248,0.00809368,0
802816,1950,0.0,0.0,-0.00759396,0.073209,-2.698623,0.81734,0.095044,0.01013147,0
806912,1960,0.0,0.0,-0.00431854,0.108167,-2.690453,0.69303,0.095239,0.00973658,0
811008,1970,0.0,0.0,-0.00705481,0.075191,-2.683191,0.743639,0.090161,0.00812634,0
815104,1980,0.0,0.0,-0.00636685,0.119128,-2.684753,0.772905,0.094458,0.00907512,0
819200,1990,0.0,0.0,-0.00433491,0.082837,-2.706892,0.809574,0.076807,0.00793353,0
823296,2000,0.0,0.0,-0.00398988,0.088733,-2.729912,0.61903,0.070605,0.00643268,0
827392,2010,0.0,0.0,-0.00566793,0.085609,-2.742302,0.72058,0.07627,0.00813406,0
831488,2020,0.0,0.0,-0.00374411,0.123147,-2.741496,0.717915,0.059424,0.00614098,0
835584,2030,0.0,0.0,-0.00770248,0.09051,-2.731832,0.795574,0.101147,0.00891812,0
839680,2040,0.0,0.0,-0.0029071,0.123204,-2.742384,0.643404,0.067871,0.00694369,0
843776,2050,0.0,0.0,-0.00467756,0.081943,-2.743276,0.807368,0.067749,0.00773325,0
847872,2060,0.0,0.0,-0.00300074,0.091504,-2.739538,0.615234,0.058105,0.00668039,0
851968,2070,0.0,0.0,-0.00361547,0.486715,-2.73737,0.533714,0.078857,0.00740603,0
856064,2080,0.0,0.0,-0.00628949,0.12243,-2.758621,0.61822,0.087378,0.00895806,0
860160,2090,0.0,0.0,-0.00742255,0.078929,-2.798916,0.697266,0.098413,0.00927048,0
864256,2100,0.0,0.0,-0.00452124,0.093296,-2.827354,0.587311,0.076733,0.00787631,0
868352,2110,0.0,0.0,-0.00505962,0.131968,-2.846653,0.555114,0.059912,0.00649045,0
872448,2120,0.0,0.0,-0.00621183,0.107077,-2.839581,0.697805,0.089258,0.00885955,0
876544,2130,0.0,0.0,-0.00576585,0.064439,-2.835257,0.793877,0.088281,0.00756405,0
880640,2140,0.0,0.0,-0.00517807,0.1294,-2.82549,0.607574,0.084009,0.0075154,0
884736,2150,0.0,0.0,-0.00663476,0.130973,-2.824436,0.768495,0.087695,0.01013747,0
888832,2160,0.0,0.0,-0.00604845,0.121223,-2.814398,0.779701,0.085303,0.00802087,0
892928,2170,0.0,0.0,-0.00382686,0.137667,-2.816797,0.644309,0.073193,0.00692133,0
897024,2180,0.0,0.0,-0.00291349,0.101772,-2.826196,0.81219,0.069922,0.0071074,0
901120,2190,0.0,0.0,-0.00694474,0.1483,-2.83377,0.675547,0.079663,0.00718135,0
905216,2200,0.0,0.0,-0.00245824,0.118131,-2.83589,0.78749,0.072827,0.00780577,0
909312,2210,0.0,0.0,-0.00632474,0.134125,-2.846013,0.650405,0.079736,0.00738243,0
913408,2220,0.0,0.0,-0.00386678,0.123496,-2.85396,0.628164,0.067358,0.00667224,0
917504,2230,0.0,0.0,-0.00624987,0.100222,-2.847561,0.682756,0.080273,0.00731606,0
921600,2240,0.0,0.0,-0.00578166,0.091544,-2.856936,0.770997,0.08501,0.00691649,0
925696,2250,0.0,0.0,-0.00550959,0.130541,-2.864596,0.737291,0.094971,0.00906332,0
929792,2260,0.0,0.0,-0.00693359,0.120558,-2.853301,0.67161,0.089404,0.00746565,0
933888,2270,0.0,0.0,-0.00564047,0.15863,-2.843662,0.648473,0.088013,0.00830593,0
937984,2280,0.0,0.0,-0.00605644,0.131437,-2.848848,0.699669,0.092139,0.00865263,0
