episode,timestep,ep_length,cum_reward,w_yield,w_neff,w_water,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,critic_loss,actor_loss
2771,442652,164,0.7454,0.036,0.1948,0.7692,0.8571,-0.9136,0.318,10885.5,3149.9,272.8,527.5,0.000112,
2772,442813,161,0.4459,0.3172,0.4774,0.2054,1.0,-0.8747,-0.2302,11861.0,2366.3,492.1,557.6,0.000119,-0.010121
2773,442973,160,0.5162,0.3407,0.1093,0.55,0.8991,-0.888,-0.4218,11045.5,2466.2,568.7,411.5,7.9e-05,-0.005679
2774,443135,162,-0.0553,0.0162,0.7847,0.1991,1.0,-0.4563,-0.5624,12282.1,564.8,624.9,647.5,0.000159,-0.003277
2775,443295,160,0.5661,0.4843,0.4367,0.079,0.9257,-0.88,-0.4988,11147.1,2322.2,599.5,446.9,0.000152,-0.014011
2776,443448,153,0.4119,0.1779,0.7923,0.0298,1.0,-0.4304,-0.3661,11945.5,524.3,546.4,232.1,0.000102,
2777,443600,152,0.9531,0.6341,0.2441,0.1218,1.0,-0.8798,-0.2951,12924.4,2688.8,518.0,395.0,0.0001,
2778,443759,159,0.1473,0.0093,0.4231,0.5676,0.6451,-0.8859,-0.1351,10077.9,2208.2,454.0,442.6,8.7e-05,-0.01861
2779,443922,163,0.5409,0.457,0.3456,0.1974,0.9451,-0.9131,-0.4448,11221.0,3226.7,577.9,334.2,7.9e-05,
2780,444080,158,0.4616,0.2642,0.1911,0.5448,0.6655,-0.9006,-0.161,10155.5,2554.2,464.4,755.1,0.0003,
2781,444240,160,0.1376,0.1582,0.3459,0.4959,0.5549,-0.8958,-0.358,9734.2,2336.2,543.2,590.5,7.3e-05,
2782,444399,159,0.1826,0.2179,0.6619,0.1202,1.0,-0.7842,-0.6249,12249.4,1419.1,649.9,353.3,0.000456,-0.037023
2783,444549,150,0.7579,0.5609,0.4067,0.0324,1.0,-0.8462,-0.391,11858.5,1927.4,556.4,270.0,0.000164,-0.039318
2784,444714,165,0.1675,0.2282,0.5584,0.2135,0.8373,-0.8758,-0.3,10810.3,2176.8,520.0,747.6,0.000132,
2785,444873,159,0.787,0.4976,0.2753,0.2271,1.0,-0.8833,-0.4028,12091.3,2591.0,561.1,284.2,9.8e-05,-0.026293
2786,445033,160,0.0083,0.0357,0.3993,0.565,0.5996,-0.899,-0.3594,9904.7,2451.8,543.7,693.8,0.000154,-0.016324
2787,445204,171,0.6222,0.034,0.2385,0.7275,0.6633,-0.9156,0.1544,10147.2,3004.0,338.2,540.1,0.000144,
2788,445364,160,-0.1145,0.0313,0.6626,0.3061,0.9791,-0.7837,-0.4354,11350.4,1312.1,574.1,546.0,0.000318,
2789,445529,165,0.2655,0.1875,0.7599,0.0526,1.0,-0.6133,-0.4749,12522.6,809.5,590.0,475.9,0.000182,-0.049024
2790,445691,162,-0.1095,0.0301,0.7116,0.2582,0.6285,-0.7655,-0.3423,10014.6,1067.9,536.9,597.5,0.000493,-0.039795
2791,445840,149,0.0649,0.1287,0.5209,0.3505,0.3094,-0.8361,-0.2725,8798.8,1341.8,509.0,241.2,8.8e-05,
2792,446001,161,0.6177,0.178,0.1946,0.6274,0.7872,-0.9029,-0.1474,10619.4,2735.0,458.9,178.5,0.00015,-0.045111
2793,446158,157,0.9242,0.6489,0.1509,0.2002,0.9804,-0.895,-0.3564,11355.2,2702.8,542.6,552.1,9.5e-05,
2794,446322,164,0.1709,0.133,0.4742,0.3929,1.0,-0.8564,-0.3631,11978.8,2085.7,545.2,372.6,0.000264,
2795,446486,164,0.2987,0.3298,0.556,0.1142,0.8908,-0.8754,-0.3964,11013.9,2210.2,558.5,647.1,0.000133,
2796,446647,161,0.0398,0.048,0.595,0.357,0.8786,-0.8181,-0.1429,10967.5,1507.7,457.2,665.3,0.000132,-0.038111
2797,446809,162,0.4644,0.0823,0.2744,0.6434,0.5255,-0.8827,0.0503,9622.2,2050.0,379.9,603.0,0.000144,-0.01027
2798,446972,163,0.0897,0.075,0.62,0.3051,1.0,-0.7997,-0.3062,11964.6,1493.6,522.5,564.5,5.7e-05,
2799,447127,155,0.5891,0.4699,0.131,0.3991,0.6655,-0.8982,-0.231,10155.7,2493.6,492.4,577.8,0.00016,-0.018189
2800,447287,160,0.2324,0.329,0.6181,0.0529,0.7718,-0.8343,-0.4129,10560.6,1593.0,565.2,916.3,0.000113,-0.013538
2801,447449,162,0.9092,0.4572,0.0286,0.5143,0.9753,-0.8934,-0.1965,11336.0,2659.3,478.6,441.5,0.000122,-0.011905
2802,447604,155,0.606,0.4397,0.344,0.2163,0.8945,-0.8724,-0.1309,11028.1,2160.7,452.3,581.0,0.000106,
2803,447763,159,0.3644,0.2035,0.2623,0.5342,0.747,-0.9022,-0.2611,10466.2,2675.6,504.4,520.7,0.000134,-0.007166
2804,447923,160,0.8972,0.6559,0.2626,0.0815,1.0,-0.8974,-0.2321,12231.2,2980.9,492.8,808.8,0.000109,-0.023465
2805,448077,154,0.194,0.1286,0.8565,0.0148,0.7824,-0.2163,-0.3606,10600.8,338.2,544.2,471.6,0.000102,-0.02071
2806,448240,163,0.8716,0.8547,0.0516,0.0937,0.4331,-0.915,-0.5127,9270.0,2727.1,605.1,402.5,0.000194,
2807,448399,159,0.8734,0.6003,0.3349,0.0648,0.9106,-0.8943,-0.356,11089.3,2624.0,542.4,213.7,0.000151,-0.030227
2808,448554,155,0.3917,0.3383,0.1231,0.5386,0.482,-0.9153,-0.4979,9456.5,2792.4,599.1,687.8,0.0001,
2809,448712,158,0.6156,0.3964,0.2526,0.351,1.0,-0.8841,-0.2621,11897.8,2566.4,504.8,523.8,0.000161,
2810,448875,163,0.7075,0.4728,0.2649,0.2623,1.0,-0.8957,-0.3002,11557.1,2770.3,520.1,638.4,0.000517,-0.038662
2811,449037,162,-0.0972,0.0609,0.561,0.3781,0.7118,-0.8626,-0.4256,10331.9,1879.8,570.3,774.0,0.000201,-0.003449
2812,449192,155,0.4551,0.368,0.6243,0.0077,1.0,-0.7702,-0.3703,12371.9,1345.8,548.1,296.9,8.7e-05,
2813,449347,155,0.6134,0.3609,0.0955,0.5436,0.9583,-0.8861,-0.212,11271.1,2474.3,484.8,913.7,0.00015,-0.0381
2814,449506,159,0.0556,0.0832,0.4665,0.4502,0.5865,-0.9119,-0.1304,9854.7,2797.1,452.2,575.6,9.4e-05,
2815,449658,152,0.5427,0.5328,0.4528,0.0143,0.7038,-0.8688,-0.2415,10301.6,1963.3,496.6,381.2,8.3e-05,
2816,449813,155,1.1306,0.9259,0.023,0.0511,0.7457,-0.8988,-0.1783,10461.3,2585.0,471.3,1214.6,0.000114,-0.028348
2817,449974,161,0.938,0.5637,0.0515,0.3848,0.9453,-0.881,-0.2636,11221.7,2356.9,505.4,617.1,0.000112,
2818,450133,159,0.8595,0.6205,0.2746,0.1049,1.0,-0.8693,-0.5579,11514.7,2201.7,623.2,519.0,0.000134,0.006228
2819,450290,157,0.7671,0.6888,0.1523,0.1589,0.6471,-0.8997,-0.2614,10085.4,2513.9,504.5,563.5,9.2e-05,
2820,450452,162,0.7786,0.5291,0.2657,0.2052,1.0,-0.8916,-0.3983,11430.6,2636.9,559.3,375.5,0.000105,
2821,450608,156,0.1977,0.1075,0.325,0.5675,0.6726,-0.8978,-0.1602,10182.5,2491.2,464.1,629.2,9.3e-05,
2822,450769,161,1.3305,0.8861,0.0042,0.1097,1.0,-0.8934,-0.4683,11673.3,2737.4,587.3,463.4,0.000157,-0.040331
2823,450924,155,0.4188,0.3466,0.49,0.1634,0.8849,-0.8761,-0.0948,10991.6,2218.1,437.9,793.1,8.9e-05,
2824,451077,153,1.0367,0.0531,0.0057,0.9412,0.2609,-0.9162,0.3654,8614.0,2570.9,253.8,521.5,0.000108,-0.020646
2825,451235,158,0.1042,0.1294,0.6962,0.1744,1.0,-0.7134,-0.3969,11946.9,1042.0,558.8,556.4,8.5e-05,0.03839
2826,451395,160,0.832,0.7245,0.044,0.2315,0.5813,-0.9028,-0.2524,9834.7,2529.4,501.0,653.6,0.000113,-0.040718
2827,451552,157,-0.1114,0.0016,0.5609,0.4375,1.0,-0.8323,-0.3732,12202.4,1819.0,549.3,354.6,0.000128,
2828,451709,157,0.7609,0.7188,0.0953,0.1859,0.4953,-0.9126,-0.2956,9507.0,2718.4,518.2,373.8,0.000257,-0.040841
2829,451866,157,0.1272,0.1506,0.7324,0.117,0.9796,-0.6714,-0.5755,11352.1,863.7,630.2,287.0,9.7e-05,
2830,452029,163,0.0427,0.275,0.518,0.207,0.4028,-0.8619,-0.565,9154.6,1657.3,626.0,882.6,0.000354,-0.01162
2831,452190,161,0.8726,0.6416,0.1929,0.1655,0.9706,-0.8949,-0.5709,11317.9,2691.5,628.3,855.5,0.000235,
2832,452346,156,0.7957,0.1948,0.1276,0.6776,1.0,-0.8833,0.1034,12741.7,2729.3,358.7,552.1,7.3e-05,
2833,452503,157,0.0436,0.1987,0.4687,0.3326,0.5966,-0.8745,-0.4926,9893.1,1970.8,597.0,810.7,0.000121,-0.053367
2834,452664,161,0.8274,0.5826,0.2365,0.1809,1.0,-0.8993,-0.3345,11494.6,2853.9,533.8,648.9,0.000113,
2835,452826,162,0.85,0.7197,0.0026,0.2777,0.7044,-0.8884,-0.5494,10303.7,2307.2,619.7,769.9,0.000129,
2836,452991,165,0.2578,0.1113,0.8195,0.0693,1.0,-0.4977,-0.48,11857.6,590.1,592.0,421.5,0.000125,-0.02711
2837,453150,159,0.6391,0.5432,0.1766,0.2803,0.7623,-0.9042,-0.6208,10524.5,2746.4,648.3,505.9,0.000137,
2838,453319,169,0.5319,0.3735,0.264,0.3625,0.9881,-0.8928,-0.3427,11384.8,2655.5,537.1,441.6,8.9e-05,-0.022127
2839,453476,157,-0.0694,0.0292,0.6292,0.3416,1.0,-0.794,-0.3651,12203.6,1481.1,546.0,475.7,0.000121,
2840,453636,160,0.7482,0.124,0.1203,0.7557,0.0536,-0.9378,0.307,7824.3,3145.3,277.2,531.4,0.000125,
2841,453789,153,0.7919,0.5155,0.237,0.2475,0.9754,-0.8426,-0.3135,11336.3,1801.0,525.4,317.9,9.6e-05,-0.003655
2842,453951,162,0.4302,0.0938,0.2234,0.6829,0.1923,-0.9312,0.0477,8352.7,3035.0,380.9,992.7,0.000104,-0.042622
2843,454116,165,0.8756,0.0784,0.0093,0.9123,0.2356,-0.9353,0.2159,8517.7,3288.8,313.6,563.1,0.000156,
2844,454282,166,0.6166,0.2025,0.148,0.6495,0.7876,-0.9059,-0.0116,10620.6,2822.2,404.6,637.5,0.000119,
2845,454443,161,0.3382,0.3592,0.4812,0.1596,1.0,-0.858,-0.6367,11464.1,2018.1,654.7,900.9,0.00034,-0.031288
2846,454603,160,0.1008,0.1038,0.5828,0.3133,0.9146,-0.8123,-0.1404,11104.7,1478.9,456.2,867.5,8.4e-05,-0.044191
2847,454765,162,0.2171,0.2673,0.5117,0.221,0.8236,-0.8892,-0.3505,10758.0,2427.1,540.2,610.4,0.000181,-0.01322
2848,454923,158,0.4814,0.4482,0.3747,0.1771,0.6654,-0.915,-0.185,10155.2,2985.5,474.0,383.7,0.000362,-0.023843
2849,455082,159,0.0381,0.052,0.6956,0.2523,1.0,-0.7564,-0.5174,11663.4,1197.1,607.0,407.9,0.00011,
2850,455241,159,0.6628,0.3512,0.147,0.5017,0.8625,-0.8917,-0.3176,10906.2,2516.7,527.0,589.3,9.7e-05,-0.060674
2851,455400,159,0.8188,0.534,0.026,0.44,0.8774,-0.8854,-0.4394,10962.7,2392.5,575.8,372.4,9e-05,
2852,455560,160,0.9368,0.6925,0.1325,0.1751,0.7723,-0.8953,-0.1915,10562.4,2522.7,476.6,417.5,0.000217,
2853,455719,159,0.3062,0.1354,0.3492,0.5154,0.7548,-0.8914,-0.0998,10495.9,2416.6,439.9,539.6,0.000214,0.000929
2854,455877,158,0.7602,0.5359,0.1314,0.3327,0.9435,-0.8902,-0.3042,11214.7,2554.2,521.7,522.3,0.000132,-0.049934
2855,456034,157,0.7192,0.8624,0.0303,0.1073,0.3312,-0.9222,-0.4979,8881.8,2852.9,599.2,578.5,0.000172,
2856,456195,161,0.0134,0.1501,0.4387,0.4112,0.7441,-0.8981,-0.4495,10455.0,2564.2,579.8,667.5,0.000109,-0.037563
2857,456352,157,0.337,0.262,0.2687,0.4693,1.0,-0.8605,-0.4362,12406.0,2224.1,574.5,487.6,0.000187,
2858,456516,164,0.498,0.3127,0.4485,0.2388,1.0,-0.8799,-0.3629,11706.0,2437.0,545.2,347.9,7.9e-05,
2859,456676,160,0.6185,0.0867,0.2169,0.6964,0.7515,-0.8914,0.1722,10483.2,2413.4,331.1,718.9,0.000127,
2860,456835,159,0.2013,0.2623,0.5111,0.2266,0.7274,-0.8142,-0.4165,10391.5,1398.4,566.6,642.0,9e-05,-0.030153
2861,456996,161,0.7504,0.4873,0.1135,0.3992,1.0,-0.8938,-0.5451,12477.0,2935.8,618.0,630.0,0.000103,
2862,457156,160,0.0897,0.0996,0.3966,0.5038,0.1427,-0.9164,-0.1425,8163.8,2442.5,457.0,669.5,0.009158,
2863,457315,159,0.2447,0.2688,0.6536,0.0776,1.0,-0.7859,-0.3063,12101.7,1413.1,522.5,712.2,0.000166,-0.038409
2864,457477,162,0.7059,0.2608,0.1402,0.599,0.6564,-0.9035,-0.0178,10121.1,2622.0,407.1,339.4,0.000139,-0.047443
2865,457642,165,0.7049,0.5051,0.2626,0.2324,1.0,-0.897,-0.5339,11629.9,2822.5,613.6,437.9,0.000128,
2866,457800,158,0.4635,0.4983,0.4483,0.0534,0.6868,-0.8688,-0.2755,10236.7,1950.3,510.2,885.3,0.000164,
2867,457966,166,0.2369,0.2557,0.2976,0.4467,0.4333,-0.8976,-0.4167,9270.8,2262.8,566.7,604.1,0.000119,
2868,458118,152,0.3102,0.2964,0.6598,0.0438,1.0,-0.7459,-0.4481,11806.0,1161.6,579.2,565.0,0.000226,
2869,458279,161,-0.0834,0.0041,0.5932,0.4028,1.0,-0.8198,-0.4334,12413.9,1721.8,573.4,682.9,0.000102,-0.036213
2870,458435,156,0.2351,0.2466,0.5727,0.1806,0.7502,-0.8543,-0.2329,10478.1,1798.4,493.2,390.6,8.5e-05,-0.042082
2871,458601,166,-0.0609,0.0345,0.4661,0.4993,0.5992,-0.8772,-0.4049,9902.8,2016.1,562.0,550.0,8.1e-05,-0.01685
2872,458763,162,0.2696,0.0266,0.38,0.5934,0.7491,-0.9072,-0.0678,10474.0,2821.1,427.1,780.0,7.7e-05,-0.050467
2873,458921,158,1.0458,0.7284,0.096,0.1756,0.8888,-0.8838,-0.3456,11006.2,2367.0,538.2,510.8,7.3e-05,-0.0376
2874,459081,160,0.8959,0.568,0.1833,0.2487,1.0,-0.8954,-0.2176,11738.4,2804.6,487.0,669.3,9.9e-05,-0.017958
2875,459244,163,0.7381,0.6264,0.2358,0.1378,0.7996,-0.9138,-0.4486,10666.5,3094.4,579.4,500.2,0.000111,
2876,459405,161,0.9422,0.1388,0.0419,0.8193,0.1862,-0.9324,0.2617,8329.5,3082.5,295.3,352.2,8.3e-05,-0.02681
2877,459558,153,0.3569,0.1414,0.2637,0.5949,1.0,-0.8857,-0.1399,11859.1,2593.7,455.9,599.2,7e-05,
2878,459714,156,0.1392,0.252,0.4978,0.2501,1.0,-0.8102,-0.7151,11992.5,1579.6,686.0,669.0,0.000106,
2879,459880,166,0.9908,0.2311,0.028,0.7409,0.5832,-0.9193,0.32,9842.1,3050.7,272.0,769.4,9.6e-05,
2880,460037,157,1.1873,0.7758,0.0731,0.1511,1.0,-0.8875,-0.0507,11592.0,2576.1,420.3,947.7,0.000166,-0.01936
2881,460194,157,0.0109,0.1098,0.6396,0.2505,0.6998,-0.8259,-0.0918,10286.3,1476.9,436.7,922.7,7.8e-05,
2882,460355,161,0.2494,0.2484,0.69,0.0615,1.0,-0.7255,-0.5342,12025.5,1095.4,613.7,340.8,0.000173,-0.017216
2883,460515,160,0.6698,0.4884,0.3875,0.1241,1.0,-0.8644,-0.4625,12264.5,2262.0,585.0,395.0,0.000119,-0.029644
2884,460674,159,0.0431,0.0421,0.89,0.0679,0.0175,-0.2796,-0.2574,7686.7,266.7,503.0,744.5,0.000125,
2885,460831,157,0.4568,0.4027,0.5724,0.025,1.0,-0.8228,-0.4765,11905.5,1679.4,590.6,752.0,9.8e-05,-0.030319
2886,460994,163,0.2394,0.1966,0.6978,0.1056,1.0,-0.7381,-0.3922,12649.8,1207.3,556.9,389.1,0.000118,
2887,461153,159,0.2013,0.2451,0.54,0.2149,0.7593,-0.8672,-0.4213,10512.9,1978.8,568.5,434.8,8.9e-05,-0.031671
2888,461313,160,-0.0733,0.0071,0.612,0.3808,0.9411,-0.8125,-0.4099,11205.6,1494.4,563.9,364.2,7.5e-05,-0.018356
2889,461475,162,1.0669,0.6945,0.0445,0.261,0.9234,-0.8885,-0.3714,11138.3,2498.0,548.6,505.1,0.000225,-0.022917
2890,461637,162,0.6854,0.5774,0.3621,0.0605,0.9235,-0.8952,-0.2826,11138.7,2657.7,513.0,536.2,0.000107,-0.053359
2891,461803,166,0.7512,0.6365,0.1482,0.2152,0.6889,-0.9027,-0.4588,10244.7,2633.4,583.5,626.1,7.6e-05,-0.022904
2892,461961,158,0.3809,0.4008,0.4669,0.1323,0.6995,-0.854,-0.2849,10285.1,1761.1,514.0,423.6,8.5e-05,-0.072297
2893,462127,166,0.5793,0.2895,0.1263,0.5841,0.8335,-0.9075,-0.3707,10795.8,2916.7,548.3,598.6,0.000115,-0.032098
2894,462284,157,0.0083,0.0525,0.4248,0.5227,0.9802,-0.8699,-0.3834,11354.5,2181.8,553.4,486.7,0.000122,
2895,462442,158,0.8767,0.5702,0.2261,0.2036,0.8481,-0.9044,-0.0896,10851.2,2837.3,435.8,360.8,0.000168,
2896,462600,158,0.2219,0.1978,0.7445,0.0577,1.0,-0.67,-0.2758,11749.5,890.1,510.3,456.3,0.000106,
2897,462762,162,0.8694,0.0503,0.1704,0.7793,0.7042,-0.9084,0.3149,10303.0,2811.1,274.0,418.4,7.6e-05,
2898,462922,160,0.0788,0.2056,0.7287,0.0657,0.4523,-0.7547,-0.4396,9343.2,952.1,575.9,212.9,0.000158,
2899,463084,162,0.9325,0.0607,0.0747,0.8646,0.6989,-0.9151,0.3666,10282.7,3026.6,253.4,920.1,5.6e-05,
2900,463244,160,0.8863,0.6115,0.1259,0.2626,0.8183,-0.9001,-0.2493,10737.6,2686.5,499.7,410.0,0.000127,
2901,463406,162,0.614,0.4269,0.072,0.501,0.6577,-0.9036,-0.3027,10125.9,2627.3,521.1,616.2,0.000169,
2902,463569,163,0.7342,0.6168,0.0089,0.3743,0.7995,-0.917,-0.7235,10666.2,3210.9,689.4,417.6,0.000128,-0.048449
2903,463729,160,0.5463,0.5289,0.2934,0.1777,0.6122,-0.897,-0.3618,9952.5,2415.1,544.7,652.7,0.000392,-0.035604
2904,463883,154,0.1618,0.2085,0.489,0.3026,0.807,-0.8442,-0.3269,10694.5,1716.5,530.8,536.2,9.5e-05,-0.049483
2905,464037,154,0.8758,0.1358,0.13,0.7343,0.5859,-0.8984,0.296,9852.3,2424.2,281.6,672.2,9.7e-05,-0.064617
2906,464192,155,0.6808,0.1348,0.1869,0.6782,0.4863,-0.9018,0.2002,9472.8,2412.4,319.9,275.6,8.5e-05,
2907,464353,161,0.0466,0.1275,0.5543,0.3183,0.8284,-0.8661,-0.3683,10776.2,2011.4,547.3,798.3,0.000291,-0.042995
2908,464513,160,0.6402,0.1724,0.1292,0.6984,0.5061,-0.9128,0.1309,9548.3,2738.6,347.7,708.1,7.1e-05,-0.041104
2909,464674,161,0.8168,0.5646,0.4176,0.0178,1.0,-0.8831,-0.4612,12194.2,2608.7,584.5,435.7,0.000207,
2910,464833,159,0.4087,0.3161,0.3202,0.3637,0.8634,-0.9017,-0.285,10909.4,2775.4,514.0,793.9,8.1e-05,-0.035629
2911,464993,160,0.5764,0.1749,0.1671,0.658,0.8612,-0.9014,-0.0755,10901.1,2763.3,430.2,537.2,0.000187,-0.034051
2912,465154,161,0.766,0.5884,0.3758,0.0357,1.0,-0.8923,-0.2626,11467.8,2662.1,505.0,919.7,6.3e-05,
2913,465319,165,0.7137,0.5864,0.3498,0.0639,0.8705,-0.8291,-0.4091,10936.6,1599.7,563.6,798.2,0.000111,-0.015377
2914,465477,158,0.3489,0.2465,0.7532,0.0003,0.9835,-0.6048,-0.2556,11367.1,719.2,502.2,479.3,0.000126,-0.055021
2915,465640,163,0.7221,0.5381,0.3048,0.1571,1.0,-0.8552,-0.2278,11732.4,2025.1,491.1,769.0,0.000117,
2916,465799,159,0.9335,0.648,0.0947,0.2573,0.9366,-0.8984,-0.4541,11188.3,2752.4,581.7,462.5,9.4e-05,-0.047602
2917,465954,155,0.6127,0.5252,0.1658,0.309,0.8342,-0.9014,-0.5475,10798.2,2737.3,619.0,413.5,0.000135,
2918,466114,160,0.778,0.7089,0.05,0.241,0.5951,-0.8988,-0.3827,9887.4,2443.2,553.1,695.3,0.000103,
2919,466276,162,1.112,0.134,0.0298,0.8361,0.7283,-0.9093,0.3629,10394.8,2864.8,254.9,370.4,0.000143,
2920,466436,160,0.5343,0.2985,0.2203,0.4812,1.0,-0.8852,-0.3063,12068.0,2627.2,522.5,538.5,7.6e-05,
2921,466589,153,0.3918,0.2582,0.2789,0.4628,0.98,-0.8559,-0.3714,11353.8,1969.4,548.6,436.6,0.000152,-0.056985
2922,466745,156,0.0461,0.0213,0.6916,0.2871,1.0,-0.6973,-0.3833,12624.1,1042.5,553.3,263.6,8.4e-05,-0.064627
2923,466899,154,0.9138,0.6422,0.2614,0.0965,1.0,-0.8879,-0.4117,11804.2,2632.5,564.7,386.2,0.000108,-0.035119
2924,467059,160,0.7896,0.5875,0.1313,0.2812,0.9105,-0.9005,-0.3869,11089.0,2785.6,554.8,719.4,7.4e-05,0.000494
2925,467216,157,-0.1023,0.0667,0.6714,0.2618,0.6026,-0.8098,-0.4571,9916.1,1303.4,582.8,485.7,0.000113,
2926,467377,161,0.5544,0.1776,0.2295,0.5929,0.7199,-0.8996,-0.0666,10363.0,2579.3,426.6,570.5,0.000158,-0.039793
2927,467540,163,-0.0201,0.0606,0.6856,0.2539,0.8027,-0.762,-0.2033,10678.4,1121.6,481.3,558.8,8.5e-05,
2928,467702,162,0.5935,0.1048,0.8862,0.009,0.5922,0.1108,-0.3158,9876.1,222.3,526.3,556.8,0.000103,
2929,467855,153,0.7253,0.4632,0.1514,0.3854,0.8796,-0.8946,-0.2701,10971.3,2601.2,508.0,368.2,0.00022,-0.0447
2930,468017,162,-0.0784,0.0828,0.5565,0.3606,1.0,-0.8266,-0.6489,12571.2,1812.6,659.6,858.1,0.000116,-0.040484
2931,468169,152,0.97,0.908,0.0894,0.0026,0.5867,-0.9099,-0.3292,9855.3,2733.9,531.7,413.8,0.000119,-0.025802
2932,468334,165,1.1605,0.7302,0.0639,0.2058,1.0,-0.8876,-0.3312,12318.5,2740.7,532.5,553.8,9.2e-05,
2933,468491,157,0.3366,0.0648,0.8899,0.0453,0.3326,-0.0007,-0.3532,8887.2,222.3,541.3,288.9,0.00023,-0.01873
2934,468652,161,0.188,0.1606,0.4045,0.4349,1.0,-0.8375,-0.3816,11672.7,1796.3,552.6,448.6,7.5e-05,
2935,468815,163,0.1284,0.1938,0.5064,0.2998,0.9846,-0.8696,-0.6031,11371.2,2179.4,641.2,439.1,7.7e-05,-0.035719
2936,468978,163,0.3681,0.3579,0.2984,0.3437,0.3926,-0.9228,-0.1562,9115.8,2950.9,462.5,485.3,0.000102,
2937,469133,155,0.0872,0.0613,0.7628,0.176,1.0,-0.6058,-0.4994,11611.8,736.5,599.7,424.7,0.000135,-0.042419
2938,469288,155,0.1641,0.2004,0.5777,0.222,1.0,-0.8376,-0.2797,11483.6,1767.3,511.9,687.0,9.7e-05,
2939,469447,159,0.469,0.3901,0.2934,0.3164,1.0,-0.8887,-0.5516,11430.1,2567.4,620.7,517.7,6.8e-05,-0.05358
2940,469604,157,0.2391,0.3,0.39,0.31,0.8444,-0.8737,-0.5306,10837.0,2145.3,612.2,652.3,0.000188,
2941,469763,159,0.4263,0.3093,0.2979,0.3928,0.6772,-0.9083,-0.2327,10200.3,2779.8,493.1,495.8,8e-05,-0.02058
2942,469921,158,0.8547,0.643,0.356,0.001,1.0,-0.8626,-0.5839,11475.3,2088.2,633.6,635.0,0.000103,-0.062302
2943,470076,155,0.8993,0.3947,0.1169,0.4883,0.9806,-0.8863,-0.0629,11355.9,2497.7,425.2,396.7,0.000105,
2944,470238,162,0.2788,0.2711,0.6142,0.1147,0.9713,-0.8179,-0.2833,11320.8,1553.8,513.3,822.0,9.8e-05,
2945,470399,161,0.2248,0.2757,0.6895,0.0349,0.7931,-0.7255,-0.3235,10641.7,969.2,529.4,812.5,0.000115,-0.033227
2946,470566,167,0.4457,0.3198,0.4508,0.2294,1.0,-0.8879,-0.241,12631.9,2816.1,496.4,590.1,9.3e-05,
2947,470730,164,0.4762,0.4105,0.4597,0.1297,0.8927,-0.9122,-0.1287,11021.2,3138.1,451.5,671.2,0.000106,
2948,470894,164,1.0521,0.874,0.0979,0.0281,0.7436,-0.9009,-0.4382,10453.0,2636.2,575.3,427.0,0.000108,
2949,471056,162,0.9762,0.6578,0.2569,0.0853,1.0,-0.8831,-0.1298,12009.9,2568.5,451.9,623.0,0.000165,
2950,471219,163,0.4546,0.2838,0.1924,0.5239,0.658,-0.9161,-0.2277,10126.8,3018.8,491.1,804.4,8.8e-05,-0.025895
2951,471372,153,0.2257,0.2442,0.6052,0.1505,0.7434,-0.8127,-0.2906,10452.5,1395.5,516.3,165.7,5.6e-05,
2952,471536,164,1.0064,0.5363,0.0528,0.4109,1.0,-0.8954,-0.0519,11673.9,2790.7,420.8,492.9,0.000166,
2953,471694,158,0.1656,0.1634,0.4691,0.3676,1.0,-0.8347,-0.2522,11761.2,1778.3,500.9,794.9,0.000168,
2954,471856,162,0.8374,0.0578,0.1346,0.8077,0.2818,-0.9245,0.2525,8693.7,2877.0,299.0,321.8,0.000175,
2955,472014,158,0.5984,0.5361,0.2088,0.255,0.5463,-0.8738,-0.4123,9701.2,1921.6,564.9,370.7,0.000119,
2956,472171,157,0.3372,0.2959,0.3117,0.3924,0.9963,-0.8837,-0.4454,11416.0,2455.0,578.1,679.6,0.000169,0.000654
2957,472336,165,0.1874,0.1063,0.8606,0.0331,0.2114,-0.4042,-0.3054,8425.3,353.5,522.1,436.8,9.2e-05,
2958,472495,159,0.5918,0.3176,0.1918,0.4905,1.0,-0.8606,-0.4139,13326.7,2389.2,565.6,310.8,9.1e-05,-0.032449
2959,472663,168,0.4703,0.4343,0.5007,0.065,0.8641,-0.8625,-0.4303,10912.4,1983.6,572.1,568.9,9.5e-05,-0.057861
2960,472822,159,0.7403,0.5449,0.0522,0.4029,0.7926,-0.8976,-0.3826,10639.7,2597.5,553.0,730.3,0.000131,
2961,472975,153,0.2767,0.2156,0.5364,0.2479,1.0,-0.821,-0.0345,11923.0,1665.1,413.8,1060.5,0.000363,-0.030853
2962,473129,154,0.2172,0.1631,0.2933,0.5436,0.7721,-0.8952,-0.2625,10561.8,2518.5,505.0,702.0,6.9e-05,-0.0386
2963,473287,158,0.6544,0.3412,0.1174,0.5414,0.6066,-0.911,-0.1253,9931.0,2790.0,450.1,486.1,0.000148,-0.04423
2964,473449,162,0.0491,0.1342,0.5379,0.3279,0.7128,-0.8503,-0.3281,10335.7,1725.6,531.2,503.7,0.000137,-0.050201
2965,473609,160,0.7223,0.491,0.0124,0.4966,0.6793,-0.9116,-0.2462,10208.0,2887.7,498.5,687.9,9.6e-05,-0.021355
