==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen_v2.csv
  Metrics log  → /workspace/training_metrics_nitrogen_v2.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
   1186    189513   158   +9.818    1423      5     93  +0.2318  -1.0000  -0.8992  +1.0000
   1187    189668   155  +11.703    1356      6    132  +0.2188  -1.0000  -1.0000  +1.0000
   1188    189829   161  +10.362    1282      6    114  +0.2218  -1.0000  -1.0000  +1.0000
   1189    189985   156  +10.370     775      7    139  +0.2168  -1.0000  -1.0000  +1.0000
   1190    190143   158  +11.780    1491      6    193  +0.2097  -1.0000  -1.0000  +1.0000
   1191    190307   164  +11.467     664      5    134  +0.2215  -1.0000  -1.0000  +1.0000
   1192    190471   164  +10.662    1423      8    136  +0.2155  -1.0000  -1.0000  +1.0000
   1193    190632   161  +11.087    1050      6    165  +0.2152  -1.0000  -1.0000  +1.0000
   1194    190793   161  +14.391    1878      9    210  +0.2056  -1.0000  -0.9555  +1.0000
   1195    190947   154  +12.750    1763      7    139  +0.2176  -1.0000  -1.0000  +1.0000
   1196    191102   155  +12.829    1275      6    153  +0.2165  -1.0000  -1.0000  +1.0000
   1197    191260   158   +9.239     918      6    111  +0.2220  -1.0000  -1.0000  +1.0000
   1198    191423   163  +10.460    1446      8    130  +0.2164  -1.0000  -1.0000  +1.0000
   1199    191584   161   +9.369    1551      7     71  +0.2326  -1.0000  -0.8956  +1.0000
   1200    191745   161  +10.412    1375      6    120  +0.2207  -1.0000  -1.0000  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.870  yield=1437 kg/ha  N=8  W=128 mm  R_seas=+0.2201  R_ane=+1.0000

   1201    191905   160  +11.476    1100      8    114  +0.2194  -1.0000  -1.0000  +1.0000
   1202    192067   162  +10.088     951      6    119  +0.2226  -1.0000  -1.0000  +1.0000
   1203    192221   154  +10.428    1108     10    156  +0.2101  -1.0000  -1.0000  +1.0000
   1204    192378   157  +11.139    1239      6    149  +0.2175  -1.0000  -1.0000  +1.0000
   1205    192535   157   +9.950    1408      8    117  +0.2315  -1.0000  -0.7555  +1.0000
   1206    192702   167  +14.007    2327     10    202  +0.2174  -1.0000  -0.7122  +1.0000
   1207    192865   163  +10.397    1359      7    136  +0.2175  -1.0000  -1.0000  +1.0000
   1208    193017   152  +11.319    1384      9    180  +0.2070  -1.0000  -1.0000  +1.0000
   1209    193179   162  +11.820    1785     11    135  +0.2158  -1.0000  -0.8952  +1.0000
   1210    193342   163  +12.935    1805      6    193  +0.2178  -1.0000  -0.8431  +1.0000
   1211    193496   154  +10.563    1177      7    138  +0.2177  -1.0000  -1.0000  +1.0000
   1212    193652   156   +8.913    1335      6     73  +0.2350  -1.0000  -0.8756  +1.0000
   1213    193814   162  +11.565    1168      8    199  +0.2067  -1.0000  -1.0000  +1.0000
   1214    193969   155  +10.108    1330      5     92  +0.2272  -1.0000  -1.0000  +1.0000
   1215    194129   160  +12.547    1977     10    196  +0.2152  -1.0000  -0.7688  +1.0000
   1216    194288   159  +11.575    1759     12    199  +0.1989  -1.0000  -1.0000  +1.0000
   1217    194448   160  +12.845    2143      9    184  +0.2153  -1.0000  -0.8198  +1.0000
   1218    194606   158   +9.840    1511      9    120  +0.2162  -1.0000  -1.0000  +1.0000
   1219    194765   159   +9.490    1221      5     89  +0.2280  -1.0000  -1.0000  +1.0000
   1220    194926   161  +13.135    2546     13    190  +0.2135  -1.0000  -0.6982  +1.0000
   1221    195087   161  +11.631    1018      4    166  +0.2181  -1.0000  -1.0000  +1.0000
   1222    195248   161  +11.476    1482     11    148  +0.2085  -1.0000  -1.0000  +1.0000
   1223    195407   159  +10.897    1266      5    136  +0.2212  -1.0000  -1.0000  +1.0000
   1224    195568   161  +10.580    1709     14    134  +0.2072  -1.0000  -0.9601  +1.0000
   1225    195733   165  +11.255    1543      9    128  +0.2173  -1.0000  -0.9708  +1.0000
   1226    195889   156  +11.062    1261      9    152  +0.2108  -1.0000  -1.0000  +1.0000
   1227    196054   165  +10.367    1320     12    153  +0.2064  -1.0000  -1.0000  +1.0000
   1228    196219   165  +10.384    1502     11    118  +0.2137  -1.0000  -1.0000  +1.0000
   1229    196382   163   +9.030     706      8    106  +0.2206  -1.0000  -1.0000  +1.0000
   1230    196544   162  +10.364    1226     11    140  +0.2096  -1.0000  -1.0000  +1.0000
   1231    196704   160   +9.923    1614     11    117  +0.2137  -1.0000  -1.0000  +1.0000
   1232    196861   157  +12.140    1692      6    159  +0.2158  -1.0000  -1.0000  +1.0000
   1233    197018   157  +11.165    1621     12    167  +0.2035  -1.0000  -1.0000  +1.0000
   1234    197179   161  +11.184    1301      7    167  +0.2119  -1.0000  -1.0000  +1.0000
   1235    197337   158   +9.610    1094      7    130  +0.2185  -1.0000  -1.0000  +1.0000
   1236    197495   158  +12.542    2350     10    188  +0.2231  -1.0000  -0.6382  +1.0000
   1237    197653   158  +12.351    2794     14    150  +0.2323  -1.0000  -0.4300  +1.0000
   1238    197815   162   +9.764    1472      6    109  +0.2255  -1.0000  -0.9333  +1.0000
   1239    197977   162  +10.682    1648     10    145  +0.2113  -1.0000  -1.0000  +1.0000
   1240    198131   154  +10.203    1618      8    129  +0.2336  -1.0000  -0.6761  +1.0000
   1241    198291   160  +11.213    1665      9    149  +0.2209  -1.0000  -0.8146  +1.0000
   1242    198453   162  +10.602    1752      7    128  +0.2321  -1.0000  -0.7262  +1.0000
   1243    198617   164  +10.422    1867      9    140  +0.2193  -1.0000  -0.8753  +1.0000
   1244    198776   159  +10.735    1672      9    131  +0.2151  -1.0000  -1.0000  +1.0000
   1245    198937   161  +11.261    1334      8    164  +0.2110  -1.0000  -1.0000  +1.0000
   1246    199104   167  +10.643    1520      7    126  +0.2306  -1.0000  -0.7608  +1.0000
   1247    199268   164   +9.234     744      5    132  +0.2210  -1.0000  -1.0000  +1.0000
   1248    199430   162  +13.190    2296      9    196  +0.2121  -1.0000  -0.8391  +1.0000
   1249    199591   161  +10.845    1616     13    159  +0.2034  -1.0000  -1.0000  +1.0000
   1250    199747   156   +9.661     958      7    124  +0.2197  -1.0000  -1.0000  +1.0000
   1251    199909   162  +10.173    1649      9    130  +0.2210  -1.0000  -0.8761  +1.0000
   1252    200069   160  +11.845    1728     12    197  +0.1995  -1.0000  -0.9964  +1.0000
   1253    200226   157   +9.691    1668      7    110  +0.2265  -1.0000  -0.9031  +1.0000
   1254    200385   159  +10.048    1219      9    170  +0.2091  -1.0000  -1.0000  +1.0000
   1255    200543   158  +11.676    1773      5    147  +0.2279  -1.0000  -0.8338  +1.0000
   1256    200703   160  +11.086    1629     11    190  +0.2024  -1.0000  -1.0000  +1.0000
   1257    200857   154  +11.148    1751     13    178  +0.1999  -1.0000  -1.0000  +1.0000
   1258    201019   162  +10.549    1690      8    154  +0.2253  -1.0000  -0.7511  +1.0000
   1259    201172   153  +12.090    2118     14    200  +0.2048  -1.0000  -0.8047  +1.0000
   1260    201327   155   +9.611    1030      8    138  +0.2159  -1.0000  -1.0000  +1.0000
   1261    201481   154  +10.205    1548     10    156  +0.2086  -1.0000  -1.0000  +1.0000
   1262    201641   160  +11.955    1708     11    168  +0.2144  -1.0000  -0.8144  +1.0000
   1263    201796   155  +10.968     980      7    163  +0.2141  -1.0000  -1.0000  +1.0000
   1264    201950   154  +12.086    1597     10    165  +0.2072  -1.0000  -1.0000  +1.0000
   1265    202108   158   +9.039    1239     12    118  +0.2116  -1.0000  -1.0000  +1.0000
   1266    202261   153   +9.991    1652      4    149  +0.2208  -1.0000  -0.9793  +1.0000
   1267    202420   159  +10.818    2027     14    137  +0.2132  -1.0000  -0.8395  +1.0000
   1268    202583   163  +10.546    1536     12    157  +0.2075  -1.0000  -0.9665  +1.0000
   1269    202742   159   +9.725    1849     11    128  +0.2185  -1.0000  -0.8711  +1.0000
   1270    202906   164  +10.938    1388      8    164  +0.2137  -1.0000  -0.9555  +1.0000
   1271    203056   150   +9.256    1277     13    135  +0.2067  -1.0000  -1.0000  +1.0000
   1272    203211   155   +9.290     882     12    160  +0.1627  -1.0000  -1.0000  +0.9136
   1273    203372   161   +9.651    1513     11    109  +0.2137  -1.0000  -1.0000  +1.0000
   1274    203532   160  +11.052    1658      7    136  +0.2260  -1.0000  -0.8389  +1.0000
   1275    203688   156  +10.836    1722     12    165  +0.2107  -1.0000  -0.8864  +1.0000
   1276    203848   160  +10.685     925      7    158  +0.2140  -1.0000  -1.0000  +1.0000
   1277    204010   162  +10.068    1330     10    142  +0.2116  -1.0000  -1.0000  +1.0000
   1278    204166   156  +13.562    1579      8    237  +0.2007  -1.0000  -1.0000  +1.0000
   1279    204326   160  +12.313    2298     12    222  +0.2095  -1.0000  -0.7283  +1.0000
   1280    204490   164  +12.971    2318     10    218  +0.2114  -1.0000  -0.7789  +1.0000
   1281    204648   158  +12.160    2004     14    172  +0.2110  -1.0000  -0.7741  +1.0000
   1282    204811   163   +9.878    1112     10    144  +0.2104  -1.0000  -1.0000  +1.0000
   1283    204969   158  +10.820    1620     10    163  +0.2093  -1.0000  -0.9629  +1.0000
   1284    205131   162  +11.105    2656     15    178  +0.2166  -1.0000  -0.6073  +1.0000
   1285    205290   159   +9.217    1952     11     99  +0.2360  -1.0000  -0.5841  +1.0000
   1286    205445   155   +9.045     926     12    138  +0.1767  -1.0000  -1.0000  +0.9366
   1287    205596   151  +11.503    1324     10    204  +0.2013  -1.0000  -1.0000  +1.0000
   1288    205761   165  +12.459    1963      8    220  +0.2114  -1.0000  -0.8201  +1.0000
   1289    205924   163  +10.073    1584      9    156  +0.2103  -1.0000  -1.0000  +1.0000
   1290    206086   162  +10.685    1542     14    170  +0.1999  -1.0000  -1.0000  +1.0000
   1291    206240   154   +8.871    1367     12    106  +0.2132  -1.0000  -1.0000  +1.0000
   1292    206396   156   +9.573    1842     17    136  +0.2003  -1.0000  -1.0000  +1.0000
   1293    206563   167  +10.256    1344     11    132  +0.2105  -1.0000  -1.0000  +1.0000
   1294    206724   161   +8.571    1402     10     84  +0.2231  -1.0000  -0.9191  +1.0000
   1295    206884   160   +8.936    1746     10     82  +0.2265  -1.0000  -0.8620  +1.0000
   1296    207050   166  +10.542     906      5    149  +0.2192  -1.0000  -1.0000  +1.0000
   1297    207204   154  +12.671    2474      8    220  +0.2184  -1.0000  -0.6796  +1.0000
   1298    207365   161   +9.864    1778     14    132  +0.2064  -1.0000  -1.0000  +1.0000
   1299    207520   155  +10.971    1269      8    167  +0.2109  -1.0000  -1.0000  +1.0000
   1300    207680   160   +8.682    2267     16    121  +0.2219  -1.0000  -0.6267  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.783  yield=1567 kg/ha  N=10  W=150 mm  R_seas=+0.2142  R_ane=+0.9985

   1301    207836   156   +8.138    1473     12    117  +0.2260  -1.0000  -0.7174  +1.0000
   1302    207994   158  +10.228    1404     13    117  +0.2120  -1.0000  -0.9401  +1.0000
   1303    208155   161  +11.776    1751     10    204  +0.2017  -1.0000  -0.9901  +1.0000
   1304    208311   156  +10.057    2299     19    143  +0.2087  -1.0000  -0.7340  +1.0000
   1305    208470   159  +13.024    2370     11    217  +0.2039  -1.0000  -0.8740  +1.0000
   1306    208623   153  +11.030    2161     14    151  +0.2116  -1.0000  -0.8318  +1.0000
   1307    208783   160   +9.626    1119      9    118  +0.2169  -1.0000  -1.0000  +1.0000
   1308    208936   153  +10.282    1416     11    132  +0.2138  -1.0000  -0.9476  +1.0000
   1309    209094   158   +9.199    1723     14    141  +0.2144  -1.0000  -0.7984  +1.0000
   1310    209259   165  +10.239    2154     12    117  +0.2346  -1.0000  -0.5236  +1.0000
   1311    209417   158   +9.837    1800     11    123  +0.2265  -1.0000  -0.7178  +1.0000
   1312    209576   159  +11.287    1558     11    170  +0.2047  -1.0000  -1.0000  +1.0000
   1313    209741   165  +10.172    1066     14    184  +0.1871  -1.0000  -1.0000  +0.9765
   1314    209900   159   +8.539    1433     15    120  +0.2055  -1.0000  -1.0000  +1.0000
   1315    210061   161  +10.334    2142     20    161  +0.2035  -1.0000  -0.7647  +1.0000
   1316    210216   155  +11.735    2227     12    156  +0.2166  -1.0000  -0.7852  +1.0000
   1317    210377   161  +12.103    1840     13    198  +0.1971  -1.0000  -1.0000  +1.0000
   1318    210538   161   +9.920    1286      9    173  +0.2076  -1.0000  -1.0000  +1.0000
   1319    210698   160   +9.600    1623     12    128  +0.2237  -1.0000  -0.7039  +1.0000
   1320    210860   162  +13.773    2700     10    222  +0.2294  -1.0000  -0.3764  +1.0000
   1321    211020   160  +12.286    1618      9    206  +0.2041  -1.0000  -1.0000  +1.0000
   1322    211184   164   +9.250    1387      9    115  +0.2173  -1.0000  -1.0000  +1.0000
   1323    211342   158  +11.690    1654     10    222  +0.1989  -1.0000  -1.0000  +1.0000
   1324    211499   157  +10.271    1593     12    155  +0.2154  -1.0000  -0.7943  +1.0000
   1325    211656   157   +9.816    1530      9    125  +0.2280  -1.0000  -0.7632  +1.0000
   1326    211818   162   +9.649    1395     10    137  +0.2124  -1.0000  -1.0000  +1.0000
   1327    211980   162   +9.097    1258     11    148  +0.2092  -1.0000  -1.0000  +1.0000
   1328    212142   162   +9.548    1786     12    120  +0.2114  -1.0000  -0.9969  +1.0000
   1329    212300   158  +10.871    1943     12    165  +0.2084  -1.0000  -0.9166  +1.0000
   1330    212454   154   +9.976    1646     12    192  +0.2034  -1.0000  -0.9470  +1.0000
   1331    212614   160  +10.845    1152      9    193  +0.2060  -1.0000  -1.0000  +1.0000
   1332    212772   158  +10.398    1667      7    115  +0.2399  -1.0000  -0.6161  +1.0000
   1333    212928   156  +13.227    2385     12    231  +0.2135  -1.0000  -0.6335  +1.0000
   1334    213094   166   +8.694     694      9    148  +0.1516  -1.0000  -1.0000  +0.8798
   1335    213255   161   +9.802    1282     12    164  +0.2046  -1.0000  -1.0000  +1.0000
   1336    213419   164   +9.440    1402     12    149  +0.2082  -1.0000  -0.9833  +1.0000
   1337    213577   158   +9.357    1724     12    134  +0.2207  -1.0000  -0.7561  +1.0000
   1338    213741   164   +9.231    1959     13    106  +0.2208  -1.0000  -0.8245  +1.0000
   1339    213903   162  +12.281    2077     14    228  +0.2044  -1.0000  -0.7321  +1.0000
   1340    214066   163  +11.658    1923     10    174  +0.2121  -1.0000  -0.8827  +1.0000
   1341    214232   166  +11.245    2128     11    163  +0.2126  -1.0000  -0.8781  +1.0000
   1342    214392   160   +8.352    1699     16    135  +0.2149  -1.0000  -0.7328  +1.0000
   1343    214548   156  +10.850    2112     13    156  +0.2137  -1.0000  -0.8047  +1.0000
   1344    214707   159   +9.842    1166     14    137  +0.2058  -1.0000  -1.0000  +1.0000
   1345    214760    53   -8.164       0      1     63  -0.7604  -1.0000  -1.0000  -1.0000
   1346    214914   154  +11.676    2460     19    246  +0.1880  -1.0000  -0.8392  +1.0000
   1347    215076   162   +9.569    1468     12    120  +0.2115  -1.0000  -1.0000  +1.0000
   1348    215242   166  +10.529    1147      8    154  +0.2127  -1.0000  -1.0000  +1.0000
   1349    215394   152   +9.946    1761     10    146  +0.2145  -1.0000  -0.9240  +1.0000
   1350    215552   158   +9.367    1590     12    132  +0.2177  -1.0000  -0.8424  +1.0000
   1351    215714   162  +10.180    1780     14    171  +0.2015  -1.0000  -0.9791  +1.0000
   1352    215882   168   +9.179    1988     12    102  +0.2339  -1.0000  -0.5866  +1.0000
   1353    216047   165  +10.485    2136     14    140  +0.2164  -1.0000  -0.7496  +1.0000
   1354    216202   155  +10.265    1923     14    155  +0.2100  -1.0000  -0.8350  +1.0000
   1355    216361   159  +10.201    1853     12    147  +0.2161  -1.0000  -0.8117  +1.0000
   1356    216526   165  +10.628    1954     12    173  +0.2070  -1.0000  -0.9303  +1.0000
   1357    216688   162  +10.476    1845     13    178  +0.2048  -1.0000  -0.9080  +1.0000
   1358    216854   166  +10.403    2160     14    151  +0.2038  -1.0000  -0.9950  +1.0000
   1359    217018   164  +12.976    2200     13    188  +0.2051  -1.0000  -0.8897  +1.0000
   1360    217176   158   +9.367    1742     13    158  +0.2080  -1.0000  -0.9013  +1.0000
   1361    217335   159   +9.716    1338     10    163  +0.2145  -1.0000  -0.8588  +1.0000
   1362    217493   158  +11.227    2041     13    146  +0.2115  -1.0000  -0.8910  +1.0000
   1363    217658   165  +11.764    1175     12    147  +0.2071  -1.0000  -1.0000  +1.0000
   1364    217824   166   +9.331    1366     12    112  +0.2125  -1.0000  -1.0000  +1.0000
   1365    217981   157  +10.222    1924     10    140  +0.2165  -1.0000  -0.8885  +1.0000
   1366    218148   167  +12.512    2192     15    230  +0.1976  -1.0000  -0.8195  +1.0000
   1367    218309   161   +9.891    1915     13    142  +0.2186  -1.0000  -0.7536  +1.0000
   1368    218464   155  +10.235    1119     11    149  +0.2088  -1.0000  -1.0000  +1.0000
   1369    218629   165  +12.642    1472     12    197  +0.2004  -1.0000  -1.0000  +1.0000
   1370    218783   154   +8.435    1569     11     94  +0.2316  -1.0000  -0.6881  +1.0000
   1371    218945   162  +11.368    1774     11    152  +0.2165  -1.0000  -0.8318  +1.0000
   1372    219099   154   +9.289    1149      9    132  +0.2152  -1.0000  -1.0000  +1.0000
   1373    219259   160   +8.707    1566     13    147  +0.2123  -1.0000  -0.8719  +1.0000
   1374    219420   161  +10.517    2042     15    180  +0.2066  -1.0000  -0.8058  +1.0000
   1375    219584   164   +9.323    1505      9    108  +0.2255  -1.0000  -0.8525  +1.0000
   1376    219746   162   +9.767    1352      7    128  +0.2202  -1.0000  -0.9667  +1.0000
   1377    219908   162  +10.550    1133     11    148  +0.2087  -1.0000  -1.0000  +1.0000
   1378    220066   158   +9.856    1989     15    136  +0.2213  -1.0000  -0.6298  +1.0000
   1379    220229   163  +13.592    2032     15    266  +0.1846  -1.0000  -1.0000  +1.0000
   1380    220392   163  +11.357    1786     10    172  +0.2166  -1.0000  -0.7938  +1.0000
   1381    220549   157  +10.327    1437     12    197  +0.1997  -1.0000  -1.0000  +1.0000
   1382    220713   164  +10.482    2296     13    128  +0.2258  -1.0000  -0.6449  +1.0000
   1383    220876   163  +11.647    1446     13    201  +0.1975  -1.0000  -1.0000  +1.0000
   1384    221037   161  +11.090    2167     12    168  +0.2260  -1.0000  -0.5391  +1.0000
   1385    221199   162   +9.295    2006     10    101  +0.2311  -1.0000  -0.7152  +1.0000
   1386    221359   160   +9.294    1706     14    157  +0.2029  -1.0000  -0.9980  +1.0000
   1387    221514   155  +10.602    1535     10    183  +0.2046  -1.0000  -1.0000  +1.0000
   1388    221679   165  +11.940    2036     11    159  +0.2215  -1.0000  -0.6970  +1.0000
   1389    221836   157  +10.890    2360     14    181  +0.2189  -1.0000  -0.5740  +1.0000
   1390    222000   164  +10.375    1477     12    186  +0.2012  -1.0000  -1.0000  +1.0000
   1391    222160   160  +11.353    1480     11    223  +0.1973  -1.0000  -1.0000  +1.0000
   1392    222324   164  +13.259    2439     13    225  +0.2117  -1.0000  -0.6223  +1.0000
   1393    222483   159  +11.047    1779     13    254  +0.1898  -1.0000  -1.0000  +1.0000
   1394    222643   160  +10.784    1911     14    183  +0.2025  -1.0000  -0.9061  +1.0000
   1395    222804   161  +10.985    2542     12    161  +0.2231  -1.0000  -0.6371  +1.0000
   1396    222961   157  +11.416    1777     12    189  +0.2056  -1.0000  -0.9002  +1.0000
   1397    223123   162   +9.794    1635     13    139  +0.2062  -1.0000  -0.9962  +1.0000
   1398    223283   160  +10.758    1413     10    147  +0.2100  -1.0000  -1.0000  +1.0000
   1399    223447   164   +8.468    1165     10    117  +0.2147  -1.0000  -1.0000  +1.0000
   1400    223602   155   +9.093    1304      8    111  +0.2214  -1.0000  -0.9525  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.289  yield=1711 kg/ha  N=12  W=158 mm  R_seas=+0.2013  R_ane=+0.9786

   1401    223758   156  +11.869    1778     11    171  +0.2151  -1.0000  -0.8064  +1.0000
   1402    223921   163  +10.307    2014     15    147  +0.2083  -1.0000  -0.8784  +1.0000
   1403    224083   162   +9.553    1361     12    123  +0.2146  -1.0000  -0.9203  +1.0000
   1404    224240   157  +11.448    1798     15    173  +0.2016  -1.0000  -0.9400  +1.0000
   1405    224403   163  +11.138    1476     10    175  +0.2072  -1.0000  -1.0000  +1.0000
   1406    224566   163   +9.921    1613     12    102  +0.2168  -1.0000  -0.9514  +1.0000
   1407    224724   158  +12.449    2574     14    204  +0.2102  -1.0000  -0.7076  +1.0000
   1408    224885   161   +9.764    1740     11    128  +0.2207  -1.0000  -0.8270  +1.0000
   1409    225047   162  +12.802    3039     17    181  +0.2293  -1.0000  -0.2787  +1.0000
   1410    225209   162   +9.992    1244     11    140  +0.2103  -1.0000  -1.0000  +1.0000
   1411    225364   155  +10.053    2124     17    157  +0.2086  -1.0000  -0.7566  +1.0000
   1412    225525   161   +9.092    1300     14    130  +0.2062  -1.0000  -1.0000  +1.0000
   1413    225690   165   +9.467    1418     10    100  +0.2165  -1.0000  -1.0000  +1.0000
   1414    225848   158   +9.914    1588     10    123  +0.2144  -1.0000  -0.9863  +1.0000
   1415    226012   164   +9.745    1540     14    139  +0.2066  -1.0000  -0.9592  +1.0000
   1416    226169   157  +12.377    2450     15    167  +0.2109  -1.0000  -0.7662  +1.0000
   1417    226324   155  +10.168    1864     10    144  +0.2151  -1.0000  -0.9253  +1.0000
   1418    226490   166  +10.263    1649     15    185  +0.1967  -1.0000  -1.0000  +1.0000
   1419    226649   159  +12.205    1993      9    177  +0.2240  -1.0000  -0.6701  +1.0000
   1420    226802   153   +9.124    2015     12    140  +0.2224  -1.0000  -0.7302  +1.0000
   1421    226959   157  +12.380    2430     19    261  +0.1881  -1.0000  -0.8061  +1.0000
   1422    227120   161  +10.042    1387     15    164  +0.1994  -1.0000  -1.0000  +1.0000
   1423    227277   157  +10.615    2040     11    148  +0.2266  -1.0000  -0.6261  +1.0000
   1424    227437   160   +9.789    1540     15    151  +0.2010  -1.0000  -1.0000  +1.0000
   1425    227596   159  +10.141    1373     16    178  +0.1954  -1.0000  -1.0000  +1.0000
   1426    227752   156   +7.166     968     13    137  +0.1158  -1.0000  -1.0000  +0.8192
   1427    227918   166  +11.356    1696     11    184  +0.2067  -1.0000  -0.9227  +1.0000
   1428    228075   157  +13.098    2471     18    290  +0.1764  -1.0000  -0.9690  +1.0000
   1429    228241   166  +10.935    2360     12    165  +0.2141  -1.0000  -0.8049  +1.0000
   1430    228398   157   +9.652    1926     15    132  +0.2088  -1.0000  -0.8883  +1.0000
   1431    228553   155  +10.109    1505     12    137  +0.2082  -1.0000  -1.0000  +1.0000
   1432    228715   162  +11.424    2073     16    234  +0.1945  -1.0000  -0.8622  +1.0000
   1433    228875   160   +9.401    1601     12    118  +0.2109  -1.0000  -1.0000  +1.0000
   1434    229042   167  +10.913    1809     14    135  +0.2261  -1.0000  -0.5673  +1.0000
   1435    229206   164   +8.891    1295      9     97  +0.2203  -1.0000  -1.0000  +1.0000
   1436    229366   160   +9.003    1414     12    124  +0.2201  -1.0000  -0.8025  +1.0000
   1437    229528   162  +10.306    1876     16    143  +0.2102  -1.0000  -0.8054  +1.0000
   1438    229682   154   +9.822    2181     15    140  +0.2166  -1.0000  -0.7362  +1.0000
   1439    229843   161   +9.509    1838     16    158  +0.2053  -1.0000  -0.8494  +1.0000
   1440    230005   162   +9.501    1125     10    148  +0.2100  -1.0000  -1.0000  +1.0000
   1441    230167   162   +9.342    1910     13     88  +0.2217  -1.0000  -0.8578  +1.0000
   1442    230323   156  +10.434    1166      6    121  +0.2212  -1.0000  -1.0000  +1.0000
   1443    230473   150   +7.974    1474      8    109  +0.2189  -1.0000  -1.0000  +1.0000
   1444    230636   163  +10.791    1414     13    178  +0.1999  -1.0000  -1.0000  +1.0000
   1445    230797   161  +11.353    2816     13    150  +0.2294  -1.0000  -0.5196  +1.0000
   1446    230961   164   +9.075    1726     16    109  +0.2075  -1.0000  -0.9724  +1.0000
   1447    231120   159  +10.902    1537     11    168  +0.2107  -1.0000  -0.9025  +1.0000
   1448    231276   156  +10.417    1298     13    192  +0.1986  -1.0000  -1.0000  +1.0000
   1449    231435   159  +10.970    1600     12    185  +0.2011  -1.0000  -1.0000  +1.0000
   1450    231596   161   +9.163    2393     18    128  +0.2228  -1.0000  -0.5447  +1.0000
   1451    231753   157  +12.429    2535     13    200  +0.2174  -1.0000  -0.6075  +1.0000
   1452    231911   158   +9.987    1541     16    158  +0.1992  -1.0000  -1.0000  +1.0000
   1453    232072   161  +10.949    1732     13    174  +0.2075  -1.0000  -0.8868  +1.0000
   1454    232237   165  +11.206    2127     12    167  +0.2102  -1.0000  -0.8924  +1.0000
   1455    232399   162   +9.952    1410     13    119  +0.2100  -1.0000  -1.0000  +1.0000
   1456    232556   157  +10.576    1733     15    219  +0.1938  -1.0000  -0.9549  +1.0000
   1457    232719   163   +9.141    1890     12    130  +0.2196  -1.0000  -0.7817  +1.0000
   1458    232884   165  +11.975    1781     13    211  +0.1959  -1.0000  -1.0000  +1.0000
   1459    233041   157  +11.621    2256     13    179  +0.1999  -1.0000  -1.0000  +1.0000
   1460    233205   164  +11.666    2051     15    176  +0.2084  -1.0000  -0.7668  +1.0000
   1461    233369   164   +9.660    1521     12    163  +0.2039  -1.0000  -1.0000  +1.0000
   1462    233527   158  +10.023    1984     19    184  +0.1899  -1.0000  -1.0000  +1.0000
   1463    233687   160  +10.030    2306     19    188  +0.2097  -1.0000  -0.5715  +1.0000
   1464    233844   157  +10.282    1829     13    182  +0.2080  -1.0000  -0.8229  +1.0000
   1465    234007   163  +10.409    2163     18    174  +0.2018  -1.0000  -0.7942  +1.0000
   1466    234171   164  +11.354    2272     18    254  +0.1894  -1.0000  -0.8167  +1.0000
   1467    234333   162   +8.059    1507     15    103  +0.2141  -1.0000  -0.8810  +1.0000
   1468    234499   166   +9.950    1207      9    166  +0.2097  -1.0000  -1.0000  +1.0000
   1469    234661   162   +9.446    1868     15    134  +0.2201  -1.0000  -0.6633  +1.0000
   1470    234823   162   +9.736    1688     17    151  +0.1990  -1.0000  -0.9733  +1.0000
   1471    234986   163  +10.436    1256     11    156  +0.2079  -1.0000  -1.0000  +1.0000
   1472    235144   158  +10.952    1956     19    242  +0.1839  -1.0000  -0.9434  +1.0000
   1473    235306   162   +9.844    1770     17    158  +0.1975  -1.0000  -0.9961  +1.0000
   1474    235464   158  +11.982    2400     14    155  +0.2264  -1.0000  -0.5287  +1.0000
   1475    235618   154  +10.174    1113      9    156  +0.2106  -1.0000  -1.0000  +1.0000
   1476    235779   161  +10.644    1481     12    163  +0.2045  -1.0000  -1.0000  +1.0000
   1477    235939   160  +10.219    1706     10    142  +0.2158  -1.0000  -0.8915  +1.0000
   1478    236092   153   +9.863    1359     11    160  +0.2067  -1.0000  -1.0000  +1.0000
   1479    236257   165   +8.910    1227     11     94  +0.2172  -1.0000  -1.0000  +1.0000
   1480    236421   164  +13.085    2749     18    254  +0.1929  -1.0000  -0.7522  +1.0000
   1481    236580   159  +10.779    2245     16    226  +0.2014  -1.0000  -0.7431  +1.0000
