==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen_v2.csv
  Metrics log  → /workspace/training_metrics_nitrogen_v2.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
    585     93506   153  +10.480    1041      8     73  +0.2252  -1.0000  -1.0000  +1.0000
    586     93662   156  +12.325    1535     10     73  +0.2312  -1.0000  -0.8242  +1.0000
    587     93826   164   +9.821    1180     13     74  +0.2155  -1.0000  -1.0000  +1.0000
    588     93982   156  +11.537     984     11     92  +0.2167  -1.0000  -1.0000  +1.0000
    589     94144   162  +12.232    2058      9    103  +0.2271  -1.0000  -0.8190  +1.0000
    590     94310   166   +9.524    1496     19     98  +0.2213  -1.0000  -0.6271  +1.0000
    591     94464   154  +11.960    1209      8     94  +0.2220  -1.0000  -1.0000  +1.0000
    592     94622   158  +10.713     588      6     87  +0.2268  -1.0000  -1.0000  +1.0000
    593     94784   162  +10.463    1575     11     74  +0.2204  -1.0000  -1.0000  +1.0000
    594     94949   165  +11.117    2026     10     83  +0.2404  -1.0000  -0.5905  +1.0000
    595     95109   160   +9.647    1671     12     88  +0.2164  -1.0000  -1.0000  +1.0000
    596     95263   154  +11.725    1786      6     79  +0.2487  -1.0000  -0.5779  +1.0000
    597     95419   156  +11.343    1059      8     93  +0.2212  -1.0000  -1.0000  +1.0000
    598     95573   154   +6.930     763     11     84  +0.0838  -1.0000  -1.0000  +0.7313
    599     95733   160  +11.210     955      9     76  +0.2221  -1.0000  -1.0000  +1.0000
    600     95893   160  +11.571    1610     14    104  +0.2091  -1.0000  -1.0000  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.208  yield=1530 kg/ha  N=13  W=85 mm  R_seas=+0.1953  R_ane=+0.9485

    601     96052   159  +11.395    1304      6     78  +0.2400  -1.0000  -0.7472  +1.0000
    602     96205   153  +11.234     820      6     72  +0.2283  -1.0000  -1.0000  +1.0000
    603     96365   160   +9.533    1353     10     69  +0.2218  -1.0000  -1.0000  +1.0000
    604     96523   158   +8.786    1105      8     69  +0.2255  -1.0000  -1.0000  +1.0000
    605     96680   157  +11.011    1201     10     79  +0.2198  -1.0000  -1.0000  +1.0000
    606     96841   161  +14.589    2423     13    104  +0.2291  -1.0000  -0.6605  +1.0000
    607     97005   164   +4.390     770     14     91  -0.0943  -1.0000  -1.0000  +0.3873
    608     97169   164  +11.816    1340      3     79  +0.2332  -1.0000  -1.0000  +1.0000
    609     97325   156  +11.673    1889     12     83  +0.2477  -1.0000  -0.3828  +1.0000
    610     97490   165   +9.374    1347     15     78  +0.2121  -1.0000  -0.9975  +1.0000
    611     97651   161   +9.932    1115     10     84  +0.2196  -1.0000  -1.0000  +1.0000
    612     97810   159  +11.660    1654     10     80  +0.2260  -1.0000  -0.9015  +1.0000
    613     97971   161  +12.849    2810      9     87  +0.2686  -1.0000  -0.0440  +1.0000
    614     98131   160  +10.801    1097     13     94  +0.2136  -1.0000  -1.0000  +1.0000
    615     98286   155  +11.009    1386      8     72  +0.2428  -1.0000  -0.6373  +1.0000
    616     98446   160   +7.847     911     13     89  +0.0920  -1.0000  -1.0000  +0.7559
    617     98606   160   +9.974    1563     10     82  +0.2249  -1.0000  -0.9176  +1.0000
    618     98770   164  +12.194    1223      8     92  +0.2223  -1.0000  -1.0000  +1.0000
    619     98930   160  +10.433    1095     11     77  +0.2190  -1.0000  -1.0000  +1.0000
    620     99089   159   +9.940    1277      9     88  +0.2209  -1.0000  -1.0000  +1.0000
    621     99246   157   +9.697    1238     10     69  +0.2224  -1.0000  -1.0000  +1.0000
    622     99408   162  +11.465    1778     11     71  +0.2378  -1.0000  -0.6462  +1.0000
    623     99572   164  +11.782    2287      7     89  +0.2425  -1.0000  -0.6308  +1.0000
    624     99735   163   +9.712    1154      8     80  +0.2245  -1.0000  -1.0000  +1.0000
    625     99898   163  +10.380    1288      8     80  +0.2276  -1.0000  -0.9334  +1.0000
    626    100058   160  +10.140    1114     13     84  +0.2144  -1.0000  -1.0000  +1.0000
    627    100222   164  +11.473    1489      7     93  +0.2234  -1.0000  -1.0000  +1.0000
    628    100381   159  +12.022    1553      7     76  +0.2373  -1.0000  -0.7852  +1.0000
    629    100547   166  +11.299    1790      8     74  +0.2401  -1.0000  -0.6811  +1.0000
    630    100604    57   -7.581       0      3     11  -0.7568  -1.0000  -1.0000  -1.0000
    631    100770   166  +10.039    1101     11     92  +0.2176  -1.0000  -1.0000  +1.0000
    632    100934   164   +9.295    1268     10     64  +0.2361  -1.0000  -0.7265  +1.0000
    633    101091   157  +10.730    1048      7     71  +0.2266  -1.0000  -1.0000  +1.0000
    634    101251   160   +9.226    1030      7     65  +0.2277  -1.0000  -1.0000  +1.0000
    635    101416   165  +11.211    1118     13     98  +0.2129  -1.0000  -1.0000  +1.0000
    636    101577   161   +9.727    1454     14     79  +0.2262  -1.0000  -0.7665  +1.0000
    637    101732   155  +12.245    1601      6     84  +0.2316  -1.0000  -0.9058  +1.0000
    638    101899   167  +11.453    1138     12     92  +0.2157  -1.0000  -1.0000  +1.0000
    639    102060   161  +10.336    1024     12     86  +0.2163  -1.0000  -1.0000  +1.0000
    640    102223   163  +10.574    1621     11     89  +0.2298  -1.0000  -0.7657  +1.0000
    641    102380   157  +10.557    2162      9     82  +0.2370  -1.0000  -0.7002  +1.0000
    642    102542   162   +6.039     731     11     74  +0.0314  -1.0000  -1.0000  +0.6244
    643    102707   165   +9.035    1234     10     64  +0.2221  -1.0000  -1.0000  +1.0000
    644    102871   164  +13.444    2114      9     89  +0.2298  -1.0000  -0.8190  +1.0000
    645    103036   165  +10.153    1501     10     74  +0.2338  -1.0000  -0.7568  +1.0000
    646    103206   170  +11.574     736      8     80  +0.2241  -1.0000  -1.0000  +1.0000
    647    103366   160   +9.597    1192     10     77  +0.2204  -1.0000  -1.0000  +1.0000
    648    103527   161  +12.142    1740      8     87  +0.2221  -1.0000  -1.0000  +1.0000
    649    103687   160  +12.042    1556     13     90  +0.2138  -1.0000  -1.0000  +1.0000
    650    103850   163   +9.664    1363      9     81  +0.2285  -1.0000  -0.8735  +1.0000
    651    104016   166  +11.189    1803      6     88  +0.2311  -1.0000  -0.9043  +1.0000
    652    104174   158  +10.093    1722      9     81  +0.2222  -1.0000  -0.9880  +1.0000
    653    104337   163  +11.013    1232      7     78  +0.2259  -1.0000  -1.0000  +1.0000
    654    104496   159   +9.708    1052      9     63  +0.2244  -1.0000  -1.0000  +1.0000
    655    104657   161  +10.367    1143     11     76  +0.2192  -1.0000  -1.0000  +1.0000
    656    104814   157   +9.844    1631      5     74  +0.2441  -1.0000  -0.7171  +1.0000
    657    104978   164  +10.439    1442      5     82  +0.2286  -1.0000  -1.0000  +1.0000
    658    105137   159  +11.053    1178      9     76  +0.2231  -1.0000  -1.0000  +1.0000
    659    105297   160   +9.673    1549      8     68  +0.2446  -1.0000  -0.6187  +1.0000
    660    105457   160  +11.336     999      6     86  +0.2273  -1.0000  -1.0000  +1.0000
    661    105627   170  +10.913    1073      8     80  +0.2231  -1.0000  -1.0000  +1.0000
    662    105794   167  +12.132    1922      4     96  +0.2331  -1.0000  -0.8959  +1.0000
    663    105948   154  +11.301    1838     11     83  +0.2280  -1.0000  -0.8153  +1.0000
    664    106110   162  +10.961    1305      6     80  +0.2267  -1.0000  -1.0000  +1.0000
    665    106270   160   +9.996     699      9     83  +0.1637  -1.0000  -1.0000  +0.8849
    666    106424   154  +10.309    1114     10     77  +0.2215  -1.0000  -1.0000  +1.0000
    667    106586   162  +11.367    1544      9     94  +0.2243  -1.0000  -0.9311  +1.0000
    668    106741   155  +10.370    1343     11     72  +0.2205  -1.0000  -0.9969  +1.0000
    669    106895   154  +10.653    1513      8     85  +0.2235  -1.0000  -1.0000  +1.0000
    670    107052   157  +10.353     820      6     80  +0.2274  -1.0000  -1.0000  +1.0000
    671    107210   158  +10.063    1498      8     84  +0.2335  -1.0000  -0.8053  +1.0000
    672    107368   158  +11.014    1690      9     90  +0.2215  -1.0000  -1.0000  +1.0000
    673    107525   157  +11.066    1703      7     78  +0.2596  -1.0000  -0.3414  +1.0000
    674    107687   162  +10.945    1482     11     73  +0.2272  -1.0000  -0.8408  +1.0000
    675    107847   160  +10.989    1028      9     86  +0.2213  -1.0000  -1.0000  +1.0000
    676    108011   164   +9.618    1345     10     84  +0.2196  -1.0000  -1.0000  +1.0000
    677    108170   159  +11.720    1407      8     85  +0.2234  -1.0000  -1.0000  +1.0000
    678    108333   163  +11.285    1490     10     99  +0.2215  -1.0000  -0.9381  +1.0000
    679    108495   162  +10.783    1216      8     76  +0.2263  -1.0000  -0.9551  +1.0000
    680    108651   156  +10.731     994      6     82  +0.2276  -1.0000  -1.0000  +1.0000
    681    108807   156  +11.191    1731     10     73  +0.2267  -1.0000  -0.9094  +1.0000
    682    108971   164  +10.037    1134     14     79  +0.2144  -1.0000  -1.0000  +1.0000
    683    109130   159  +12.026    1609     12     88  +0.2438  -1.0000  -0.4351  +1.0000
    684    109290   160  +10.355    1085      8     78  +0.2244  -1.0000  -1.0000  +1.0000
    685    109452   162  +10.410     892     12     91  +0.1850  -1.0000  -1.0000  +0.9374
    686    109608   156   +9.819    1049      6     80  +0.2278  -1.0000  -1.0000  +1.0000
    687    109760   152  +11.983    1866      9     84  +0.2490  -1.0000  -0.4377  +1.0000
    688    109917   157  +10.222    1038      8     88  +0.2218  -1.0000  -1.0000  +1.0000
    689    110076   159  +10.710    1346     10     88  +0.2241  -1.0000  -0.9035  +1.0000
    690    110237   161  +10.986    1467     10     92  +0.2185  -1.0000  -1.0000  +1.0000
    691    110396   159   +9.900    1864      7     78  +0.2525  -1.0000  -0.4685  +1.0000
    692    110553   157  +11.599    1663      3     83  +0.2435  -1.0000  -0.7887  +1.0000
    693    110709   156  +11.430    1603      9     83  +0.2363  -1.0000  -0.7154  +1.0000
    694    110869   160  +13.163    2090      7     88  +0.2340  -1.0000  -0.8134  +1.0000
    695    111029   160   +7.507     801     11     87  +0.1126  -1.0000  -1.0000  +0.7904
    696    111188   159  +14.252    1605      8     95  +0.2227  -1.0000  -1.0000  +1.0000
    697    111351   163   +8.887    1410      8     68  +0.2331  -1.0000  -0.8638  +1.0000
    698    111512   161  +11.095    1138      6     81  +0.2268  -1.0000  -1.0000  +1.0000
    699    111680   168  +10.869    1368      9     93  +0.2282  -1.0000  -0.8540  +1.0000
    700    111838   158  +11.842    1760      7     85  +0.2255  -1.0000  -1.0000  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.495  yield=1374 kg/ha  N=9  W=81 mm  R_seas=+0.2094  R_ane=+0.9638

    701    111998   160  +10.975    1298      9     89  +0.2252  -1.0000  -0.9064  +1.0000
    702    112159   161  +10.255    1359      8     79  +0.2264  -1.0000  -0.9511  +1.0000
    703    112319   160  +11.116    1193      8     75  +0.2251  -1.0000  -1.0000  +1.0000
    704    112481   162  +11.410    1320     12     80  +0.2175  -1.0000  -1.0000  +1.0000
    705    112637   156   +9.941    1448     10     71  +0.2410  -1.0000  -0.6202  +1.0000
    706    112792   155  +10.600    1288      5     88  +0.2287  -1.0000  -1.0000  +1.0000
    707    112959   167   +9.310    1337     13     71  +0.2213  -1.0000  -0.9049  +1.0000
    708    113122   163  +10.357    1478      7     75  +0.2268  -1.0000  -1.0000  +1.0000
    709    113280   158   +9.345    1323     13     79  +0.2277  -1.0000  -0.7637  +1.0000
    710    113444   164  +10.392    1610      9     96  +0.2233  -1.0000  -0.9230  +1.0000
    711    113610   166  +10.644     960     10     87  +0.2201  -1.0000  -1.0000  +1.0000
    712    113769   159  +10.361    1507     11     81  +0.2182  -1.0000  -1.0000  +1.0000
    713    113928   159  +10.098    1852     14     67  +0.2314  -1.0000  -0.6946  +1.0000
    714    114084   156  +10.908    1769      5     75  +0.2442  -1.0000  -0.7032  +1.0000
    715    114239   155  +10.567    1010      5     82  +0.2295  -1.0000  -1.0000  +1.0000
    716    114395   156  +11.319    1204     11     87  +0.2183  -1.0000  -1.0000  +1.0000
    717    114550   155  +13.135    2163      7     85  +0.2464  -1.0000  -0.5842  +1.0000
    718    114702   152  +11.836     950      8     78  +0.2252  -1.0000  -1.0000  +1.0000
    719    114866   164  +12.157    1428      6     87  +0.2266  -1.0000  -0.9768  +1.0000
    720    115027   161  +10.398    1491      9     75  +0.2349  -1.0000  -0.7721  +1.0000
    721    115186   159  +10.906     996      6     73  +0.2279  -1.0000  -1.0000  +1.0000
    722    115345   159  +10.627    1719     10     87  +0.2326  -1.0000  -0.7330  +1.0000
    723    115501   156  +11.370    1459      7     76  +0.2333  -1.0000  -0.8472  +1.0000
    724    115660   159  +10.030     746      7     74  +0.2268  -1.0000  -1.0000  +1.0000
    725    115818   158   +9.896    1243      4     78  +0.2312  -1.0000  -1.0000  +1.0000
    726    115980   162  +12.154    1668      7     86  +0.2298  -1.0000  -0.9129  +1.0000
    727    116143   163  +10.816    1233     11     76  +0.2198  -1.0000  -1.0000  +1.0000
    728    116303   160   +9.596    1454     10     76  +0.2270  -1.0000  -0.8975  +1.0000
    729    116459   156   +9.302    1587      7     72  +0.2323  -1.0000  -0.9086  +1.0000
    730    116615   156  +11.131    1341      8     85  +0.2295  -1.0000  -0.8669  +1.0000
    731    116776   161  +10.525    1514      8     80  +0.2234  -1.0000  -1.0000  +1.0000
    732    116930   154   +9.677    1127     11     88  +0.2177  -1.0000  -1.0000  +1.0000
    733    117091   161  +12.742    1563      7     88  +0.2321  -1.0000  -0.8527  +1.0000
    734    117253   162  +11.319    1128     10     92  +0.2190  -1.0000  -1.0000  +1.0000
    735    117417   164  +12.831    1836     10     90  +0.2198  -1.0000  -1.0000  +1.0000
    736    117578   161  +10.339     531      4     73  +0.2318  -1.0000  -1.0000  +1.0000
    737    117737   159  +10.407    1136     12     80  +0.2177  -1.0000  -1.0000  +1.0000
    738    117895   158  +11.203    1227     11     78  +0.2187  -1.0000  -1.0000  +1.0000
    739    118061   166  +11.030     883      7     80  +0.2254  -1.0000  -1.0000  +1.0000
    740    118216   155  +11.479    1122      7     80  +0.2250  -1.0000  -1.0000  +1.0000
    741    118376   160  +11.075    1709      6     79  +0.2448  -1.0000  -0.6653  +1.0000
    742    118537   161  +10.202    1864      9     77  +0.2435  -1.0000  -0.5841  +1.0000
    743    118691   154  +10.193    1226      8     92  +0.2218  -1.0000  -1.0000  +1.0000
    744    118853   162   +9.652    1281     14     78  +0.2154  -1.0000  -0.9551  +1.0000
    745    119018   165  +10.291    1569     13     92  +0.2128  -1.0000  -1.0000  +1.0000
    746    119183   165  +10.672    1881      9     93  +0.2337  -1.0000  -0.7449  +1.0000
    747    119342   159  +10.392     922      7     82  +0.2261  -1.0000  -1.0000  +1.0000
    748    119503   161   +9.830     912      6     70  +0.2298  -1.0000  -1.0000  +1.0000
    749    119663   160  +10.609    1266      6     82  +0.2278  -1.0000  -1.0000  +1.0000
    750    119820   157  +10.586    1412      8     78  +0.2451  -1.0000  -0.5744  +1.0000
    751    119982   162  +11.745    1894     10     89  +0.2317  -1.0000  -0.7622  +1.0000
    752    120143   161  +11.380    1560      8     68  +0.2260  -1.0000  -0.9857  +1.0000
    753    120295   152  +10.085    1108      6     82  +0.2275  -1.0000  -1.0000  +1.0000
    754    120452   157  +11.500    1806      6     80  +0.2270  -1.0000  -1.0000  +1.0000
    755    120607   155  +10.640    1465      8     79  +0.2238  -1.0000  -1.0000  +1.0000
    756    120766   159  +10.248    1644      8     76  +0.2274  -1.0000  -0.9383  +1.0000
    757    120922   156  +10.624    1361      7     85  +0.2295  -1.0000  -0.9078  +1.0000
    758    121084   162   +9.552    1019      6     77  +0.2271  -1.0000  -1.0000  +1.0000
    759    121245   161  +10.769    1587      6     74  +0.2424  -1.0000  -0.7170  +1.0000
    760    121404   159  +10.703     820      4     83  +0.2309  -1.0000  -1.0000  +1.0000
    761    121574   170  +10.548    1311      5     87  +0.2389  -1.0000  -0.7738  +1.0000
    762    121734   160  +10.793    1772      7     77  +0.2325  -1.0000  -0.8832  +1.0000
    763    121890   156  +11.724    1222      9     78  +0.2232  -1.0000  -1.0000  +1.0000
    764    122049   159  +11.849    1095      6     93  +0.2253  -1.0000  -1.0000  +1.0000
    765    122212   163   +5.324     712     13     83  -0.0863  -1.0000  -1.0000  +0.3969
    766    122369   157  +12.481    1885      6     91  +0.2404  -1.0000  -0.6977  +1.0000
    767    122525   156  +10.587    1285      8     78  +0.2251  -1.0000  -1.0000  +1.0000
    768    122684   159  +12.137    1228      7     88  +0.2292  -1.0000  -0.8918  +1.0000
    769    122846   162  +11.771    1676      8     96  +0.2303  -1.0000  -0.8369  +1.0000
    770    123001   155  +10.722     874      6     87  +0.2267  -1.0000  -1.0000  +1.0000
    771    123159   158  +10.388    1216      5     88  +0.2281  -1.0000  -1.0000  +1.0000
    772    123320   161  +10.785    1246      6     82  +0.2275  -1.0000  -1.0000  +1.0000
    773    123486   166   +9.886    1022      8     65  +0.2255  -1.0000  -1.0000  +1.0000
    774    123643   157   +9.232    1423      6     70  +0.2360  -1.0000  -0.8731  +1.0000
    775    123798   155  +10.596    1403      4     72  +0.2321  -1.0000  -1.0000  +1.0000
    776    123963   165  +14.094    2381      9     91  +0.2457  -1.0000  -0.4882  +1.0000
    777    124121   158  +13.030    1154      6    104  +0.2248  -1.0000  -1.0000  +1.0000
    778    124275   154  +10.497    1564      5     80  +0.2288  -1.0000  -1.0000  +1.0000
    779    124424   149  +10.605    1146      4     85  +0.2306  -1.0000  -1.0000  +1.0000
    780    124590   166  +10.176    1829      7     74  +0.2411  -1.0000  -0.7035  +1.0000
    781    124748   158  +10.531    1387      5     91  +0.2274  -1.0000  -1.0000  +1.0000
    782    124907   159   +8.624     961      6     65  +0.2300  -1.0000  -1.0000  +1.0000
    783    125061   154   +9.836    1410     12     66  +0.2208  -1.0000  -0.9766  +1.0000
    784    125223   162  +10.696    1574      5     78  +0.2383  -1.0000  -0.8413  +1.0000
    785    125382   159  +11.589     646      8     74  +0.2248  -1.0000  -1.0000  +1.0000
    786    125538   156  +11.390    1779      8     76  +0.2479  -1.0000  -0.5157  +1.0000
    787    125697   159  +10.584    1504      9     83  +0.2220  -1.0000  -1.0000  +1.0000
    788    125864   167  +11.443    1137      9     68  +0.2243  -1.0000  -1.0000  +1.0000
    789    126023   159   +9.902    1512      7     80  +0.2263  -1.0000  -0.9929  +1.0000
    790    126185   162  +11.039    1701      7     83  +0.2340  -1.0000  -0.8228  +1.0000
    791    126344   159  +12.958    1569      4     81  +0.2302  -1.0000  -1.0000  +1.0000
    792    126510   166   +9.370    1111      9     71  +0.2233  -1.0000  -1.0000  +1.0000
    793    126666   156  +10.188    1167      7     67  +0.2282  -1.0000  -1.0000  +1.0000
    794    126832   166   +9.927     732      7     79  +0.2254  -1.0000  -1.0000  +1.0000
    795    126986   154  +11.892    1062      5     81  +0.2291  -1.0000  -1.0000  +1.0000
    796    127143   157   +9.818    1634      9     76  +0.2234  -1.0000  -1.0000  +1.0000
    797    127309   166  +10.614    1490      6     68  +0.2354  -1.0000  -0.8901  +1.0000
    798    127471   162  +11.969    1184      6    101  +0.2234  -1.0000  -1.0000  +1.0000
    799    127635   164  +11.061    1296      6     86  +0.2271  -1.0000  -1.0000  +1.0000
    800    127793   158  +11.997    1278     11     95  +0.2163  -1.0000  -1.0000  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.759  yield=1354 kg/ha  N=8  W=81 mm  R_seas=+0.2254  R_ane=+0.9940

    801    127957   164  +10.399    1506      6     81  +0.2328  -1.0000  -0.9086  +1.0000
    802    128120   163  +10.521    1097      6     75  +0.2285  -1.0000  -1.0000  +1.0000
    803    128281   161  +11.374    1538      7     69  +0.2349  -1.0000  -0.8554  +1.0000
    804    128442   161  +10.221    1634      9     73  +0.2233  -1.0000  -1.0000  +1.0000
    805    128604   162  +13.697    1748      7     98  +0.2269  -1.0000  -0.9380  +1.0000
    806    128761   157   +9.794    1245      7     70  +0.2281  -1.0000  -0.9729  +1.0000
    807    128924   163  +12.179    1214      8     92  +0.2214  -1.0000  -1.0000  +1.0000
    808    129088   164  +10.284     969      9     77  +0.2221  -1.0000  -1.0000  +1.0000
    809    129244   156  +10.485    1336     11     96  +0.2203  -1.0000  -0.9072  +1.0000
    810    129402   158   +9.977    1475     10     73  +0.2212  -1.0000  -0.9910  +1.0000
    811    129555   153   +9.486    1152      4     72  +0.2328  -1.0000  -1.0000  +1.0000
    812    129713   158  +10.272     877      4     89  +0.2288  -1.0000  -1.0000  +1.0000
    813    129867   154  +12.215    1671      5     79  +0.2416  -1.0000  -0.7476  +1.0000
    814    130032   165  +12.045    1564     10     84  +0.2207  -1.0000  -1.0000  +1.0000
    815    130191   159  +11.541    1186      7     90  +0.2250  -1.0000  -1.0000  +1.0000
    816    130350   159  +10.706    1147      6     86  +0.2269  -1.0000  -1.0000  +1.0000
    817    130508   158  +10.390     930      7     75  +0.2271  -1.0000  -1.0000  +1.0000
    818    130671   163  +13.060    1563      5     83  +0.2324  -1.0000  -0.9270  +1.0000
    819    130835   164  +10.622    1221      6     76  +0.2282  -1.0000  -1.0000  +1.0000
    820    130999   164  +11.423    1745      6     94  +0.2462  -1.0000  -0.5683  +1.0000
    821    131158   159  +10.555    1269      6     86  +0.2267  -1.0000  -1.0000  +1.0000
    822    131319   161  +10.384    1279     12     87  +0.2169  -1.0000  -1.0000  +1.0000
    823    131476   157   +9.647    1057     10     70  +0.2219  -1.0000  -1.0000  +1.0000
    824    131633   157  +10.737    1390      4     86  +0.2306  -1.0000  -1.0000  +1.0000
    825    131794   161  +10.427    1144      6     68  +0.2294  -1.0000  -1.0000  +1.0000
    826    131950   156  +10.788    1049      7     86  +0.2244  -1.0000  -1.0000  +1.0000
    827    132112   162  +11.604    1018     11    108  +0.2149  -1.0000  -1.0000  +1.0000
    828    132269   157   +9.596     986      4     66  +0.2334  -1.0000  -1.0000  +1.0000
    829    132430   161   +9.737    1259     12     79  +0.2176  -1.0000  -1.0000  +1.0000
    830    132593   163  +11.131    1085      4     82  +0.2307  -1.0000  -1.0000  +1.0000
    831    132752   159  +10.983    1346      8     94  +0.2227  -1.0000  -0.9998  +1.0000
    832    132917   165   +9.885    1158      6     65  +0.2297  -1.0000  -1.0000  +1.0000
    833    133081   164  +11.172    1623      9     82  +0.2381  -1.0000  -0.6634  +1.0000
    834    133241   160  +10.198    1211      6     83  +0.2346  -1.0000  -0.8517  +1.0000
    835    133401   160  +10.965    1260      5     83  +0.2409  -1.0000  -0.7508  +1.0000
    836    133557   156  +11.395    1838      7     84  +0.2424  -1.0000  -0.6555  +1.0000
    837    133711   154  +11.211    1753      7     86  +0.2455  -1.0000  -0.5755  +1.0000
    838    133872   161  +10.021    1403      9     66  +0.2245  -1.0000  -1.0000  +1.0000
    839    134032   160  +10.510    1707     12     75  +0.2286  -1.0000  -0.7775  +1.0000
    840    134187   155  +11.269    1167      9    101  +0.2190  -1.0000  -1.0000  +1.0000
    841    134345   158  +10.858    1001      8     91  +0.2220  -1.0000  -1.0000  +1.0000
    842    134506   161   +9.932    1302      6     62  +0.2306  -1.0000  -1.0000  +1.0000
    843    134664   158   +9.344     986      8     77  +0.2240  -1.0000  -1.0000  +1.0000
    844    134823   159  +10.140    1134      5     82  +0.2288  -1.0000  -1.0000  +1.0000
    845    134986   163  +13.514    1610     12    127  +0.2138  -1.0000  -0.9102  +1.0000
    846    135137   151  +10.467     958     10     96  +0.2174  -1.0000  -1.0000  +1.0000
    847    135295   158  +10.355    1249      5     84  +0.2279  -1.0000  -1.0000  +1.0000
    848    135460   165  +11.785    1419      9     90  +0.2214  -1.0000  -1.0000  +1.0000
    849    135624   164   +9.911     968      9     83  +0.2224  -1.0000  -1.0000  +1.0000
    850    135788   164  +11.100    1191      8     92  +0.2222  -1.0000  -1.0000  +1.0000
    851    135944   156  +10.901    1595      4     81  +0.2342  -1.0000  -0.9257  +1.0000
    852    136101   157  +10.954    1127      8    110  +0.2189  -1.0000  -1.0000  +1.0000
    853    136265   164  +10.911    1394     10     76  +0.2268  -1.0000  -0.8826  +1.0000
    854    136429   164  +11.169    1324      8     74  +0.2291  -1.0000  -0.9282  +1.0000
    855    136592   163   +9.923    1260     14     87  +0.2134  -1.0000  -1.0000  +1.0000
    856    136752   160  +13.494    2283     11    115  +0.2381  -1.0000  -0.5083  +1.0000
    857    136914   162  +10.826    1274      8     99  +0.2211  -1.0000  -1.0000  +1.0000
    858    137081   167  +10.686    1086      6     95  +0.2250  -1.0000  -1.0000  +1.0000
    859    137241   160  +10.143    1788     14     82  +0.2269  -1.0000  -0.7355  +1.0000
    860    137405   164  +12.234    2067      6     93  +0.2444  -1.0000  -0.6118  +1.0000
    861    137566   161  +10.606    1107      7     87  +0.2246  -1.0000  -1.0000  +1.0000
    862    137724   158   +9.859    1701      8     66  +0.2370  -1.0000  -0.7649  +1.0000
    863    137883   159   +9.773    1269      7     72  +0.2298  -1.0000  -0.9584  +1.0000
    864    138043   160  +10.430    1140      8     86  +0.2233  -1.0000  -1.0000  +1.0000
    865    138199   156   +9.675    1235      8     79  +0.2248  -1.0000  -1.0000  +1.0000
    866    138360   161  +12.924    1411      6     87  +0.2258  -1.0000  -1.0000  +1.0000
    867    138522   162  +10.263    1242      9     87  +0.2214  -1.0000  -1.0000  +1.0000
    868    138673   151   +9.702    1307      8     87  +0.2237  -1.0000  -1.0000  +1.0000
    869    138840   167  +10.542    1315      8     75  +0.2324  -1.0000  -0.8557  +1.0000
    870    139000   160  +11.093    1221      7     88  +0.2240  -1.0000  -1.0000  +1.0000
    871    139158   158  +10.489    1582      5     76  +0.2315  -1.0000  -0.9529  +1.0000
    872    139315   157  +11.252    1542      8     74  +0.2252  -1.0000  -1.0000  +1.0000
    873    139478   163  +10.501    1287      6     83  +0.2275  -1.0000  -1.0000  +1.0000
    874    139638   160   +9.307    1216     11     77  +0.2193  -1.0000  -1.0000  +1.0000
    875    139797   159  +11.276    1216      5     86  +0.2278  -1.0000  -1.0000  +1.0000
    876    139956   159  +10.535     902      4     76  +0.2309  -1.0000  -1.0000  +1.0000
    877    140121   165   +9.702    1210      5     67  +0.2315  -1.0000  -1.0000  +1.0000
    878    140283   162  +11.481     988      6     92  +0.2247  -1.0000  -1.0000  +1.0000
    879    140444   161  +12.143     968      7     92  +0.2243  -1.0000  -1.0000  +1.0000
    880    140599   155  +11.100    1108      5     87  +0.2277  -1.0000  -1.0000  +1.0000
    881    140763   164  +11.402    1337      8     92  +0.2228  -1.0000  -1.0000  +1.0000
    882    140922   159  +11.559    1397     10     94  +0.2188  -1.0000  -1.0000  +1.0000
    883    141083   161   +9.118    1271      8     68  +0.2272  -1.0000  -0.9558  +1.0000
    884    141244   161   +9.950    1166      6     73  +0.2293  -1.0000  -0.9673  +1.0000
    885    141403   159  +10.859    1300      8     92  +0.2220  -1.0000  -1.0000  +1.0000
    886    141562   159   +9.515     979      8     61  +0.2276  -1.0000  -1.0000  +1.0000
    887    141724   162  +11.008    1235     11     88  +0.2174  -1.0000  -1.0000  +1.0000
