timestep,n_updates,ep_rew_mean,ep_len_mean,policy_loss,value_loss,entropy_loss,explained_variance,clip_fraction,approx_kl,fps
897024,2180,0.0,0.0,-0.0056198,0.106128,-3.093836,0.815081,0.077686,0.00785117,0
901120,2190,0.0,0.0,-0.00544766,0.138999,-3.101978,0.697133,0.074829,0.00652641,0
905216,2200,0.0,0.0,-0.00266333,0.102636,-3.10096,0.843855,0.070239,0.00714539,0
909312,2210,0.0,0.0,-0.00211597,0.129203,-3.105264,0.813425,0.054834,0.00649251,0
913408,2220,0.0,0.0,-0.0051691,0.118938,-3.12146,0.796406,0.077881,0.00853499,0
917504,2230,0.0,0.0,-0.00523253,0.099841,-3.121622,0.815685,0.073047,0.00685294,0
921600,2240,0.0,0.0,-0.00491628,0.078132,-3.133855,0.762131,0.082861,0.00812744,0
925696,2250,0.0,0.0,-0.00489682,0.101419,-3.143806,0.844774,0.078198,0.00719059,0
929792,2260,0.0,0.0,-0.00639963,0.111425,-3.125557,0.772788,0.077637,0.00876605,0
933888,2270,0.0,0.0,-0.00927128,0.112216,-3.109392,0.755974,0.102954,0.00797977,0
937984,2280,0.0,0.0,-0.00620679,0.098651,-3.107219,0.770421,0.085205,0.00696107,0
942080,2290,0.0,0.0,-0.00500137,0.082454,-3.110288,0.819486,0.08291,0.00737772,0
946176,2300,0.0,0.0,-0.00464747,0.129101,-3.11766,0.693492,0.070776,0.00709252,0
950272,2310,0.0,0.0,-0.0058464,0.092796,-3.11946,0.756196,0.086475,0.00750658,0
954368,2320,0.0,0.0,-0.00467785,0.091079,-3.107695,0.811291,0.085059,0.00787087,0
958464,2330,0.0,0.0,-0.00385192,0.08982,-3.112155,0.836489,0.071533,0.00871475,0
962560,2340,0.0,0.0,-0.00560195,0.126638,-3.12032,0.858711,0.087915,0.00940081,0
966656,2350,0.0,0.0,-0.00419883,0.107037,-3.139292,0.777405,0.072046,0.00641168,0
970752,2360,0.0,0.0,-0.00531751,0.11699,-3.170898,0.802445,0.075732,0.00753252,0
974848,2370,0.0,0.0,-0.00658292,0.107268,-3.168284,0.737835,0.071216,0.00623309,0
978944,2380,0.0,0.0,-0.00621788,0.117266,-3.171278,0.782046,0.08645,0.00778995,0
983040,2390,0.0,0.0,-0.00466382,0.091732,-3.172911,0.760694,0.072681,0.00847372,0
987136,2400,0.0,0.0,-0.00388092,0.107432,-3.166808,0.717746,0.07439,0.00673352,0
991232,2410,0.0,0.0,-0.00605696,0.106739,-3.17998,0.827251,0.090649,0.00896042,0
995328,2420,0.0,0.0,-0.00412109,0.085841,-3.191701,0.815339,0.074072,0.00781752,0
999424,2430,0.0,0.0,-0.00681634,0.072006,-3.180281,0.81482,0.074683,0.00750368,0
1003520,2440,0.0,0.0,-0.00330639,0.145853,-3.18874,0.777275,0.064893,0.00579277,0
