==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen.csv
  Metrics log  → /workspace/training_metrics_nitrogen.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
   5545    886242   162  +12.796    8568    116    150  +0.2992  +0.2489  +0.7074  +0.8553
   5546    886405   163  +13.537    8180     96    154  +0.3167  +0.1471  +0.6742  +1.0000
   5547    886562   157  +12.657    7716     98    181  +0.2644  +0.0251  +0.7698  +0.9652
   5548    886723   161  +13.263    6654     78    104  +0.2351  -0.2534  +0.9599  +1.0000
   5549    886883   160  +10.963    6478     86    189  +0.1188  -0.2998  +0.5462  +0.8905
   5550    887044   161  +12.537    7270     88    148  +0.2552  -0.0918  +0.7839  +1.0000
   5551    887203   159  +11.886    7639     96     83  +0.2893  +0.0051  +0.8662  +0.9870
   5552    887361   158  +12.920    7006     89    196  +0.2306  -0.1610  +1.0000  +0.9591
   5553    887520   159  +14.424    8152    101    186  +0.3149  +0.1396  +0.7843  +1.0000
   5554    887679   159  +13.206    7025     86    117  +0.2615  -0.1562  +1.0000  +1.0000
   5555    887841   162   +8.636    6604     93    126  +0.0763  -0.2668  +0.4100  +0.7814
   5556    887998   157  +11.513    6852     84    114  +0.2488  -0.2016  +1.0000  +1.0000
   5557    888159   161  +13.376    7282     86    175  +0.2772  -0.0886  +1.0000  +1.0000
   5558    888319   160  +11.533    7612    108    234  +0.1546  -0.0022  +0.5806  +0.7585
   5559    888475   156  +12.035    7118     84    104  +0.2739  -0.1317  +1.0000  +1.0000
   5560    888642   167  +13.738    7616     95    163  +0.2804  -0.0010  +0.8311  +1.0000
   5561    888800   158   +7.813    6053     87    125  +0.0344  -0.4114  +0.5897  +0.7333
   5562    888959   159  +10.676    7397     95    146  +0.2241  -0.0586  +0.6243  +0.9499
   5563    889118   159  +13.024    7711     96    134  +0.2877  +0.0238  +0.7921  +1.0000
   5564    889280   162  +13.839    7790     98    178  +0.2792  +0.0447  +0.7717  +0.9861
   5565    889438   158  +11.518    7614     97    118  +0.2517  -0.0017  +0.6273  +0.9686
   5566    889600   162   +5.453    5543     92    147  -0.1420  -0.5452  +0.2039  +0.5009
   5567    889762   162  +15.898    8457    102    221  +0.3438  +0.2197  +0.8344  +1.0000
   5568    889923   161  +11.870    7356     97    160  +0.2003  -0.0693  +0.6391  +0.9008
   5569    890082   159   +7.949    6357     94    160  +0.0356  -0.3315  +0.5709  +0.6989
   5570    890246   164  +12.338    8315    107    170  +0.2866  +0.1824  +0.5510  +0.9372
   5571    890405   159  +12.372    7530     89    110  +0.2921  -0.0237  +0.8858  +1.0000
   5572    890568   163  +12.098    6902     88    126  +0.2181  -0.1885  +0.9066  +0.9496
   5573    890724   156  +15.102    8235     98    226  +0.3321  +0.1614  +0.9023  +1.0000
   5574    890890   166  +13.296    8556    109    153  +0.3225  +0.2456  +0.5999  +0.9570
   5575    891053   163   +8.676    5803     77     84  +0.1166  -0.4770  +0.9030  +0.8882
   5576    891210   157  +11.894    7727     95    163  +0.2842  +0.0282  +0.7732  +1.0000
   5577    891372   162  +11.515    6815     84    108  +0.2410  -0.2112  +0.9552  +1.0000
   5578    891530   158  +14.226    8171    100    133  +0.3228  +0.1445  +0.7823  +1.0000
   5579    891689   159  +13.801    7947     96    166  +0.3119  +0.0859  +0.8614  +1.0000
   5580    891853   164  +11.191    5735     72     96  +0.1640  -0.4948  +1.0000  +0.9978
   5581    892015   162  +12.096    7587     99    153  +0.2350  -0.0087  +0.7370  +0.9177
   5582    892174   159   +9.752    7153     96    137  +0.1681  -0.1226  +0.6197  +0.8579
   5583    892330   156  +11.406    7048    100    184  +0.1267  -0.1501  +0.7623  +0.7572
   5584    892489   159  +15.344    7848     97    210  +0.3080  +0.0600  +0.9828  +1.0000
   5585    892652   163  +11.100    7307     93     99  +0.2412  -0.0822  +0.7257  +0.9691
   5586    892811   159  +12.625    8345    113    206  +0.2785  +0.1902  +0.7916  +0.8502
   5587    892971   160  +14.491    8809    111    184  +0.3765  +0.3121  +0.8299  +0.9896
   5588    893124   153   +9.806    5838     81    181  +0.0652  -0.4676  +0.8552  +0.7964
   5589    893283   159   +9.034    6851    104    228  +0.0442  -0.2019  +0.5726  +0.6427
   5590    893445   162  +12.269    7514     95    167  +0.2469  -0.0278  +0.6591  +0.9814
   5591    893598   153   +5.116    5806     92    118  -0.0707  -0.4760  +0.3396  +0.5842
   5592    893756   158  +14.293    7830     91    167  +0.3087  +0.0551  +0.8659  +1.0000
   5593    893915   159  +11.982    7400     98    147  +0.2041  -0.0578  +0.6932  +0.8858
   5594    894071   156  +11.411    6077     72     97  +0.1964  -0.4049  +1.0000  +1.0000
   5595    894225   154  +10.764    7019    100    210  +0.1090  -0.1578  +0.6246  +0.7613
   5596    894385   160  +11.497    8571    113     93  +0.3110  +0.2497  +0.6311  +0.8904
   5597    894541   156  +14.139    8260    102    160  +0.3174  +0.1679  +0.6777  +1.0000
   5598    894701   160  +13.046    7374     89    133  +0.2747  -0.0646  +0.8844  +1.0000
   5599    894864   163  +11.630    7881    104     94  +0.2504  +0.0686  +0.6476  +0.8938
   5600    895023   159  +11.765    7932    107    194  +0.2224  +0.0819  +0.6030  +0.8476

  ── rolling mean (last 100 ep) ──  cum_R=+11.869  yield=7491 kg/ha  N=98  W=155 mm  R_seas=+0.2231  R_ane=+0.8975

   5601    895185   162   +9.675    5896     79     89  +0.1068  -0.4524  +0.8337  +0.8659
   5602    895342   157  +12.410    7717     97    158  +0.2785  +0.0255  +0.8212  +0.9798
   5603    895503   161  +10.294    6561     86     86  +0.1611  -0.2780  +0.7567  +0.8975
   5604    895659   156  +10.242    7623    101    103  +0.2118  +0.0007  +0.5095  +0.8940
   5605    895823   164  +13.698    8140     99    118  +0.3212  +0.1364  +0.7678  +1.0000
   5606    895973   150  +12.417    7860     95    151  +0.2986  +0.0631  +0.7754  +1.0000
   5607    896133   160  +14.264    7521     88    158  +0.2992  -0.0260  +1.0000  +1.0000
   5608    896294   161  +13.084    8006    100    130  +0.3070  +0.1012  +0.7792  +0.9980
   5609    896456   162  +14.394    8513    110    182  +0.3223  +0.2343  +0.7464  +0.9358
   5610    896613   157  +14.422    7897     96    206  +0.3032  +0.0728  +0.8733  +1.0000
   5611    896775   162  +14.153    8141    102    119  +0.3304  +0.1368  +0.8998  +0.9912
   5612    896936   161  +12.601    7768    107    170  +0.1954  +0.0388  +0.5799  +0.8122
   5613    897089   153  +11.942    6806     82    118  +0.2456  -0.2136  +1.0000  +1.0000
   5614    897244   155  +13.551    8665    112    127  +0.3330  +0.2743  +0.6803  +0.9264
   5615    897402   158  +15.748    8121     89    203  +0.3473  +0.1316  +1.0000  +1.0000
   5616    897569   167   +9.665    7425     99    139  +0.1761  -0.0511  +0.4495  +0.8705
   5617    897730   161  +11.133    7987    105    130  +0.2509  +0.0963  +0.5629  +0.9044
   5618    897894   164  +12.424    7710     88    154  +0.2934  +0.0235  +0.7692  +1.0000
   5619    898054   160  +13.831    8488    107    162  +0.3426  +0.2277  +0.7664  +0.9878
   5620    898217   163  +12.323    8080    103    142  +0.2906  +0.1208  +0.6751  +0.9652
   5621    898377   160  +10.671    6889     86    103  +0.2333  -0.1919  +0.8421  +0.9982
   5622    898537   160  +13.125    8144    100    134  +0.3057  +0.1377  +0.6318  +1.0000
   5623    898701   164   +8.801    6305     84     76  +0.1280  -0.3453  +0.7387  +0.8642
   5624    898863   162  +14.629    8534    105    183  +0.3369  +0.2399  +0.6488  +1.0000
   5625    899017   154  +13.267    8505    108    203  +0.3229  +0.2323  +0.6795  +0.9658
   5626    899175   158   +7.612    7929    124    173  +0.0983  +0.0811  +0.2331  +0.5926
   5627    899334   159   +9.291    7142    110    209  +0.0553  -0.1256  +0.4510  +0.6265
   5628    899491   157   +9.432    6698     91    129  +0.1235  -0.2420  +0.5375  +0.8480
   5629    899652   161  +14.497    8503    105    189  +0.3377  +0.2318  +0.6928  +1.0000
   5630    899807   155  +12.716    8133    106    197  +0.2563  +0.1347  +0.5072  +0.9201
   5631    899965   158  +15.187    8704    115    257  +0.3213  +0.2846  +0.8112  +0.8896
   5632    900126   161   +8.937    6276     89    161  +0.0548  -0.3527  +0.5575  +0.7615
   5633    900286   160  +11.715    7031     92    113  +0.1885  -0.1547  +0.6857  +0.9052
   5634    900441   155  +12.174    7380     92    188  +0.2574  -0.0630  +0.8377  +0.9939
   5635    900598   157  +14.031    8035     95    169  +0.3272  +0.1088  +0.9230  +1.0000
   5636    900763   165  +13.261    8668    109    141  +0.3525  +0.2752  +0.6518  +0.9941
   5637    900922   159  +12.266    8170    106    125  +0.2839  +0.1442  +0.6063  +0.9366
   5638    901084   162  +11.723    7751    101    104  +0.2653  +0.0343  +0.8360  +0.9205
   5639    901244   160  +12.917    8275    102    129  +0.3218  +0.1720  +0.6700  +1.0000
   5640    901401   157  +13.123    9197    124    136  +0.3483  +0.4138  +0.6229  +0.8499
   5641    901566   165  +11.891    8429    117    142  +0.2648  +0.2124  +0.6487  +0.8077
   5642    901725   159  +12.100    7104     91    133  +0.2259  -0.1355  +0.8398  +0.9508
   5643    901881   156  +11.640    7927    105    144  +0.2499  +0.0805  +0.7044  +0.8817
   5644    902037   156  +12.917    8322    108    172  +0.3070  +0.1842  +0.7660  +0.9331
   5645    902193   156  +13.004    7851     99    181  +0.2721  +0.0606  +0.7086  +0.9742
   5646    902358   165  +15.063    8134     98    178  +0.3249  +0.1348  +0.8659  +1.0000
   5647    902522   164  +11.539    8152    109    104  +0.2638  +0.1396  +0.6404  +0.8666
   5648    902678   156  +11.090    7492     98     98  +0.2258  -0.0335  +0.6945  +0.9067
   5649    902836   158  +11.610    7525    100    178  +0.2164  -0.0249  +0.7400  +0.8908
   5650    903001   165  +10.764    7181     91    139  +0.2228  -0.1152  +0.7046  +0.9640
   5651    903160   159  +10.298    7802    106    112  +0.2302  +0.0478  +0.7062  +0.8466
   5652    903316   156  +14.850    8267     99    220  +0.3176  +0.1699  +0.7318  +1.0000
   5653    903474   158   +9.893    7597    102    116  +0.2074  -0.0061  +0.6107  +0.8642
   5654    903629   155  +11.339    8124    105    128  +0.2844  +0.1322  +0.6504  +0.9383
   5655    903793   164  +13.448    7810     99    118  +0.2933  +0.0498  +0.8910  +0.9704
   5656    903955   162   +9.709    7995    113     99  +0.2058  +0.0984  +0.5642  +0.7623
   5657    904115   160  +11.161    7556    104    177  +0.1673  -0.0168  +0.4560  +0.8253
   5658    904271   156  +10.664    6648     91    198  +0.1029  -0.2551  +0.5365  +0.8275
   5659    904428   157   +8.674    6880    104    154  +0.0256  -0.1942  +0.2295  +0.6548
   5660    904589   161   +4.672    5770     89     79  -0.0450  -0.4857  +0.3964  +0.6257
   5661    904750   161  +14.191    8435    104    173  +0.3406  +0.2140  +0.7648  +1.0000
   5662    904907   157  +11.776    6919     90    156  +0.1665  -0.1840  +0.5384  +0.9197
   5663    905067   160  +12.622    7963    104    151  +0.2757  +0.0901  +0.7962  +0.9218
   5664    905224   157  +14.058    8367    101    189  +0.3333  +0.1960  +0.7740  +1.0000
   5665    905380   156  +10.550    6193     77    106  +0.1936  -0.3744  +0.9598  +0.9992
   5666    905542   162  +10.409    6038     76     56  +0.1885  -0.4151  +1.0000  +0.9904
   5667    905705   163  +13.466    7573     97    196  +0.2502  -0.0123  +0.7949  +0.9548
   5668    905863   158  +14.086    7830    100    220  +0.2788  +0.0551  +0.8978  +0.9599
   5669    906020   157  +12.006    7306     86    133  +0.2697  -0.0823  +0.8459  +1.0000
   5670    906178   158  +14.802    8773    109    174  +0.3656  +0.3025  +0.7051  +1.0000
   5671    906345   167  +15.602    8416    108    158  +0.3387  +0.2090  +0.8951  +0.9572
   5672    906505   160  +12.465    7434     96    146  +0.2351  -0.0489  +0.7886  +0.9304
   5673    906667   162  +12.931    8459    111    115  +0.3241  +0.2203  +0.8336  +0.9070
   5674    906828   161   +9.977    6771     86    111  +0.1967  -0.2229  +0.7421  +0.9570
   5675    906980   152  +12.829    7599     95    171  +0.2726  -0.0055  +0.8119  +0.9924
   5676    907141   161  +10.371    7315    105    188  +0.1155  -0.0800  +0.4536  +0.7449
   5677    907303   162  +12.721    8424    105    124  +0.3476  +0.2109  +0.7868  +1.0000
   5678    907467   164  +16.396    9000    113    249  +0.3859  +0.3622  +0.8378  +0.9863
   5679    907628   161  +12.400    7520     94    172  +0.2509  -0.0262  +0.6161  +1.0000
   5680    907783   155  +11.324    7814    104    130  +0.2488  +0.0509  +0.7672  +0.8856
   5681    907945   162  +11.871    7202     89    124  +0.2512  -0.1096  +0.7907  +1.0000
   5682    908111   166   +8.937    6984     97     97  +0.1386  -0.1668  +0.6240  +0.8048
   5683    908270   159   +6.949    6635     95    115  +0.0548  -0.2586  +0.3157  +0.7447
   5684    908431   161  +10.049    7446    101    144  +0.1755  -0.0455  +0.5141  +0.8493
   5685    908594   163  +10.416    8070    116    141  +0.1929  +0.1180  +0.5159  +0.7341
   5686    908745   151  +10.878    7652    103    191  +0.1925  +0.0085  +0.5374  +0.8535
   5687    908906   161  +13.212    9041    125    155  +0.3151  +0.3729  +0.6079  +0.8071
   5688    909064   158  +13.551    7670     88    125  +0.3095  +0.0131  +0.9295  +1.0000
   5689    909226   162  +12.088    7222     96    124  +0.2029  -0.1045  +0.8269  +0.8756
   5690    909389   163  +11.364    6787     93    174  +0.1191  -0.2186  +0.6179  +0.8159
   5691    909546   157  +14.333    8592    107    168  +0.3606  +0.2552  +0.8149  +1.0000
   5692    909709   163   +9.709    7244    100    121  +0.1547  -0.0986  +0.5749  +0.8167
   5693    909865   156  +12.317    8317    107    131  +0.3067  +0.1829  +0.6700  +0.9470
   5694    910021   156  +14.267    8754    109    196  +0.3791  +0.2978  +0.8833  +1.0000
   5695    910184   163  +11.448    7831    105    144  +0.2399  +0.0554  +0.7338  +0.8697
   5696    910344   160  +12.955    8835    113    136  +0.3563  +0.3188  +0.6794  +0.9514
   5697    910506   162  +10.915    7275     96    152  +0.1816  -0.0906  +0.4981  +0.9019
   5698    910666   160  +13.426    7686     92    130  +0.2989  +0.0174  +0.8681  +1.0000
   5699    910828   162  +11.096    7543     98    134  +0.2389  -0.0203  +0.7355  +0.9296
   5700    910978   150  +12.387    8198    102    142  +0.3292  +0.1516  +0.8312  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+12.051  yield=7729 kg/ha  N=100  W=148 mm  R_seas=+0.2487  R_ane=+0.9159

   5701    911134   156  +11.211    7917    109     98  +0.2317  +0.0780  +0.6814  +0.8229
   5702    911291   157   +9.344    7528    107     98  +0.1444  -0.0240  +0.4091  +0.7533
   5703    911447   156  +11.627    8101    109    172  +0.2470  +0.1262  +0.6142  +0.8630
   5704    911606   159  +11.215    7672    108    184  +0.1755  +0.0137  +0.5870  +0.7831
   5705    911765   159  +11.151    8369    124    224  +0.1706  +0.1965  +0.2957  +0.6832
   5706    911925   160  +12.147    8020    104    128  +0.2772  +0.1050  +0.7405  +0.9191
   5707    912085   160  +14.679    8500    104    196  +0.3440  +0.2311  +0.7659  +1.0000
   5708    912247   162  +12.842    8078    101    120  +0.3040  +0.1201  +0.6685  +0.9985
   5709    912403   156  +14.518    9110    117    181  +0.3824  +0.3910  +0.7745  +0.9423
   5710    912566   163  +12.017    8605    124    180  +0.2397  +0.2585  +0.5316  +0.7363
   5711    912722   156  +10.234    7198     93    141  +0.2070  -0.1108  +0.6710  +0.9314
   5712    912883   161  +11.364    8324    108    130  +0.2918  +0.1847  +0.6099  +0.9196
   5713    913041   158   +9.556    7271    102    165  +0.1413  -0.0915  +0.6058  +0.7787
   5714    913194   153  +12.328    7207     94    153  +0.2336  -0.1085  +1.0000  +0.9184
   5715    913350   156  +10.069    6241     81    109  +0.1526  -0.3620  +0.8373  +0.9209
   5716    913503   153  +13.000    7520     91    180  +0.2744  -0.0262  +0.8207  +1.0000
   5717    913660   157  +11.018    8133    116    195  +0.2052  +0.1346  +0.5990  +0.7475
   5718    913818   158  +12.544    9196    130    132  +0.3280  +0.4136  +0.6774  +0.7752
   5719    913975   157  +13.954    9048    122    202  +0.3250  +0.3749  +0.6186  +0.8464
   5720    914135   160  +12.542    7909    101    149  +0.2957  +0.0757  +0.9112  +0.9598
   5721    914294   159  +10.838    6880     90    116  +0.1845  -0.1941  +0.7546  +0.9061
   5722    914455   161  +11.206    6719     96    144  +0.1060  -0.2366  +0.7436  +0.7584
   5723    914617   162  +11.568    7676    103    166  +0.2203  +0.0148  +0.7137  +0.8677
   5724    914782   165  +14.965    8171    100    222  +0.3135  +0.1447  +0.7868  +1.0000
   5725    914939   157  +11.144    7300    105    248  +0.1175  -0.0841  +0.6060  +0.7317
   5726    915096   157   +9.229    7122     97     97  +0.1586  -0.1306  +0.6038  +0.8330
   5727    915254   158  +14.702    8381    101    182  +0.3501  +0.1998  +0.9196  +1.0000
   5728    915413   159  +12.517    8242    103    145  +0.3137  +0.1634  +0.6648  +0.9927
   5729    915570   157  +11.550    7031     90     95  +0.2357  -0.1546  +0.9441  +0.9511
   5730    915723   153  +12.689    7969    102    199  +0.2793  +0.0916  +0.7433  +0.9622
   5731    915883   160  +13.822    8462    108    182  +0.3292  +0.2210  +0.7544  +0.9664
   5732    916040   157  +12.025    8286    109    131  +0.2889  +0.1747  +0.6996  +0.8959
   5733    916201   161  +12.469    8936    122    135  +0.3255  +0.3453  +0.6839  +0.8356
   5734    916362   161  +10.113    7721    108    102  +0.2027  +0.0264  +0.6761  +0.7945
   5735    916525   163   +9.388    6474     84     98  +0.1668  -0.3007  +0.7884  +0.9224
   5736    916683   158  +11.911    8478    122    206  +0.2138  +0.2252  +0.4000  +0.7422
   5737    916842   159   +9.942    7315     96    111  +0.2165  -0.0802  +0.7486  +0.9066
   5738    917001   159  +10.009    7615    107    111  +0.1788  -0.0014  +0.5969  +0.7797
   5739    917159   158  +14.682    8221    102    189  +0.3289  +0.1578  +0.8631  +1.0000
   5740    917318   159  +14.015    8796    115    230  +0.3197  +0.3085  +0.6092  +0.9097
   5741    917475   157  +14.600    9506    126    182  +0.3995  +0.4950  +0.8060  +0.8787
   5742    917635   160   +7.724    5681     84     96  +0.0101  -0.5090  +0.7407  +0.6945
   5743    917793   158  +14.472    9043    124    182  +0.3359  +0.3736  +0.7806  +0.8254
   5744    917950   157  +10.759    7816    108    135  +0.2040  +0.0513  +0.6032  +0.8053
   5745    918107   157   +9.207    7009    100    154  +0.0727  -0.1604  +0.2640  +0.7454
   5746    918265   158  +11.295    6720     83    143  +0.2177  -0.2361  +0.8328  +1.0000
   5747    918425   160  +12.864    9070    142    244  +0.1997  +0.3806  +0.2660  +0.5974
   5748    918577   152  +10.479    6818     95    193  +0.1072  -0.2105  +0.6077  +0.7902
   5749    918739   162  +11.350    8631    128    154  +0.2204  +0.2654  +0.4575  +0.6864
   5750    918901   162   +8.810    8021    112    115  +0.1959  +0.1053  +0.3899  +0.7824
   5751    919059   158  +10.132    7254    101    161  +0.1532  -0.0961  +0.6679  +0.7982
   5752    919225   166   +9.144    6903     98    141  +0.0808  -0.1882  +0.3761  +0.7538
   5753    919382   157  +11.653    6492     86    111  +0.1651  -0.2960  +0.8933  +0.8936
   5754    919539   157   +9.292    6715    101    165  +0.0396  -0.2375  +0.5255  +0.6571
   5755    919702   163  +12.877    7852    100    109  +0.2977  +0.0608  +0.9005  +0.9686
   5756    919859   157  +13.694    7932    100    205  +0.2950  +0.0818  +0.8506  +0.9873
   5757    920020   161  +11.465    8623    121     92  +0.2786  +0.2632  +0.6239  +0.7861
   5758    920177   157  +12.173    7660    102    130  +0.2389  +0.0106  +0.8073  +0.8857
   5759    920339   162  +13.373    8376    117    214  +0.2498  +0.1984  +0.7198  +0.7831
   5760    920501   162   +9.216    7728    110     76  +0.1863  +0.0285  +0.5800  +0.7642
   5761    920662   161  +14.301    7750     96    189  +0.2895  +0.0343  +0.8414  +1.0000
   5762    920823   161  +10.205    7568    111    133  +0.1412  -0.0137  +0.5703  +0.7000
   5763    920981   158  +13.860    9376    125    149  +0.3789  +0.4608  +0.6817  +0.8781
   5764    921137   156  +12.676    7981    102    133  +0.2942  +0.0948  +0.7917  +0.9654
   5765    921294   157  +10.766    7609    101    120  +0.2455  -0.0029  +0.9353  +0.8782
   5766    921452   158  +16.598    9488    118    199  +0.4373  +0.4904  +0.7950  +1.0000
   5767    921604   152  +12.834    7708    101    203  +0.2424  +0.0231  +0.7937  +0.9122
   5768    921769   165  +12.715    8309    104    163  +0.3146  +0.1809  +0.6218  +0.9962
   5769    921935   166  +11.371    7651    102    153  +0.2235  +0.0081  +0.7128  +0.8791
   5770    922096   161  +13.953    8948    122    165  +0.3296  +0.3486  +0.7468  +0.8362
   5771    922256   160  +10.366    7838    120    168  +0.1135  +0.0573  +0.2968  +0.6398
   5772    922422   166  +14.178    8765    109    173  +0.3612  +0.3006  +0.6681  +1.0000
   5773    922587   165  +10.615    6831     88     81  +0.2188  -0.2070  +0.9504  +0.9404
   5774    922742   155  +12.252    7778    101    171  +0.2458  +0.0414  +0.6779  +0.9261
   5775    922899   157  +13.921    8821    113    158  +0.3471  +0.3151  +0.6530  +0.9443
   5776    923055   156  +11.164    6716     83    147  +0.2151  -0.2374  +0.8244  +1.0000
   5777    923215   160  +13.031    8122    104    152  +0.3040  +0.1317  +0.8454  +0.9475
   5778    923381   166  +11.898    7953    103    123  +0.2643  +0.0874  +0.6288  +0.9301
   5779    923538   157  +13.084    6992     84    155  +0.2565  -0.1648  +1.0000  +1.0000
   5780    923697   159  +13.241    7533     93     99  +0.2837  -0.0229  +0.8439  +1.0000
   5781    923857   160  +10.573    7561    102    107  +0.2104  -0.0154  +0.7322  +0.8439
   5782    924018   161  +16.308    9310    122    208  +0.3909  +0.4437  +0.8495  +0.9020
   5783    924175   157  +14.868    8848    113    186  +0.3659  +0.3223  +0.7884  +0.9615
   5784    924334   159  +17.251    8730    102    197  +0.3817  +0.2914  +0.9336  +1.0000
   5785    924489   155  +10.862    8138    120    172  +0.1792  +0.1359  +0.4896  +0.6954
   5786    924648   159  +14.645    8094    104    156  +0.2996  +0.1244  +0.8553  +0.9408
   5787    924809   161  +10.746    7105     92    133  +0.1882  -0.1352  +0.5097  +0.9392
   5788    924971   162  +14.095    8525    109    176  +0.3349  +0.2375  +0.7596  +0.9624
   5789    925133   162  +13.683    8690    117    130  +0.3053  +0.2807  +0.6051  +0.8632
   5790    925298   165  +16.014    9202    120    218  +0.3829  +0.4151  +0.8111  +0.9220
   5791    925459   161  +10.703    7061     96    147  +0.1749  -0.1467  +0.8128  +0.8469
   5792    925620   161  +13.424    8810    117    165  +0.3234  +0.3125  +0.6515  +0.8820
   5793    925781   161  +11.306    7214     94    130  +0.2281  -0.1065  +0.8690  +0.9284
   5794    925945   164  +10.981    6956     95    120  +0.1766  -0.1744  +0.9282  +0.8342
   5795    926110   165  +14.252    8003    106    212  +0.2489  +0.1006  +0.6935  +0.8850
   5796    926265   155   +8.821    7058     99     89  +0.1573  -0.1474  +0.8279  +0.7861
   5797    926423   158  +12.806    8474    115    182  +0.2809  +0.2240  +0.7050  +0.8397
   5798    926581   158  +13.031    7520     94    126  +0.2935  -0.0264  +1.0000  +0.9985
   5799    926745   164  +11.544    6535     77    122  +0.2254  -0.2848  +0.9797  +1.0000
   5800    926900   155  +12.060    8250    123    227  +0.1944  +0.1653  +0.6568  +0.6801

  ── rolling mean (last 100 ep) ──  cum_R=+12.117  yield=7894 kg/ha  N=105  W=155 mm  R_seas=+0.2462  R_ane=+0.8722

   5801    927056   156  +11.619    7177     94    179  +0.2045  -0.1162  +0.7634  +0.9180
   5802    927220   164  +16.122    9304    119    205  +0.3991  +0.4421  +0.7714  +0.9484
   5803    927373   153   +9.046    7567    121    240  +0.0564  -0.0139  +0.3174  +0.5668
   5804    927531   158  +13.408    8924    125    152  +0.3028  +0.3423  +0.6550  +0.7879
   5805    927688   157  +15.678    9048    119    199  +0.3480  +0.3747  +0.6754  +0.8949
   5806    927846   158  +11.192    7972    112    163  +0.2233  +0.0923  +0.7502  +0.7874
   5807    928005   159  +15.248    9202    124    212  +0.3571  +0.4152  +0.8030  +0.8483
   5808    928168   163  +11.937    7175     93    197  +0.1880  -0.1167  +0.5967  +0.9240
   5809    928326   158  +12.051    8163    106     94  +0.2979  +0.1426  +0.7624  +0.9232
   5810    928488   162  +13.186    8990    122    148  +0.3235  +0.3597  +0.6280  +0.8357
   5811    928649   161  +15.875   10153    137    190  +0.4282  +0.6648  +0.6042  +0.8513
   5812    928813   164  +12.933    8427    116    156  +0.2588  +0.2119  +0.5905  +0.8124
   5813    928972   159  +11.494    7907    106    115  +0.2586  +0.0753  +0.8138  +0.8705
   5814    929130   158   +4.929    6414    109    100  -0.0732  -0.3166  +0.2436  +0.4719
   5815    929288   158   +8.449    7231    120    259  +0.0099  -0.1021  +0.4035  +0.5039
   5816    929444   156  +10.536    8169    120    176  +0.1818  +0.1440  +0.4961  +0.6941
   5817    929609   165  +13.297    8696    122    164  +0.2756  +0.2823  +0.6241  +0.7832
   5818    929770   161  +12.474    7980    106    129  +0.2614  +0.0944  +0.7696  +0.8768
   5819    929935   165  +14.352    8877    130    202  +0.2394  +0.3299  +0.4178  +0.7037
   5820    930097   162  +10.521    8254    118    136  +0.2176  +0.1663  +0.5445  +0.7464
   5821    930260   163  +10.185    7218     94    141  +0.2012  -0.1055  +0.6634  +0.9161
   5822    930422   162  +12.401    7503     95    192  +0.2563  -0.0307  +0.7972  +0.9802
   5823    930585   163  +10.827    8879    133    178  +0.2276  +0.3304  +0.3870  +0.6702
   5824    930747   162   +9.230    6842     89     71  +0.2011  -0.2041  +0.8234  +0.9234
   5825    930908   161  +11.495    7818    105    106  +0.2395  +0.0519  +0.7182  +0.8634
   5826    931063   155  +12.671    6756     83    139  +0.2328  -0.2269  +0.9534  +1.0000
   5827    931221   158  +14.864   10293    145    196  +0.4161  +0.7016  +0.6265  +0.7753
   5828    931383   162  +11.483    7968    106    118  +0.2567  +0.0913  +0.7096  +0.8798
   5829    931537   154  +13.279    7280     93    173  +0.2407  -0.0893  +0.9003  +0.9521
   5830    931698   161  +15.073    8665    114    152  +0.3362  +0.2743  +0.8317  +0.9006
   5831    931849   151  +11.031    7273     96    198  +0.1986  -0.0911  +0.7824  +0.8883
   5832    932017   168  +11.721    8747    119    101  +0.3044  +0.2959  +0.6091  +0.8346
   5833    932172   155  +14.634    9484    136    242  +0.3182  +0.4894  +0.5579  +0.7433
   5834    932332   160  +11.807    7929    107    162  +0.2196  +0.0812  +0.5330  +0.8495
   5835    932487   155  +14.001    9569    128    144  +0.3909  +0.5115  +0.6238  +0.8765
   5836    932646   159  +15.424    9063    117    188  +0.3835  +0.3788  +0.8369  +0.9422
   5837    932806   160  +10.925    7750    107    115  +0.2074  +0.0341  +0.6296  +0.8182
   5838    932962   156   +8.172    7180    118    185  +0.0183  -0.1154  +0.3661  +0.5266
   5839    933125   163  +13.865    8790    117    166  +0.3408  +0.3071  +0.8354  +0.8847
