episode,timestep,ep_length,cum_reward,w_yield,w_water,w_fert,R_yield,R_water,R_fert,yield_kg_ha,total_N_kg_ha,total_W_mm
1877,319488,164,72.54656,0.9344,0.0247,0.0409,11.7345,-1.961523,-10.247039,12257.2,430.9,372.3
1878,319488,156,-4.157574,0.0482,0.0065,0.9453,8.998761,-4.194744,-7.146391,9282.8,304.7,809.4
1879,321536,159,53.38357,0.7622,0.1643,0.0735,9.041239,-2.56419,-9.604969,9644.4,401.8,486.5
1880,321536,160,46.890908,0.6398,0.0457,0.3145,11.591127,-3.552926,-9.915622,11612.9,414.9,684.7
1881,321536,160,33.772783,0.5475,0.1273,0.3252,9.396149,-3.952391,-11.050725,10798.5,457.9,759.0
1882,321536,160,43.105646,0.5956,0.1583,0.2461,11.61845,-3.737634,-10.726586,11765.1,445.3,722.3
1883,321536,159,19.104329,0.3422,0.42,0.2378,11.813812,-3.910718,-11.219726,12236.3,460.2,750.4
1884,321536,158,-2.767853,0.1105,0.6205,0.269,11.724554,-3.682764,-10.796976,12024.6,440.0,705.3
1885,321536,160,14.579638,0.3129,0.5598,0.1273,9.332518,-3.890583,-11.260926,10630.8,462.9,747.7
1886,321536,155,27.366926,0.4671,0.3868,0.1462,9.41974,-3.560644,-10.950672,10996.0,448.2,682.9
1887,321536,160,-10.245157,0.0417,0.6133,0.345,9.263792,-3.455364,-10.420881,10532.4,430.0,666.5
1888,321536,159,52.057037,0.7886,0.152,0.0594,8.945076,-2.564491,-9.299558,9241.1,390.7,481.7
1889,321536,163,66.538253,0.8966,0.0441,0.0594,11.47342,-2.111201,-10.298734,11199.2,427.7,397.2
1890,321536,155,55.240138,0.806,0.156,0.0381,9.117702,-2.201206,-9.492443,9829.0,398.7,413.6
1891,323584,160,30.201209,0.4997,0.2535,0.2468,9.238622,-4.018982,-10.676507,10366.9,441.9,777.7
1892,323584,162,-5.932003,0.0816,0.4589,0.4595,11.66547,-3.962572,-10.154381,11669.5,420.9,760.3
1893,323584,163,33.206171,0.4893,0.4977,0.0129,11.537024,-3.457614,-11.392529,11456.2,471.4,665.6
1894,323584,161,-1.047061,0.1418,0.7933,0.0649,9.329509,-3.607985,-11.533872,10632.6,472.8,689.3
1895,323584,157,11.95091,0.2933,0.6513,0.0554,9.142045,-3.574599,-11.529172,9950.1,473.9,685.7
1896,323584,162,26.941477,0.4523,0.0577,0.4899,11.467002,-4.600756,-10.147516,11143.1,421.5,894.1
1897,323584,167,25.619267,0.4339,0.4745,0.0915,9.320364,-3.857145,-12.037069,10609.3,496.9,743.0
1898,323584,164,48.374157,0.6833,0.2284,0.0883,9.359705,-3.183681,-10.347486,10709.0,430.6,608.9
1899,323584,156,-7.082139,0.0488,0.8999,0.0513,9.366126,-3.269078,-10.076942,10713.7,422.7,622.1
1900,323584,163,30.602537,0.4677,0.4697,0.0626,11.6648,-3.46528,-12.190049,11899.4,496.5,666.5
1901,323584,159,-6.717583,0.0741,0.7112,0.2147,9.392197,-3.45462,-10.561002,10905.5,434.3,660.3
1902,323584,160,-1.860784,0.1252,0.7889,0.0859,9.171159,-3.556057,-11.508978,10070.7,473.4,681.8
1903,325632,162,27.370803,0.4686,0.3197,0.2116,9.211875,-4.016132,-11.27199,10275.8,465.1,774.8
1904,325632,163,29.073534,0.4517,0.5186,0.0297,11.454779,-3.493362,-11.892479,11225.7,488.8,675.3
1905,325632,157,22.129279,0.388,0.4691,0.1429,11.502415,-3.639824,-10.904483,11374.4,452.9,700.7
1906,325632,159,-6.839352,0.0256,0.2017,0.7726,9.014332,-4.150383,-8.220178,9423.8,345.1,803.6
1907,325632,165,-6.380026,0.0266,0.2725,0.7009,11.531646,-4.094922,-8.191779,11234.5,349.1,787.4
1908,325632,162,14.521923,0.2884,0.0621,0.6495,9.297154,-4.607301,-8.68616,10508.1,364.3,893.5
1909,325632,154,4.297204,0.2225,0.6093,0.1682,8.935064,-3.674229,-10.752144,9199.1,440.7,701.9
1910,325632,158,65.112364,0.872,0.1164,0.0116,9.32226,-2.462335,-10.233875,10680.9,423.8,471.4
1911,325632,160,58.078258,0.7776,0.0635,0.159,11.619444,-2.91623,-9.808541,11725.2,410.3,557.7
1912,325632,159,32.322719,0.5137,0.4308,0.0555,9.219874,-3.286141,-11.301635,10463.7,465.2,635.5
1913,325632,155,65.815557,0.8776,0.0477,0.0747,11.476245,-2.429024,-10.126931,11196.3,422.8,458.2
1914,325632,162,22.710316,0.4343,0.2768,0.2889,9.084421,-4.259531,-11.053384,9877.5,453.6,822.7
1915,327680,164,73.635123,0.9419,0.0462,0.012,11.414563,-2.313349,-11.198056,11287.7,461.1,442.7
1916,327680,166,18.335245,0.3464,0.0928,0.5608,11.470607,-4.698459,-10.368395,11091.5,430.0,910.8
1917,327680,158,28.922532,0.4863,0.4659,0.0479,9.368412,-3.301415,-11.378444,10967.3,465.6,636.2
1918,327680,161,-4.83161,0.0572,0.2235,0.7193,9.30214,-4.15147,-7.895121,10342.5,334.2,794.7
1919,327680,159,-1.855166,0.1188,0.3784,0.5028,11.614163,-3.975004,-9.57482,11589.2,401.4,765.5
1920,327680,163,-3.851279,0.1069,0.7653,0.1278,11.43647,-3.689988,-12.416595,11058.0,495.1,713.1
1921,327680,163,21.113984,0.401,0.4661,0.1329,9.12169,-3.595524,-12.094306,9981.3,495.8,692.0
1922,327680,156,75.966266,0.9757,0.021,0.0033,11.596583,-2.005287,-10.846222,11759.6,449.2,377.8
1923,327680,156,4.063484,0.1916,0.1833,0.6252,9.202707,-4.300105,-8.812213,10069.6,370.2,825.5
1924,327680,166,63.732447,0.8674,0.0645,0.0681,9.25763,-2.824686,-10.535553,10422.9,436.1,540.4
1925,327680,169,1.999347,0.172,0.7031,0.1249,11.665589,-3.906999,-11.977031,11782.2,492.1,748.8
1926,327680,161,16.4294,0.3605,0.3754,0.2641,9.321128,-4.215377,-10.90876,10541.4,452.6,812.8
1927,329728,159,23.182773,0.3914,0.1919,0.4167,11.728089,-4.376335,-10.481999,12020.3,434.4,845.0
1928,329728,158,6.440993,0.2154,0.5535,0.2311,11.506583,-3.673822,-11.088033,11264.5,456.9,708.0
1929,329728,158,-1.72255,0.0915,0.0417,0.8667,4.684994,-4.515789,-6.981758,6559.1,294.9,871.6
1930,329728,161,18.386539,0.3508,0.298,0.3512,11.490665,-4.155919,-10.946298,11236.0,452.9,802.7
1931,329728,160,35.932798,0.5469,0.1979,0.2552,11.497435,-3.760007,-10.928061,11214.7,444.2,721.3
1932,329728,166,35.329331,0.5626,0.0577,0.3797,9.168036,-4.298754,-10.846145,10081.1,447.9,827.1
1933,329728,158,-5.954109,0.0181,0.1033,0.8785,9.22415,-4.180054,-7.013157,10031.4,296.5,805.1
1934,329728,160,2.371299,0.1458,0.0298,0.8243,9.237659,-4.494318,-7.629562,10166.1,325.3,869.7
1935,329728,155,6.282003,0.2111,0.6753,0.1136,9.368644,-3.363859,-10.937965,10857.5,451.8,643.4
1936,329728,165,3.960203,0.2081,0.2261,0.5658,9.091292,-4.396644,-9.55333,9766.4,399.0,849.8
1937,329728,160,43.260592,0.6463,0.285,0.0688,9.152679,-3.131621,-10.869718,9996.8,452.5,597.2
1938,329728,158,50.775041,0.7357,0.1885,0.0758,9.061078,-2.949659,-10.942385,9859.6,438.3,565.8
1939,331776,157,40.478048,0.595,0.2267,0.1783,11.401914,-3.706968,-11.187006,11018.3,459.2,717.1
1940,331776,154,42.798735,0.6339,0.0339,0.3322,9.315509,-3.776217,-10.218253,10525.9,424.3,720.5
1941,331776,164,-2.715465,0.0938,0.0446,0.8616,9.086642,-4.684561,-8.261158,9636.5,345.8,905.5
1942,331776,155,21.241451,0.3622,0.2457,0.3921,11.522869,-4.17497,-9.569122,11198.9,394.8,799.1
1943,331776,158,0.043088,0.1349,0.5945,0.2706,11.590303,-3.46898,-10.565453,11410.7,441.3,661.1
1944,331776,157,-6.316365,0.0592,0.8902,0.0505,9.120035,-3.145369,-11.403159,9937.0,464.4,598.2
1945,331776,163,-5.806244,0.0932,0.6312,0.2755,11.581627,-3.609832,-11.400965,11657.2,471.2,697.7
1946,331776,160,33.633366,0.5059,0.3911,0.103,11.548475,-3.640686,-11.676483,11334.5,479.6,696.6
1947,331776,156,44.796891,0.6272,0.3599,0.0129,11.539168,-3.089348,-11.210158,11450.5,456.8,591.1
1948,331776,164,15.216227,0.3205,0.5511,0.1284,11.573833,-3.783204,-12.042351,11589.0,494.4,733.2
1949,331776,157,-6.751549,0.0414,0.7715,0.1871,9.387358,-3.035651,-10.210625,10948.9,422.4,583.8
1950,331776,161,-0.105172,0.1613,0.5118,0.3269,11.456861,-3.915423,-10.676826,11068.1,443.3,753.8
1951,333824,162,28.35765,0.4689,0.3102,0.2209,11.462368,-4.056652,-11.489064,11095.0,473.0,784.0
1952,333824,162,43.860997,0.6668,0.1049,0.2283,9.111279,-3.655128,-10.779033,10004.5,448.1,706.9
1953,333824,163,12.815235,0.2998,0.2276,0.4726,11.458743,-4.541363,-9.938551,11075.2,408.2,879.2
1954,333824,157,0.891695,0.1244,0.0755,0.8,9.21312,-4.623065,-7.602324,10127.3,323.2,896.1
1955,333824,163,-4.465816,0.1003,0.4399,0.4598,9.383464,-3.955184,-9.669378,10841.1,395.8,764.6
1956,333824,167,31.732382,0.5271,0.2968,0.1761,9.148759,-3.882296,-11.857338,10011.5,489.5,744.5
1957,333824,157,0.295959,0.0999,0.0051,0.895,8.988054,-4.541168,-6.992606,9318.2,298.8,883.0
1958,333824,157,-7.451207,0.0292,0.4687,0.5021,11.666335,-3.731178,-9.244026,11739.7,384.7,713.5
1959,333824,155,15.399701,0.306,0.0168,0.6773,9.424837,-4.793389,-8.77583,10868.3,367.0,930.3
1960,333824,157,32.483171,0.4931,0.4788,0.0281,11.487773,-3.417869,-11.721597,11305.8,475.7,658.4
1961,333824,155,3.217099,0.1819,0.2687,0.5494,9.289322,-4.012217,-8.604165,10447.7,359.3,775.1
1962,333824,156,66.027169,0.856,0.0157,0.1283,11.723403,-2.698843,-10.020036,12054.5,416.1,516.5
1963,335872,170,0.584289,0.1468,0.1089,0.7443,9.164209,-4.788734,-8.253519,10071.1,349.2,932.5
1964,335872,158,2.687789,0.1577,0.2279,0.6144,11.504985,-4.234116,-9.028908,11094.3,380.7,813.8
1965,335872,157,-2.273205,0.0842,0.1401,0.7756,9.236854,-4.140128,-7.825477,10085.2,331.5,797.1
1966,335872,167,25.319412,0.4207,0.0118,0.5675,9.057476,-5.126347,-9.109599,9617.4,380.7,996.5
1967,335872,160,47.915853,0.6731,0.1518,0.1751,11.439029,-3.339675,-10.467161,11058.8,435.8,641.2
1968,335872,158,6.67734,0.2183,0.5708,0.2108,11.669776,-3.715993,-11.117069,11874.0,461.9,717.3
1969,335872,163,1.545832,0.1538,0.1919,0.6543,9.173165,-4.511592,-8.51995,10095.6,358.1,875.8
1970,335872,164,-4.301787,0.1161,0.3568,0.5272,9.376937,-4.086691,-9.938806,10650.6,413.0,786.7
1971,335872,160,-5.841656,0.0782,0.4704,0.4515,11.841136,-3.678144,-10.188898,12389.1,421.9,704.0
1972,335872,161,40.67193,0.5761,0.1697,0.2542,11.839309,-3.696482,-10.951263,12431.9,449.6,708.7
1973,335872,164,19.208581,0.3605,0.3044,0.3351,11.677998,-4.340211,-11.011887,11776.7,457.0,836.6
1974,335872,160,7.152457,0.2486,0.234,0.5175,6.680023,-4.395697,-8.748466,8342.4,365.2,853.4
1975,337920,161,43.757018,0.6101,0.3572,0.0327,11.568268,-3.184865,-11.529371,11646.2,475.0,611.1
1976,337920,166,43.409588,0.6134,0.1038,0.2828,11.701618,-3.816727,-10.982871,11946.3,454.3,732.7
1977,337920,165,35.126821,0.5328,0.3616,0.1057,11.535701,-3.51223,-12.086943,11452.4,497.6,674.7
1978,337920,157,37.237684,0.5357,0.1562,0.3082,11.688378,-4.111984,-10.364069,11848.2,420.7,787.9
1979,337920,162,16.062054,0.3046,0.5825,0.1129,11.963127,-3.766601,-11.95327,12943.9,492.8,726.2
1980,337920,160,5.275671,0.2094,0.4429,0.3477,11.589797,-3.991912,-10.767306,11565.7,444.1,767.0
1981,337920,160,24.562375,0.421,0.4117,0.1673,11.59987,-3.839542,-11.580862,11678.4,474.4,741.8
1982,337920,156,14.102367,0.3242,0.3811,0.2947,9.170138,-4.025246,-10.793017,9995.9,442.7,774.2
1983,337920,165,-3.85328,0.1293,0.3862,0.4845,9.309806,-4.039482,-10.130653,10463.8,417.7,774.4
1984,337920,153,48.583144,0.6958,0.1413,0.1629,9.330261,-3.018274,-10.595896,10615.4,436.8,571.8
1985,337920,163,11.756407,0.2905,0.1344,0.575,11.504362,-4.60994,-10.363589,11262.8,425.2,894.1
1986,337920,158,17.613135,0.3704,0.2158,0.4138,9.191608,-4.376368,-10.627802,10215.1,439.6,847.3
1987,339968,154,-5.496026,0.0561,0.3378,0.6061,9.384343,-3.805503,-8.298325,10757.0,344.3,735.8
1988,339968,157,3.906145,0.1767,0.823,0.0003,9.278799,-3.259429,-11.957492,10574.6,488.7,622.8
1989,339968,164,-1.626025,0.1497,0.4503,0.3999,9.011131,-4.122988,-10.014109,9442.4,416.9,794.4
1990,339968,161,0.569241,0.1545,0.2814,0.5641,8.896968,-4.287742,-9.045007,9100.9,377.8,828.6
1991,339968,165,-2.059053,0.1496,0.2888,0.5617,6.846417,-4.512602,-9.017891,8930.6,373.7,873.2
1992,339968,160,0.144102,0.1531,0.6567,0.1902,11.754345,-3.610039,-12.179747,12040.6,492.8,693.3
1993,339968,164,37.486857,0.5845,0.2263,0.1893,9.353207,-3.671823,-11.607632,10726.2,479.0,703.7
1994,339968,162,3.800225,0.165,0.0806,0.7545,9.132327,-4.720437,-7.951069,9775.3,336.6,913.5
1995,339968,160,65.137158,0.8604,0.1102,0.0294,11.446571,-2.571024,-10.832269,11142.0,443.1,486.6
1996,339968,166,33.255412,0.5171,0.0837,0.3992,9.448771,-4.616211,-10.344531,10999.5,431.8,892.3
1997,339968,161,17.74142,0.3578,0.3943,0.2479,9.143243,-4.159714,-11.202954,9940.1,463.3,801.9
1998,339968,160,41.778324,0.5984,0.234,0.1676,11.540798,-3.484324,-10.80759,11375.6,453.5,672.1
1999,342016,159,60.90698,0.8528,0.0772,0.07,9.15311,-2.847583,-10.091386,10096.8,416.8,540.6
2000,342016,164,-3.108542,0.1077,0.3546,0.5376,9.054059,-4.153343,-8.478733,9616.0,353.9,800.3
2001,342016,163,55.512206,0.7543,0.0766,0.1691,11.601716,-2.979498,-10.483582,11630.0,432.0,565.9
2002,342016,161,44.683396,0.6242,0.3059,0.0699,11.743777,-3.150278,-11.503079,12122.8,465.5,597.0
2003,342016,164,25.417318,0.455,0.4505,0.0945,9.321213,-3.778776,-11.914368,10630.8,490.3,725.5
2004,342016,155,-1.603494,0.1278,0.525,0.3472,11.588557,-3.579377,-9.671785,11442.9,407.8,682.4
2005,342016,164,2.929581,0.1508,0.1148,0.7344,9.155991,-4.588103,-7.539271,9916.8,320.5,888.2
2006,342016,155,19.461897,0.3455,0.3903,0.2642,11.644875,-3.805701,-11.041594,11872.0,456.0,738.9
2007,342016,160,1.98979,0.1398,0.241,0.6192,11.469975,-4.229199,-8.115201,11005.1,345.6,819.0
2008,342016,160,-3.052832,0.1332,0.538,0.3288,11.706442,-3.820227,-10.475088,11977.2,436.2,740.1
2009,342016,158,-5.25591,0.0764,0.5001,0.4234,11.528481,-3.521054,-9.533231,11399.0,397.8,678.8
2010,342016,160,15.036089,0.314,0.4236,0.2624,11.732574,-3.903013,-11.454773,12096.4,469.2,750.9
2011,344064,161,73.115659,0.8836,0.102,0.0144,12.020265,-2.527947,-10.05891,13130.4,425.8,482.5
2012,344064,160,-3.5775,0.0365,0.1523,0.8112,9.326095,-4.164512,-6.516163,10462.4,279.7,807.5
2013,344064,164,12.059837,0.2999,0.4569,0.2431,11.702595,-3.995013,-12.160274,11881.6,504.9,765.9
2014,344064,157,-10.061656,0.0242,0.4078,0.568,8.839375,-3.710288,-8.682574,9035.5,356.6,717.3
2015,344064,159,19.25781,0.3476,0.5254,0.127,11.584983,-3.763136,-12.537763,11614.7,512.1,726.6
2016,344064,159,29.618148,0.4869,0.2218,0.2913,11.568676,-4.076302,-11.278208,11594.9,466.2,772.6
2017,344064,159,49.464896,0.6844,0.2733,0.0423,11.491945,-3.037074,-10.944555,11333.8,454.0,583.6
2018,344064,157,20.87971,0.3559,0.3775,0.2666,11.81039,-3.876336,-11.483615,12387.4,475.2,746.5
2019,344064,158,31.614379,0.5241,0.1966,0.2793,9.26202,-3.965051,-11.207032,10556.6,460.0,771.1
2020,344064,158,28.251676,0.4594,0.0137,0.5269,9.183998,-4.65441,-9.10054,10194.0,379.6,907.2
2021,344064,157,0.642161,0.1755,0.4925,0.332,9.275341,-3.736804,-11.088951,10438.2,453.7,718.5
2022,344064,162,14.948627,0.3144,0.5555,0.1302,9.300314,-3.793408,-12.046421,10476.4,498.6,727.1
2023,346112,152,3.069292,0.2184,0.3927,0.3889,8.939966,-3.820161,-10.111862,9382.1,414.6,737.4
2024,346112,157,26.068153,0.4475,0.1968,0.3556,11.449646,-4.291871,-10.795491,11117.4,446.0,832.5
2025,346112,159,10.332589,0.2869,0.2583,0.4548,8.996097,-4.387764,-9.497512,9398.6,389.1,846.7
2026,346112,157,-3.758777,0.1072,0.7671,0.1256,9.168345,-3.3475,-12.178405,10063.9,501.7,640.3
2027,346112,163,5.951855,0.2396,0.1211,0.6393,6.682569,-4.518577,-8.632128,8294.0,362.6,873.9
2028,346112,164,45.295943,0.6682,0.0619,0.2698,9.27944,-3.636886,-11.053619,10518.8,457.9,700.9
2029,346112,159,77.652463,0.9839,0.0052,0.0109,11.693942,-2.39184,-10.744119,12155.3,449.6,457.3
2030,346112,161,5.076389,0.1723,0.046,0.7817,9.367234,-4.563767,-7.884052,10650.5,330.6,881.0
2031,346112,158,21.379937,0.3737,0.3125,0.3138,11.782852,-4.50554,-11.078516,12211.8,458.6,808.6
2032,346112,154,17.046398,0.3302,0.6119,0.0579,11.646425,-3.353063,-12.533978,11727.9,518.7,641.2
2033,346112,157,40.345912,0.6009,0.0212,0.378,9.324944,-4.022532,-9.560119,10563.4,398.4,777.3
2034,346112,163,5.517704,0.2065,0.2753,0.5181,11.794338,-4.693415,-9.571374,12135.0,397.6,849.8
2035,348160,163,43.093695,0.6301,0.2305,0.1394,9.403647,-3.425241,-11.602053,10977.5,480.9,659.2
2036,348160,159,47.197532,0.6855,0.258,0.0565,9.401252,-3.093424,-11.168015,10980.4,464.2,590.9
2037,348160,160,-2.530706,0.1123,0.7247,0.163,9.217725,-3.331007,-11.36659,10317.8,471.9,640.8
2038,348160,160,7.115011,0.1779,0.0642,0.7579,11.473967,-4.485941,-7.590499,11039.2,324.4,871.8
2039,348160,154,39.643753,0.5672,0.0453,0.3875,11.58884,-4.151079,-9.629101,11513.0,405.2,801.8
2040,348160,159,9.843721,0.2089,0.032,0.7592,9.320291,-4.44768,-7.99157,10567.0,334.9,863.1
2041,348160,164,56.31374,0.7495,0.1314,0.1191,11.595737,-3.120888,-11.009804,11700.3,454.3,598.2
2042,348160,162,41.93375,0.6497,0.0938,0.2564,9.16773,-3.54482,-10.658235,10188.6,438.9,684.9
2043,348160,160,-8.203708,0.0395,0.646,0.3145,9.047928,-3.340384,-9.961424,9703.0,410.5,639.7
2044,348160,162,53.299304,0.7272,0.0698,0.203,11.495892,-3.467865,-10.896582,11242.9,453.4,662.3
2045,348160,167,-6.21699,0.0384,0.2612,0.7004,9.403421,-4.396301,-7.505605,10672.5,322.0,844.9
2046,348160,160,4.553832,0.144,0.126,0.7299,9.141223,-4.415897,-7.855016,9821.2,333.3,852.7
2047,350208,159,-10.005281,0.0168,0.4376,0.5456,9.189676,-3.763945,-8.388814,10077.1,347.4,724.3
2048,350208,163,-3.357808,0.0469,0.0719,0.8812,8.98237,-4.476333,-6.804783,9331.5,292.5,869.1
2049,350208,163,13.785486,0.3117,0.5565,0.1318,11.717834,-3.885525,-12.734834,11961.4,525.4,747.0
2050,350208,163,1.939107,0.183,0.4674,0.3497,9.391205,-4.043997,-10.476126,10820.6,434.6,780.8
2051,350208,158,30.665128,0.4759,0.3908,0.1333,11.654021,-3.836535,-12.987771,11730.4,530.0,734.4
2052,350208,159,-2.343784,0.0622,0.0143,0.9236,6.826669,-4.368958,-6.430534,8679.8,276.9,845.2
2053,350208,162,-0.787886,0.1002,0.0351,0.8647,6.533344,-4.691026,-6.94375,7658.8,293.7,907.1
2054,350208,158,55.579971,0.739,0.2298,0.0313,11.499652,-3.097286,-11.023003,11256.3,451.2,588.4
2055,350208,154,17.844518,0.384,0.4368,0.1791,9.117356,-3.696403,-11.93526,10008.2,488.1,714.0
2056,350208,159,-8.483214,0.0523,0.769,0.1787,11.521885,-3.468368,-11.303185,11325.2,468.6,665.6
2057,350208,151,40.5254,0.5982,0.1994,0.2024,11.527793,-3.36521,-10.986805,11286.8,455.5,635.6
2058,350208,163,-1.261046,0.101,0.2605,0.6384,9.356195,-4.206673,-7.819897,10681.9,327.6,815.5
2059,352256,158,24.377183,0.4507,0.4297,0.1196,9.190331,-3.774827,-12.989604,10190.0,531.8,724.3
2060,352256,160,46.173062,0.6352,0.3333,0.0315,11.548876,-3.319226,-11.759401,11548.4,480.5,636.4
2061,352256,157,5.510673,0.2073,0.4101,0.3826,11.473679,-3.891869,-10.663607,11078.4,441.9,748.8
2062,352256,159,-9.038066,0.0577,0.8605,0.0818,11.45137,-3.154101,-11.973691,11123.5,485.4,602.2
2063,352256,157,-2.401189,0.0638,0.1914,0.7448,9.159404,-4.220955,-7.291111,9855.8,307.1,814.6
2064,352256,158,55.895768,0.724,0.0313,0.2446,11.826999,-3.603083,-9.908158,12255.4,418.1,688.0
2065,352256,154,16.844388,0.3664,0.4406,0.193,9.219154,-3.630562,-12.702634,10357.9,519.3,701.2
2066,352256,166,-0.959129,0.1116,0.0573,0.8312,6.788254,-4.730673,-7.385049,8562.6,309.2,915.8
2067,352256,157,20.644089,0.396,0.3619,0.2421,11.567715,-3.820741,-12.492908,11569.6,509.4,738.8
2068,352256,156,5.4214,0.172,0.1239,0.7041,8.973571,-4.469304,-7.265395,9229.5,310.3,862.1
2069,352256,154,9.231341,0.2496,0.2082,0.5422,9.214327,-4.347593,-8.783284,10119.6,362.7,829.8
2070,352256,155,28.621419,0.4929,0.3822,0.1249,9.131413,-3.588032,-12.030663,10083.4,496.5,692.2
2071,352256,155,13.928575,0.2998,0.0982,0.602,8.990399,-4.659535,-8.691721,9256.7,363.6,899.8
2072,354304,164,32.970612,0.5383,0.3323,0.1294,9.176109,-3.712018,-12.164416,10264.1,501.4,716.7
2073,354304,160,36.161622,0.5258,0.09,0.3842,11.795179,-4.401881,-10.686081,12251.6,443.6,851.7
2074,354304,157,-0.319216,0.1051,0.1959,0.6991,9.16425,-4.314724,-7.474145,9893.4,317.3,835.0
2075,354304,164,-8.619914,0.0635,0.8306,0.1059,9.314597,-3.352839,-12.925646,10618.1,527.5,643.4
2076,354304,159,4.348511,0.1406,0.1426,0.7167,9.119186,-4.687345,-7.398545,9676.6,315.4,904.4
2077,354304,157,40.844822,0.6123,0.24,0.1477,9.219338,-3.368788,-11.491364,10297.5,474.3,645.7
2078,354304,159,21.744459,0.3967,0.253,0.3502,11.558804,-4.435307,-11.181241,11426.3,461.0,856.5
2079,354304,161,-1.231648,0.0809,0.2059,0.7131,9.32365,-4.479857,-7.933996,10592.3,335.2,871.7
2080,354304,157,-6.541386,0.0538,0.5207,0.4254,9.256253,-3.400519,-9.550235,10360.2,399.3,651.6
2081,354304,156,23.59111,0.4328,0.37,0.1971,9.30143,-3.890682,-12.488647,10617.6,511.1,752.2
2082,354304,159,47.258569,0.7203,0.0157,0.264,8.933809,-3.531712,-9.982474,9336.1,410.5,672.6
2083,354304,167,-10.698043,0.0519,0.8205,0.1276,9.192235,-3.410414,-12.555034,10306.0,510.1,651.0
2084,356352,158,26.069188,0.4139,0.0588,0.5273,11.649093,-4.55574,-9.830394,11724.2,406.4,885.1
2085,356352,157,51.770692,0.7331,0.0548,0.2121,9.200395,-3.331366,-10.155416,10338.7,413.1,642.9
2086,356352,164,34.013802,0.5312,0.2464,0.2224,11.446381,-3.992085,-12.527867,11093.0,511.6,766.8
2087,356352,162,5.662539,0.2114,0.752,0.0366,9.165183,-3.563821,-12.593114,10084.5,520.6,684.1
2088,356352,162,-5.948358,0.0559,0.4734,0.4707,9.423203,-3.659866,-9.39006,10933.0,392.2,706.1
2089,356352,162,65.957005,0.8636,0.102,0.0345,11.581794,-3.064122,-10.163277,11670.1,420.7,587.7
2090,356352,154,-3.764993,0.1212,0.6592,0.2196,9.258023,-3.571472,-11.430991,10302.7,470.5,682.7
2091,356352,158,17.913318,0.3279,0.6242,0.0479,11.636448,-3.746636,-12.742993,11729.2,524.4,718.6
2092,356352,159,28.638875,0.4284,0.5286,0.043,11.802993,-3.436003,-12.737636,12502.4,518.5,658.1
2093,356352,163,-1.658418,0.126,0.5084,0.3656,11.507477,-3.732116,-11.046225,11260.8,459.2,721.7
2094,356352,160,10.733465,0.2972,0.4017,0.3012,11.4464,-4.043852,-12.239499,11100.2,499.9,779.6
2095,356352,154,10.665624,0.2548,0.6012,0.144,11.829775,-3.676092,-12.093908,12391.5,497.5,703.9
2096,358400,157,22.588708,0.4252,0.3297,0.2452,9.348996,-3.981662,-12.352054,10680.4,504.3,766.0
2097,358400,162,4.93078,0.191,0.3132,0.4958,11.630929,-4.184987,-9.244074,11648.4,387.2,809.8
2098,358400,159,61.64177,0.8145,0.0227,0.1627,11.613306,-3.213496,-9.373305,11748.4,392.7,619.8
2099,358400,159,1.20106,0.1946,0.7055,0.0999,9.160224,-4.535326,-12.917813,9941.7,506.6,694.4
2100,358400,156,-5.332547,0.1042,0.8674,0.0283,9.326488,-3.252622,-11.660114,10658.7,479.6,619.7
2101,358400,164,51.778966,0.6917,0.2899,0.0184,11.475585,-3.286894,-11.445174,11240.6,473.2,630.2
2102,358400,161,6.753553,0.1968,0.1474,0.6558,9.318117,-4.701157,-7.70556,10359.7,326.1,907.7
2103,358400,168,10.401885,0.2796,0.3477,0.3727,11.610462,-4.342086,-11.398447,11680.1,472.4,841.6
2104,358400,160,15.546815,0.3422,0.2701,0.3877,9.35507,-4.333383,-10.741832,10721.2,444.8,841.1
2105,358400,161,31.822431,0.5302,0.1234,0.3464,9.231442,-4.438651,-10.561045,10265.0,438.3,862.2
2106,358400,159,8.220745,0.1635,0.0125,0.8241,9.239525,-4.803725,-6.383643,10025.1,276.6,930.6
