episode,timestep,ep_length,cum_reward,w_yield,w_water,w_fert,R_yield,R_water,R_fert,yield_kg_ha,total_N_kg_ha,total_W_mm
2893,493568,161,3.280433,0.174,0.7025,0.1235,11.791458,-2.994389,-13.716212,12274.5,564.4,569.6
2894,493568,161,71.401198,0.946,0.0308,0.0233,9.143242,-3.928036,-11.769655,10192.6,487.5,763.3
2895,493568,156,18.03419,0.287,0.1072,0.6058,8.984204,-3.994919,-6.531475,9318.4,282.0,778.1
2896,493568,164,-2.710008,0.1516,0.7635,0.0849,9.118819,-3.117838,-13.370001,10076.9,546.1,596.4
2897,493568,161,-2.126618,0.1136,0.8043,0.0821,11.750843,-2.851782,-13.430223,12093.4,546.2,538.6
2898,493568,161,43.05559,0.6025,0.2808,0.1167,11.639065,-3.761436,-13.530766,11834.3,557.9,728.8
2899,493568,159,38.129189,0.5806,0.2503,0.169,9.321132,-3.866996,-12.640671,10762.0,515.1,748.3
2900,493568,160,22.10294,0.3802,0.3639,0.2559,11.518848,-3.59862,-12.66006,11395.4,524.3,691.3
2901,493568,161,-5.724857,0.0441,0.8879,0.068,9.209897,-2.529177,-13.280511,10277.9,547.0,479.0
2902,495616,158,69.978368,0.9355,0.0544,0.0101,9.197916,-3.612447,-12.007315,10298.6,493.7,699.8
2903,495616,158,-8.411266,0.0129,0.9241,0.063,9.17238,-2.599108,-12.833499,10143.5,526.6,489.5
2904,495616,161,13.586633,0.3274,0.3357,0.3369,11.598378,-3.286542,-11.706432,11691.3,481.8,630.2
2905,495616,159,35.328624,0.5401,0.1398,0.3201,11.438862,-3.892655,-10.806846,11008.1,447.1,750.5
2906,495616,156,4.430437,0.2028,0.6032,0.194,9.250759,-3.046103,-13.233882,10514.5,539.9,580.6
2907,495616,160,-7.613748,0.0141,0.9737,0.0122,9.397366,-2.494081,-13.771891,10902.8,563.2,468.7
2908,495616,167,56.470622,0.7311,0.0671,0.2017,11.4888,-4.395061,-11.553791,11324.4,479.4,854.5
2909,495616,163,5.317444,0.2275,0.376,0.3964,11.487846,-3.729463,-10.656446,11113.4,445.4,715.6
2910,495616,155,51.811519,0.7326,0.0422,0.2251,9.144992,-4.330584,-10.606778,10034.3,439.9,837.9
2911,495616,161,5.119555,0.1777,0.7532,0.0691,11.544673,-2.815725,-13.642422,11561.6,557.8,537.1
2912,495616,161,32.872395,0.5145,0.1648,0.3207,11.473693,-3.815117,-11.318967,11076.0,469.1,731.4
2913,495616,164,21.480111,0.355,0.0863,0.5587,9.275888,-4.064586,-7.657976,10403.5,326.6,788.5
2914,497664,159,25.543658,0.4279,0.1577,0.4145,11.60977,-3.907634,-9.867466,11597.8,408.5,748.9
2915,497664,161,29.629467,0.3895,0.045,0.5656,11.734471,-4.369171,-7.216573,11709.9,308.9,842.0
2916,497664,164,0.787426,0.1507,0.7527,0.0966,11.652573,-2.980945,-14.441017,11937.7,587.7,570.6
2917,497664,155,-8.890231,0.0479,0.5329,0.4192,9.223956,-2.979894,-9.807223,10392.8,406.0,574.8
2918,497664,163,-3.878305,0.1015,0.733,0.1654,8.913095,-2.918625,-12.978277,9144.6,534.9,552.5
2919,497664,160,5.77279,0.1558,0.1617,0.6825,9.01824,-4.110009,-5.975622,9450.6,260.1,798.1
2920,497664,160,65.782766,0.8734,0.1121,0.0145,9.379258,-3.819956,-12.039188,10806.5,495.3,733.6
2921,497664,167,-1.817387,0.1108,0.2577,0.6316,6.619959,-4.234594,-6.276893,8002.3,268.8,819.6
2922,497664,157,10.98224,0.3128,0.4676,0.2196,9.282448,-3.367541,-13.105345,10527.7,536.8,643.8
2923,497664,163,-9.934104,0.0031,0.4573,0.5396,9.396887,-4.204738,-8.292165,10744.0,337.3,667.8
2924,497664,163,29.39387,0.5071,0.2766,0.2164,9.242509,-3.775926,-13.155499,10585.4,533.8,731.9
2925,497664,162,13.983523,0.3212,0.5901,0.0888,9.314783,-3.462211,-14.627981,10673.1,595.3,663.3
2926,499712,159,0.130647,0.1439,0.4774,0.3787,11.608845,-3.397195,-10.179688,11741.9,416.4,611.0
2927,499712,158,4.150366,0.0941,0.0345,0.8714,6.65735,-4.107224,-4.71481,7986.2,207.5,795.8
2928,499712,158,-2.557734,0.0698,0.3426,0.5876,9.288737,-3.288395,-7.455304,10383.6,322.9,628.3
2929,499712,167,37.243903,0.5599,0.2438,0.1963,11.404005,-3.895995,-13.210464,11030.3,537.2,753.8
2930,499712,161,3.055908,0.2012,0.4392,0.3596,9.398084,-3.223405,-10.71973,10772.5,442.1,610.1
2931,499712,158,48.183651,0.6597,0.337,0.0033,11.38218,-3.674328,-13.412814,11055.8,546.5,710.3
2932,499712,163,10.175295,0.2615,0.3531,0.3854,11.608544,-3.545882,-10.541887,11700.9,439.0,681.1
2933,499712,165,31.264687,0.4551,0.531,0.0138,11.79212,-3.498566,-14.234018,12330.5,582.1,667.3
2934,499712,159,59.928617,0.7705,0.0793,0.1503,11.672835,-4.301793,-11.622048,11976.2,478.5,838.5
2935,499712,164,-0.06879,0.1123,0.3157,0.572,9.321251,-3.636887,-7.900687,10526.7,336.4,701.8
2936,499712,158,16.974137,0.3422,0.4833,0.1744,11.402708,-3.261489,-12.938325,11083.0,532.0,631.2
2937,499712,163,-7.034822,0.1028,0.5475,0.3498,9.157281,-3.123429,-11.385143,10024.7,467.1,595.4
2938,501760,159,15.552694,0.3175,0.6496,0.0329,9.301918,-3.021745,-14.04388,10701.0,577.0,579.9
2939,501760,159,-5.796109,0.0621,0.8525,0.0854,9.202828,-2.477376,-12.744913,10292.7,519.4,467.6
2940,501760,152,3.98777,0.1559,0.261,0.5831,9.380231,-3.650907,-7.33047,10731.9,311.7,706.5
2941,501760,161,8.616973,0.1873,0.1299,0.6828,9.115853,-4.355871,-6.101056,9617.1,265.5,840.1
2942,501760,160,11.670291,0.3343,0.2874,0.3783,8.989633,-3.819866,-10.184951,9475.3,420.9,733.6
2943,501760,157,41.134682,0.6073,0.381,0.0116,9.282963,-3.740865,-13.416197,10543.3,546.7,720.0
2944,501760,157,27.04357,0.385,0.1511,0.4639,11.581895,-3.751214,-8.620039,11509.7,363.4,720.4
2945,501760,163,22.746114,0.3747,0.6196,0.0057,11.492169,-3.122532,-14.836638,11375.6,605.7,598.7
2946,501760,162,34.451066,0.5486,0.3742,0.0772,9.149162,-3.558775,-13.576627,10281.7,553.2,690.9
2947,501760,163,65.557443,0.8976,0.0295,0.0729,9.032884,-4.066916,-11.928743,9709.7,488.6,786.5
2948,501760,153,-4.78929,0.083,0.5455,0.3715,9.25022,-2.811445,-10.302084,10462.6,428.0,542.3
2949,501760,163,53.774182,0.7007,0.2587,0.0406,11.648679,-4.050251,-13.28612,11877.7,546.0,785.0
2950,503808,157,54.880301,0.7604,0.0666,0.173,9.29977,-4.497063,-10.613727,10569.2,442.1,874.2
2951,503808,165,-3.038786,0.119,0.374,0.507,8.911074,-3.78041,-8.622906,9202.7,359.1,731.7
2952,503808,159,12.585808,0.2918,0.6393,0.069,9.350776,-3.168994,-13.84626,10781.9,564.0,604.9
2953,503808,157,47.832816,0.676,0.3121,0.0119,9.251847,-3.777702,-13.661592,10544.7,551.3,729.5
2954,503808,162,19.34859,0.3642,0.2678,0.3679,11.685997,-3.592992,-10.60259,11963.2,441.6,694.4
2955,503808,156,14.264621,0.3057,0.6767,0.0176,8.926402,-3.213189,-14.036293,9241.7,571.8,612.3
2956,503808,158,18.130825,0.3652,0.539,0.0958,9.145133,-3.104074,-13.895144,10154.5,570.9,599.3
2957,503808,157,5.377231,0.2126,0.403,0.3844,11.459373,-3.313404,-10.137014,11206.5,423.1,640.5
2958,503808,157,15.829201,0.3314,0.6256,0.043,9.204562,-3.187741,-14.098614,10344.4,577.9,612.3
2959,503808,163,-7.116586,0.014,0.3594,0.6266,8.963645,-3.618647,-6.798834,9175.6,291.8,695.6
2960,503808,157,11.163884,0.2672,0.6874,0.0453,11.455919,-3.067215,-13.923469,11164.2,571.5,584.6
2961,503808,159,-3.004871,0.092,0.3572,0.5508,9.140628,-3.507792,-7.718664,9977.0,330.3,681.6
2962,505856,164,59.727032,0.8074,0.1024,0.0902,9.293069,-4.325336,-12.4238,10699.8,510.3,842.4
2963,505856,157,19.742024,0.3801,0.5007,0.1192,9.325342,-3.307432,-13.371956,10764.4,550.6,635.8
2964,505856,163,14.264331,0.2857,0.1151,0.5992,6.781492,-4.248605,-6.94003,8540.2,296.6,821.8
2965,505856,156,30.605462,0.5174,0.3378,0.1448,9.10991,-3.405316,-13.142188,9928.6,541.5,654.1
2966,505856,159,-9.351492,0.001,0.465,0.534,11.520141,-3.217642,-8.115067,11146.7,344.4,613.9
2967,505856,162,-9.333023,0.0583,0.5832,0.3585,11.435591,-2.958773,-11.28513,11049.2,457.0,562.1
2968,505856,150,3.360287,0.1378,0.1448,0.7174,6.752195,-3.679565,-5.712364,8434.4,249.3,709.8
2969,505856,157,22.164267,0.388,0.3712,0.2408,11.672457,-3.463458,-12.666402,11952.2,522.1,667.5
2970,505856,161,-11.541832,0.0302,0.671,0.2987,11.395933,-2.530457,-11.59581,11069.9,480.3,483.8
2971,505856,159,10.00196,0.2739,0.5796,0.1464,11.602033,-3.273707,-12.950599,11637.5,532.6,628.2
2972,505856,162,73.308662,0.9009,0.0075,0.0916,11.608485,-4.248093,-12.1343,11760.3,499.7,828.1
2973,505856,168,37.540163,0.5554,0.3208,0.1238,11.490843,-3.99793,-14.096714,11342.6,565.9,772.4
2974,507904,160,25.293987,0.4452,0.1652,0.3896,9.303534,-4.090961,-9.71874,10502.2,403.9,787.7
2975,507904,162,24.283174,0.4468,0.1933,0.3599,8.958485,-3.855939,-10.660573,9360.5,443.1,744.7
2976,507904,161,-1.334566,0.1147,0.8587,0.0265,9.035666,-2.623948,-13.938811,9745.9,570.3,498.6
2977,507904,164,26.737759,0.4523,0.4642,0.0835,11.541306,-3.468228,-14.05139,11567.9,571.9,667.6
2978,507904,163,15.737276,0.2734,0.1513,0.5753,11.513087,-3.963186,-7.29536,11110.7,312.0,762.3
2979,507904,159,9.980666,0.1896,0.05,0.7604,6.847091,-4.252453,-5.208803,8576.1,225.6,817.9
2980,507904,160,-5.093644,0.0655,0.3428,0.5917,8.982253,-3.575185,-7.337144,9384.2,313.3,690.6
2981,507904,164,31.095495,0.5015,0.2782,0.2203,11.528309,-3.752901,-12.857617,11441.6,528.4,724.7
2982,507904,161,-0.556546,0.0757,0.25,0.6743,9.062978,-3.771373,-6.062663,9597.5,258.5,731.2
2983,507904,160,-0.509016,0.041,0.1348,0.8241,6.868312,-4.039537,-4.730657,8653.1,209.2,778.5
2984,507904,162,28.503198,0.4893,0.4996,0.0111,9.194893,-3.334386,-14.612405,10376.7,598.3,645.2
2985,507904,167,20.236288,0.4327,0.2683,0.299,8.955256,-3.756246,-11.515069,9346.5,477.1,721.6
2986,509952,159,27.761727,0.493,0.1986,0.3085,9.154936,-3.857133,-11.56013,10022.1,476.8,743.8
2987,509952,159,41.952724,0.5956,0.3586,0.0458,11.568556,-3.862958,-14.370065,11549.5,586.4,743.7
2988,509952,160,47.486724,0.6397,0.1145,0.2458,11.671965,-4.287269,-11.720501,11889.9,481.5,830.7
2989,509952,163,26.525619,0.4457,0.4188,0.1355,11.556781,-3.652999,-14.084441,11517.3,578.6,704.0
2990,509952,151,16.746306,0.3114,0.1842,0.5044,9.201596,-3.80212,-8.205406,10095.9,341.7,731.2
2991,509952,161,38.461466,0.6264,0.2212,0.1524,8.907145,-3.908525,-12.565663,9203.0,512.7,753.1
2992,509952,160,21.995903,0.3958,0.3492,0.255,11.657665,-3.477433,-12.331242,11873.7,506.6,668.5
2993,509952,162,27.673187,0.4294,0.0917,0.4789,9.400059,-4.047721,-8.84272,10844.6,370.5,783.4
2994,509952,162,0.136995,0.0554,0.1137,0.8309,6.876299,-4.262188,-5.190854,8734.6,226.8,823.3
2995,509952,162,18.334891,0.3859,0.4133,0.2008,9.370119,-3.380196,-13.492782,10856.5,553.4,650.7
2996,509952,160,-6.175052,0.0478,0.4661,0.486,11.586039,-3.050016,-9.607378,11543.0,404.5,585.2
2997,509952,157,5.454953,0.1719,0.2742,0.5539,9.093872,-3.584735,-8.042251,9838.6,337.5,692.1
2998,512000,168,0.733124,0.1836,0.5478,0.2686,9.233399,-3.033266,-13.287642,10444.5,542.2,576.4
2999,512000,157,14.699035,0.2939,0.6512,0.0549,11.507655,-3.154963,-14.69676,11494.1,595.6,607.5
3000,512000,170,50.053386,0.6964,0.0388,0.2649,9.294795,-4.759097,-11.216095,10627.7,461.4,927.6
3001,512000,163,10.880892,0.2999,0.4482,0.2519,9.143476,-3.318162,-12.621116,10142.4,520.1,642.4
3002,512000,162,33.800354,0.5566,0.3501,0.0933,8.925188,-3.585746,-13.720898,9408.6,561.1,693.5
3003,512000,164,-2.913068,0.1162,0.7597,0.1241,11.667669,-2.807939,-13.775442,11984.2,563.5,535.4
3004,512000,155,-3.219961,0.0952,0.6733,0.2315,11.461493,-2.545032,-12.226377,11129.0,504.0,483.9
3005,512000,162,71.700636,0.9477,0.037,0.0154,9.265574,-3.87814,-11.622772,10656.1,479.1,753.9
3006,512000,164,25.459908,0.4033,0.5276,0.0691,11.728772,-3.459797,-14.748816,12093.3,605.8,660.6
3007,512000,158,37.698456,0.587,0.403,0.01,9.035821,-3.77703,-14.011086,9717.9,558.7,727.3
3008,512000,161,4.086236,0.1533,0.1385,0.7082,6.605106,-3.833219,-6.169058,8099.2,264.1,744.6
3009,512000,161,-1.273688,0.0336,0.1021,0.8642,6.942401,-3.94303,-5.184168,8989.7,225.0,761.7
3010,514048,154,7.495933,0.2001,0.795,0.0049,9.312912,-2.646342,-14.059241,10588.6,579.0,502.4
3011,514048,162,-7.286921,0.011,0.2909,0.6981,9.294365,-3.530918,-7.321003,10443.8,312.1,679.9
3012,514048,160,49.171052,0.6379,0.2556,0.1065,12.043505,-4.181864,-13.331757,13184.7,548.3,807.2
3013,514048,168,26.673035,0.442,0.2279,0.3301,11.689256,-3.898641,-11.938292,11988.5,492.1,756.1
3014,514048,156,1.633532,0.1313,0.3256,0.5431,9.370879,-3.337962,-8.481537,10724.8,357.7,640.1
3015,514048,156,4.505243,0.208,0.3973,0.3948,9.206724,-3.1194,-10.782402,10489.4,441.2,596.3
3016,514048,156,64.975126,0.9087,0.0343,0.057,8.880096,-4.129261,-11.114421,9146.1,457.7,797.6
3017,514048,166,30.783269,0.4958,0.462,0.0421,9.117188,-3.606858,-15.140552,9975.7,619.9,693.4
3018,514048,154,-4.874422,0.0065,0.0906,0.9029,6.572758,-3.836479,-4.733735,7646.5,207.1,740.2
3019,514048,163,67.512516,0.846,0.1433,0.0107,11.511183,-4.306942,-12.620597,11339.2,519.7,834.0
3020,514048,156,-4.913813,0.0299,0.1353,0.8348,6.369601,-3.754242,-5.387397,7079.9,231.6,723.9
3021,514048,162,8.413611,0.273,0.3328,0.3942,9.197054,-3.542522,-11.08764,10361.7,458.5,687.2
3022,516096,158,17.553015,0.3506,0.5177,0.1317,11.40816,-3.162486,-14.25997,11092.0,578.9,605.6
3023,516096,163,62.641684,0.8454,0.0066,0.148,9.120425,-4.584117,-11.727016,10103.3,483.0,893.0
3024,516096,161,20.557847,0.3752,0.387,0.2378,11.89376,-3.356326,-13.161715,12654.6,539.5,641.1
3025,516096,165,15.960257,0.3087,0.2208,0.4705,11.596014,-3.728896,-9.399408,11475.3,395.8,719.9
3026,516096,165,6.064012,0.2412,0.5985,0.1603,11.509831,-3.036384,-14.219564,11520.9,570.9,581.2
3027,516096,163,-2.216478,0.0739,0.215,0.7111,6.573008,-3.828616,-6.620359,8022.8,281.7,740.7
3028,516096,152,27.436848,0.4305,0.5451,0.0244,11.658601,-3.372411,-14.22019,11934.2,580.2,646.3
3029,516096,164,66.640761,0.8607,0.056,0.0833,9.202585,-4.540777,-12.347895,10221.4,509.1,879.8
3030,516096,154,41.993072,0.6006,0.0684,0.331,11.572466,-4.141922,-9.952473,11407.5,416.3,799.7
3031,516096,154,33.049207,0.5326,0.1108,0.3566,9.148383,-3.849355,-10.212854,10015.7,424.1,746.2
3032,516096,156,22.989963,0.433,0.3537,0.2133,9.305934,-3.38211,-13.138227,10786.5,533.2,651.0
3033,516096,152,-2.406609,0.0863,0.5704,0.3433,11.755038,-2.634158,-10.703156,12254.2,449.3,504.1
3034,518144,167,-3.788319,0.0895,0.5964,0.3141,11.861047,-2.854621,-11.582512,12466.9,481.8,539.0
3035,518144,163,-2.368183,0.1321,0.3505,0.5175,6.737157,-3.247593,-8.899533,8618.7,369.7,624.8
3036,518144,163,2.569027,0.2055,0.5559,0.2386,9.056574,-2.849355,-13.373025,9902.1,544.1,548.3
3037,518144,156,5.666151,0.1819,0.2743,0.5437,9.229836,-3.521821,-8.357158,10376.8,350.6,684.1
3038,518144,151,7.856223,0.2181,0.2647,0.5172,9.035241,-3.511289,-8.7175,9662.7,359.9,672.2
3039,518144,158,-10.782056,0.0659,0.646,0.2881,9.118139,-2.575704,-12.028446,9947.3,492.9,489.6
3040,518144,161,3.114641,0.093,0.1678,0.7392,11.489237,-3.72735,-6.531875,11113.1,283.7,724.6
3041,518144,161,22.316523,0.3896,0.3811,0.2293,11.586547,-3.34944,-13.457322,11676.9,553.8,646.5
3042,518144,156,-4.646265,0.0833,0.8053,0.1114,9.028707,-2.455573,-13.099586,9768.1,530.4,463.9
3043,518144,158,15.901373,0.3283,0.5865,0.0851,9.248228,-3.135904,-14.150331,10473.3,578.6,600.1
3044,518144,164,2.609635,0.0533,0.0183,0.9284,6.760986,-3.953086,-5.247318,8552.6,231.9,770.6
3045,518144,161,47.162455,0.6635,0.3326,0.0039,9.363794,-4.291935,-14.416426,10859.3,588.7,830.6
3046,520192,159,48.563295,0.6821,0.0908,0.2271,9.377014,-4.717676,-12.371797,10873.3,506.3,870.6
3047,520192,161,-0.02933,0.0892,0.1596,0.7512,8.914407,-3.8521,-7.237416,9076.3,306.3,742.0
3048,520192,162,37.563794,0.5607,0.2711,0.1682,11.511501,-4.06315,-14.083436,11425.2,575.0,788.7
3049,520192,165,20.896111,0.368,0.6273,0.0047,9.364815,-3.491903,-15.479897,10879.3,629.7,668.5
3050,520192,157,12.018806,0.2143,0.051,0.7347,8.944527,-4.140856,-6.585657,9242.6,282.8,803.6
3051,520192,159,26.146664,0.4806,0.2918,0.2276,9.123699,-3.701951,-12.976714,9979.3,533.1,714.0
3052,520192,159,40.359003,0.5888,0.1936,0.2176,11.555465,-4.209482,-13.349448,11661.0,547.2,820.6
3053,520192,160,60.074641,0.8185,0.0276,0.1539,9.228193,-4.681031,-12.98038,10354.3,530.0,907.9
3054,520192,165,10.81136,0.2676,0.5936,0.1388,11.527841,-3.04583,-14.800301,11386.0,593.3,581.0
3055,520192,159,-3.299608,0.0346,0.2214,0.744,9.235869,-3.622641,-6.973882,10195.4,293.7,698.8
3056,520192,155,22.032851,0.3354,0.1154,0.5492,11.45007,-3.89503,-8.53762,11104.3,360.1,755.3
3057,520192,154,17.018684,0.3541,0.4313,0.2146,9.285529,-3.225093,-12.661383,10533.6,521.1,617.0
3058,522240,158,6.676542,0.2369,0.7068,0.0564,9.052795,-2.891661,-14.554397,9885.3,584.1,553.2
3059,522240,157,22.835132,0.395,0.4248,0.1802,11.692893,-3.29304,-13.601287,12025.7,549.9,631.1
3060,522240,163,-0.403065,0.1029,0.1007,0.7964,6.669183,-4.126264,-6.016727,8292.1,260.6,800.5
3061,522240,160,-0.840354,0.162,0.6682,0.1698,9.014128,-2.855747,-13.165485,9593.9,541.2,542.5
3062,522240,165,21.748639,0.3939,0.3939,0.2121,11.569761,-3.398736,-13.561583,11740.4,557.4,657.7
3063,522240,163,26.086022,0.4408,0.4665,0.0927,11.592103,-3.861562,-14.732423,11812.8,592.8,696.9
3064,522240,159,34.321419,0.525,0.0654,0.4096,9.349957,-4.415267,-9.817076,10827.3,405.0,858.7
3065,522240,158,12.40062,0.2802,0.6312,0.0886,11.421884,-2.988971,-13.916367,11183.2,570.7,577.8
3066,522240,162,37.651218,0.5621,0.0857,0.3522,9.280988,-4.483476,-10.42986,10584.9,430.5,874.0
3067,522240,157,29.744293,0.4763,0.2243,0.2994,11.515382,-3.915855,-11.742681,11363.6,481.8,757.3
3068,522240,159,21.257763,0.376,0.3152,0.3088,11.918008,-3.377044,-11.304589,12880.7,469.9,653.1
3069,522240,162,68.882473,0.8533,0.1306,0.0161,11.450505,-4.581141,-13.513681,11252.2,555.7,894.4
3070,524288,163,29.406093,0.4865,0.1289,0.3847,9.235263,-4.075249,-10.104017,10341.7,419.8,789.0
3071,524288,166,-8.354532,0.0251,0.9578,0.0171,8.901199,-2.316778,-13.742397,9414.0,561.5,442.6
3072,524288,154,15.419934,0.2913,0.6757,0.033,11.495949,-2.960351,-14.061378,11423.6,574.6,566.4
3073,524288,156,8.85012,0.2434,0.4485,0.3081,11.597404,-3.215564,-11.35535,11577.2,471.3,613.8
3074,524288,161,11.824731,0.2654,0.5639,0.1707,11.656165,-2.943849,-13.676097,11903.7,561.9,562.6
3075,524288,159,32.428528,0.5106,0.0151,0.4743,9.270791,-4.253498,-8.541814,10440.5,359.1,826.0
3076,524288,161,8.990935,0.1874,0.0191,0.7935,9.0947,-4.128724,-6.59858,9669.0,282.0,798.7
3077,524288,156,25.92158,0.4254,0.3359,0.2387,11.726284,-3.600803,-12.500605,12077.7,509.8,691.0
3078,524288,159,25.630876,0.4358,0.1289,0.4353,9.331509,-3.978548,-9.575687,10734.7,399.9,773.3
3079,524288,159,19.676404,0.3606,0.6391,0.0004,11.557728,-3.309316,-14.980432,11471.7,614.0,634.0
3080,524288,166,66.346751,0.8904,0.0602,0.0493,9.021939,-4.738019,-13.408014,9772.5,547.3,927.6
3081,524288,163,24.223487,0.4031,0.0471,0.5498,9.202568,-4.067302,-8.360954,10159.8,354.1,789.1
3082,526336,158,-0.446597,0.142,0.5524,0.3057,9.054174,-2.96648,-10.672104,9756.1,441.6,571.1
3083,526336,161,8.227876,0.1482,0.0573,0.7945,9.203906,-3.965442,-6.142948,9987.4,264.7,766.5
3084,526336,157,12.373467,0.2444,0.2113,0.5442,11.683315,-3.845217,-8.250526,11858.8,350.4,743.5
3085,526336,162,10.729905,0.2863,0.3743,0.3395,8.999347,-3.455605,-11.453691,9619.7,459.8,664.7
3086,526336,155,-5.624754,0.057,0.8321,0.1109,11.654408,-2.360364,-12.524838,11931.4,516.2,445.3
3087,526336,160,22.87621,0.4305,0.4937,0.0758,9.065439,-3.426063,-14.458718,9880.6,587.5,656.8
3088,526336,165,-9.671178,0.0663,0.5833,0.3504,6.346907,-2.852577,-10.244351,7359.6,421.4,545.3
3089,526336,160,47.60333,0.6894,0.2139,0.0967,9.111409,-4.595328,-13.226979,9931.1,537.4,889.7
3090,526336,158,5.91724,0.2058,0.4208,0.3734,11.564754,-3.244941,-10.14816,11536.1,428.1,624.8
3091,526336,161,9.018405,0.2208,0.1751,0.6041,9.323083,-3.941623,-8.217637,10537.1,346.2,759.8
3092,526336,157,9.807555,0.198,0.179,0.623,9.244463,-3.715523,-7.618974,10430.6,319.7,722.3
3093,526336,163,10.593882,0.2651,0.3255,0.4094,11.593611,-3.547672,-10.249197,11657.4,424.3,684.4
3094,528384,156,18.16283,0.389,0.3179,0.2931,9.275243,-3.738092,-11.298267,10519.9,465.2,719.3
3095,528384,156,44.294463,0.6422,0.1739,0.1839,9.382361,-4.516912,-12.167372,10972.7,500.7,883.4
3096,528384,160,40.439766,0.5871,0.1001,0.3127,9.449089,-4.621501,-10.173811,10950.8,423.2,891.1
3097,528384,158,-3.154332,0.0757,0.3335,0.5908,8.923668,-3.671947,-7.536533,9242.6,319.4,711.9
3098,528384,158,52.784028,0.7551,0.1221,0.1228,9.190089,-4.869884,-12.223633,10256.8,501.3,949.9
3099,528384,163,19.806017,0.3391,0.1825,0.4785,11.471159,-4.137069,-9.116991,11247.1,382.9,806.3
3100,528384,163,34.242325,0.5253,0.367,0.1077,11.359405,-4.173025,-14.165639,11096.0,569.6,808.8
3101,528384,164,15.364323,0.298,0.0966,0.6055,9.040952,-4.175375,-8.017984,9536.1,338.8,808.5
3102,528384,155,10.488623,0.3026,0.2907,0.4067,6.881804,-3.737159,-9.554692,8975.1,398.0,714.9
3103,528384,164,0.616253,0.2108,0.4208,0.3684,6.73248,-3.510914,-11.166317,8674.9,455.7,679.0
3104,528384,160,-2.361416,0.0276,0.1365,0.8359,8.994432,-3.818593,-5.497827,9175.9,241.5,738.5
3105,528384,157,2.773669,0.1,0.0685,0.8314,9.148952,-3.926316,-5.914231,9695.6,257.5,755.9
3106,530432,162,20.737311,0.4181,0.5059,0.076,8.980597,-3.577762,-14.492455,9562.7,589.3,685.1
3107,530432,166,-1.250681,0.1178,0.4615,0.4207,9.078179,-3.474373,-9.419291,9815.3,393.1,668.2
3108,530432,163,62.261534,0.7551,0.2445,0.0004,11.718486,-4.71651,-14.02381,12142.5,571.2,916.3
3109,530432,159,30.122089,0.4598,0.1156,0.4246,11.543765,-4.255406,-9.317983,11461.7,389.2,827.1
3110,530432,160,18.384831,0.3832,0.4657,0.151,8.981605,-3.47086,-13.253726,9502.3,539.0,666.9
3111,530432,161,19.630163,0.3666,0.3802,0.2532,11.522983,-3.626429,-11.842022,11392.9,486.4,698.5
3112,530432,153,2.010045,0.0636,0.0593,0.8771,9.32751,-3.859282,-5.863975,10439.8,252.5,748.4
3113,530432,160,-2.222585,0.0257,0.0898,0.8845,9.197948,-3.961856,-5.638966,9840.6,245.4,764.1
3114,530432,163,-5.563376,0.0158,0.1542,0.83,6.790534,-3.913015,-5.569763,8544.0,243.8,755.1
3115,530432,164,0.151405,0.1639,0.6938,0.1423,11.478816,-2.905313,-12.807203,11368.6,526.5,559.9
3116,530432,158,-6.558647,0.0648,0.817,0.1182,11.611185,-2.709877,-12.081128,11748.0,499.6,512.4
3117,530432,160,0.49896,0.0732,0.2183,0.7085,9.242849,-3.684389,-6.830643,10142.6,292.7,708.5
3118,532480,160,4.723121,0.1619,0.2446,0.5935,9.265839,-3.779308,-7.62838,10406.4,326.3,732.3
3119,532480,155,37.882178,0.5712,0.0785,0.3503,9.412333,-4.529214,-9.937956,10941.5,413.8,880.6
3120,532480,161,-1.792158,0.0966,0.4374,0.4661,11.497571,-3.430291,-9.032024,11121.2,379.2,652.8
3121,532480,167,62.600982,0.8006,0.1673,0.0322,9.182403,-4.972379,-13.504745,10240.2,554.1,970.8
3122,532480,158,15.314241,0.3197,0.581,0.0993,11.660898,-3.289197,-13.882871,11852.0,562.2,629.9
3123,532480,166,22.022966,0.4407,0.3166,0.2428,9.138433,-3.889509,-12.257002,10019.5,502.8,751.2
3124,532480,159,-0.778773,0.1488,0.3992,0.4519,9.17399,-3.429305,-9.522355,10097.3,399.7,661.7
3125,532480,163,15.89482,0.3533,0.2552,0.3915,8.966712,-4.089739,-10.186728,9426.2,423.1,792.8
3126,532480,166,-15.608367,0.0001,0.5585,0.4415,9.166832,-3.234083,-9.394701,10073.5,385.9,623.1
3127,532480,155,-2.664218,0.0454,0.1059,0.8487,6.74444,-3.67602,-5.77535,8432.7,250.5,709.7
3128,532480,157,0.013716,0.1516,0.6013,0.2471,9.344607,-3.216988,-10.996538,10839.1,456.7,621.5
3129,532480,158,-8.083257,0.0441,0.5578,0.3981,11.429311,-3.071122,-9.825891,11014.6,403.4,590.4
3130,534528,157,2.368856,0.1645,0.4754,0.3601,11.524534,-3.347328,-9.508435,11376.3,398.9,648.1
3131,534528,165,34.411422,0.5859,0.0838,0.3303,6.573768,-4.751132,-10.101282,8201.8,416.9,930.2
3132,534528,161,-4.506671,0.0536,0.9175,0.0289,11.609081,-2.553625,-13.086361,11705.5,537.6,484.3
