day,action_N,action_W,grnwt,swfac,nstres
122,1.5946426391601562,2.9182770252227783,0.0,0.0,0.073699951171875
123,1.5881977081298828,2.8966870307922363,260.6077575683594,0.0,0.060921669006347656
124,1.5860145092010498,2.9173362255096436,521.2155151367188,0.0,0.06594598293304443
125,1.6003828048706055,2.9613499641418457,781.8232727050781,0.0,0.06728672981262207
126,1.6138216257095337,2.9890570640563965,1042.4310302734375,0.0,0.06854236125946045
127,1.6316912174224854,3.012972593307495,1303.0387878417969,0.0,0.06957113742828369
128,1.6433990001678467,3.0049655437469482,1563.6465454101562,0.0,0.07084023952484131
129,1.5346252918243408,2.6729865074157715,1824.2543029785156,0.0,0.07230174541473389
130,1.5145294666290283,2.5704739093780518,2084.862060546875,0.0,0.07397657632827759
131,1.5326088666915894,2.556628704071045,2345.4698181152344,0.0,0.07552742958068848
132,1.5699914693832397,2.5824036598205566,2606.0775756835938,0.0,0.0776979923248291
133,1.610422134399414,2.6092934608459473,2866.6851806640625,0.0,0.07926774024963379
134,1.639258861541748,2.6039583683013916,3127.2930908203125,0.0,0.08100581169128418
135,1.5584460496902466,2.331510305404663,3387.9010009765625,0.0,0.08403503894805908
136,1.5723778009414673,2.287372589111328,3648.5086059570312,0.0,0.0875619649887085
137,1.5955486297607422,2.2655606269836426,3909.1165161132812,0.0,0.09134924411773682
138,1.6201894283294678,2.248399496078491,4169.72412109375,0.0,0.0947951078414917
139,1.6462886333465576,2.2368133068084717,4430.33203125,0.0,0.09749805927276611
140,1.694580078125,2.2807021141052246,4658.773193359375,0.0,0.09920036792755127
141,1.742918848991394,2.3334686756134033,4884.3994140625,0.0,0.09840404987335205
142,1.7961673736572266,2.4012579917907715,5091.888427734375,0.0,0.09688961505889893
143,1.843831181526184,2.4617691040039062,5289.814453125,0.0,0.09380722045898438
144,1.8929028511047363,2.5302224159240723,5500.3924560546875,0.0,0.09001994132995605
145,1.934842586517334,2.58396577835083,5705.8746337890625,0.0,0.08709418773651123
146,1.9781992435455322,2.6463990211486816,5966.4825439453125,0.0,0.08475732803344727
147,2.018643617630005,2.7026615142822266,6193.3575439453125,0.0,0.08721697330474854
148,2.0475611686706543,2.740668773651123,6435.6781005859375,0.0,0.08718705177307129
149,2.074876070022583,2.7820591926574707,6658.3831787109375,0.0,0.0902329683303833
150,2.08960223197937,2.7997047901153564,6876.2908935546875,0.0,0.08754599094390869
151,2.1148629188537598,2.8574934005737305,7025.2239990234375,0.49410855770111084,0.0950312614440918
152,2.150244951248169,2.8823368549346924,7234.0380859375,0.0,0.08020365238189697
153,2.125727891921997,2.888502836227417,7405.615234375,0.343034565448761,0.08890902996063232
154,2.0642733573913574,2.687854528427124,7594.854736328125,0.0,0.0695880651473999
155,1.990742564201355,2.5936148166656494,7834.4171142578125,0.0,0.05966651439666748
156,1.9854295253753662,2.6285717487335205,8079.249267578125,0.0,0.05902433395385742
157,1.9742181301116943,2.647766590118408,8339.857177734375,0.0,0.06121397018432617
158,1.867605447769165,2.438533067703247,8600.465087890625,0.0,0.06679922342300415
159,1.8265855312347412,2.3862833976745605,8813.502197265625,0.0,0.07162237167358398
160,1.8199164867401123,2.4152026176452637,9025.200805664062,0.0,0.07058757543563843
161,1.8211714029312134,2.483333110809326,9025.200805664062,0.0,0.06879323720932007
162,1.834633708000183,2.5336456298828125,9025.200805664062,0.0,0.06879323720932007
163,1.8486326932907104,2.5815200805664062,9025.200805664062,0.0,0.06879323720932007
