episode,cum_reward,yield_kg_ha,total_N_kg_ha
1671,47.400957,11571.5,345.7
1672,29.715128,10557.1,385.4
1673,7.824443,11921.5,395.5
1674,2.135756,12025.1,403.5
1675,11.449188,10408.4,415.7
1676,-2.042347,9701.6,345.7
1677,3.399328,11555.3,413.9
1678,23.256735,11892.3,439.5
1679,-10.794478,9685.9,368.4
1680,60.434957,10427.0,349.9
1681,33.869025,9994.4,406.1
1682,40.207552,10554.4,359.4
1683,2.880142,9250.0,305.4
1684,22.654034,10670.4,431.6
1685,50.927248,9457.9,323.1
1686,-10.290311,9900.5,386.5
1687,-12.241431,10889.2,416.7
1688,-6.281438,9460.9,388.0
1689,7.74738,10947.3,429.3
1690,42.539761,10521.4,373.3
1691,23.132285,10840.5,429.7
1692,-8.28625,11941.2,404.5
1693,12.019535,9896.6,431.8
1694,12.613794,11186.8,429.7
1695,41.574239,10753.8,353.5
1696,43.338812,11546.6,358.8
1697,21.749255,11888.4,440.6
1698,25.582312,11677.4,431.0
1699,51.299245,10780.5,345.3
1700,-7.705842,11160.3,410.3
1701,15.287958,11250.7,399.3
1702,52.357351,9674.5,349.5
1703,28.164369,11368.2,434.8
1704,62.176758,12922.9,344.7
1705,6.751573,10977.2,445.6
1706,-11.862197,10493.5,395.5
1707,8.408713,11096.0,437.9
1708,48.125202,12262.5,400.5
1709,1.982435,11612.5,409.5
1710,-0.763609,9958.2,418.4
1711,-4.12206,11033.5,361.7
1712,70.751966,10537.2,352.0
1713,3.676383,9692.3,366.4
1714,-0.818714,10021.4,402.5
1715,-10.832807,9343.8,383.0
1716,28.17199,10422.0,414.4
1717,10.094593,11377.7,436.3
1718,44.011632,11660.8,399.3
1719,50.30605,11342.5,343.4
1720,22.224558,11202.3,414.9
1721,-5.766261,10171.5,368.4
1722,18.285946,10977.4,418.1
1723,-1.285501,10811.1,405.1
1724,19.521058,11198.9,429.7
1725,40.654972,10971.6,401.8
1726,-3.276252,10057.6,402.2
1727,18.516676,12062.3,406.5
1728,-7.197117,11703.2,358.3
1729,17.618308,9594.8,382.5
1730,29.236702,11128.9,435.1
1731,3.002366,10620.5,408.0
1732,36.12274,9789.4,402.4
1733,28.584756,12309.9,419.2
1734,32.152555,10201.3,377.8
1735,6.231177,11337.4,394.0
1736,0.90082,11244.4,361.7
1737,-2.217713,9910.5,357.3
1738,15.505027,10257.1,375.9
1739,-6.29528,11040.5,353.9
1740,8.911796,10496.5,404.5
1741,-1.291119,8607.8,360.0
1742,-3.264671,10580.3,364.7
1743,-4.289004,11336.6,369.6
1744,25.525447,11897.0,399.1
1745,-10.270584,11372.5,426.0
1746,7.077375,11740.3,353.0
1747,50.134394,9848.8,392.2
1748,16.528305,10477.9,409.2
1749,-3.328669,10226.3,355.4
1750,38.445288,10339.6,413.9
1751,-5.731242,10239.1,369.9
1752,44.277407,10605.4,407.1
1753,9.14419,11812.3,467.0
1754,5.386449,12401.5,370.8
1755,36.173204,10004.2,389.2
1756,25.424053,11729.7,430.4
1757,41.957391,10819.5,411.9
1758,21.279728,7930.9,425.0
1759,-4.377056,10867.8,353.4
1760,21.476107,9631.8,443.5
1761,-7.7502,12350.3,365.3
1762,-3.772356,9986.2,289.5
1763,-1.065547,11121.3,388.2
1764,40.918677,11923.6,443.9
1765,20.946064,10674.0,462.9
1766,47.953199,11778.6,422.7
1767,-6.858353,10062.8,422.1
1768,1.348144,8776.0,336.6
1769,-6.059264,10299.0,422.0
1770,45.057443,11627.1,456.3
1771,-2.529274,10955.2,400.9
1772,26.889792,10868.9,445.4
1773,13.655885,10552.4,428.9
1774,45.667465,11343.6,416.7
1775,7.090115,12328.0,412.5
1776,22.56877,11639.1,456.6
1777,40.09143,11209.3,424.6
1778,14.342354,12839.0,433.3
1779,6.777527,7769.8,457.0
1780,-6.914182,11098.1,330.5
1781,0.458481,11016.0,431.3
1782,32.348859,10716.0,445.6
1783,52.30087,10166.7,404.5
1784,-1.604586,11914.3,454.4
1785,-4.576278,10589.8,327.4
1786,27.045203,10049.5,449.5
1787,-7.798136,9764.3,377.9
1788,45.783595,9323.9,419.6
1789,10.506349,10405.5,463.8
1790,43.459423,12380.5,393.2
1791,17.897988,9637.5,458.9
1792,71.679666,11976.6,383.1
1793,33.452037,10674.0,393.3
1794,-6.535275,0.0,83.2
1795,-11.995099,10423.2,347.8
1796,18.261026,9346.6,385.5
1797,10.425963,10094.6,461.2
1798,23.229539,9982.9,411.1
1799,62.112998,11520.3,402.4
1800,49.683117,11851.2,420.0
1801,3.072716,10442.7,473.7
1802,7.781526,10466.8,429.2
1803,14.619014,11079.9,411.6
1804,46.791513,10545.5,412.9
1805,-3.609673,11906.8,420.7
1806,35.5628,10024.0,426.1
1807,-9.813485,8444.6,368.8
1808,6.689158,11012.9,370.5
1809,25.771957,9938.8,463.3
1810,27.384328,11282.7,462.8
1811,-2.996399,11421.5,414.6
1812,-12.408076,11542.1,383.0
1813,2.262407,9819.9,386.9
1814,0.910996,10072.1,433.2
1815,-0.491545,9878.3,431.6
1816,-10.068752,10222.9,384.5
1817,11.398928,11388.9,414.8
1818,37.368562,12555.8,461.4
1819,38.556374,11797.7,435.0
1820,-6.728723,8505.6,418.6
1821,57.701019,12610.2,404.9
1822,37.381913,10417.2,428.0
1823,5.977372,11679.1,409.7
1824,-4.334905,8135.4,406.4
1825,33.304863,9972.4,408.9
1826,25.626852,9675.4,441.1
1827,32.676481,10612.9,470.7
1828,-1.71371,10949.2,337.6
1829,44.709182,11454.4,407.3
1830,56.116767,11995.5,389.2
1831,17.722089,11031.1,443.8
1832,24.437705,12476.1,481.7
1833,17.619465,10192.4,453.7
1834,29.894758,10731.1,477.6
1835,11.844427,10281.3,433.9
1836,8.120763,10745.7,401.8
1837,-0.838153,11896.5,435.9
1838,-4.748806,8119.9,357.2
1839,6.115921,8695.6,375.8
1840,16.998822,10609.7,485.9
1841,35.534885,11098.7,453.3
1842,41.328562,11430.1,407.0
1843,-6.198758,9068.5,311.2
1844,10.795771,12483.7,443.6
1845,23.294026,11091.3,436.0
1846,16.520942,10673.5,443.8
1847,28.084021,9746.2,425.2
1848,38.805914,12412.0,448.8
1849,23.827155,11770.4,481.2
1850,1.512364,11313.6,415.4
1851,-5.854293,11625.9,331.1
1852,24.726247,11092.6,388.2
1853,-3.207215,10640.2,427.7
1854,-9.344728,11047.1,338.2
1855,4.061983,11714.4,414.0
1856,-10.015616,8122.3,448.6
1857,13.936871,11114.7,386.8
1858,30.837549,11365.7,405.7
1859,47.379811,10356.9,417.2
1860,24.187097,10800.6,459.6
1861,35.789424,10506.2,416.3
1862,14.425148,12412.8,424.6
1863,25.785218,10884.6,470.0
1864,-3.753951,8531.9,325.6
1865,6.645152,10489.8,441.6
1866,-9.796361,11571.6,438.5
1867,61.16205,8713.6,431.6
1868,-5.094335,10282.0,328.4
1869,0.378581,11720.7,467.6
1870,52.567833,12141.9,426.2
1871,30.521744,11044.8,426.7
1872,-3.353589,9776.7,473.3
1873,18.069044,11585.5,494.3
1874,26.014566,10809.0,471.0
1875,70.079851,11115.3,425.4
1876,38.90876,10945.7,440.2
1877,72.54656,12257.2,430.9
1878,-4.157574,9282.8,304.7
1879,53.38357,9644.4,401.8
1880,46.890908,11612.9,414.9
1881,33.772783,10798.5,457.9
1882,43.105646,11765.1,445.3
1883,19.104329,12236.3,460.2
1884,-2.767853,12024.6,440.0
1885,14.579638,10630.8,462.9
1886,27.366926,10996.0,448.2
1887,-10.245157,10532.4,430.0
1888,52.057037,9241.1,390.7
1889,66.538253,11199.2,427.7
1890,55.240138,9829.0,398.7
1891,30.201209,10366.9,441.9
1892,-5.932003,11669.5,420.9
1893,33.206171,11456.2,471.4
1894,-1.047061,10632.6,472.8
1895,11.95091,9950.1,473.9
1896,26.941477,11143.1,421.5
1897,25.619267,10609.3,496.9
1898,48.374157,10709.0,430.6
1899,-7.082139,10713.7,422.7
1900,30.602537,11899.4,496.5
1901,-6.717583,10905.5,434.3
1902,-1.860784,10070.7,473.4
1903,27.370803,10275.8,465.1
1904,29.073534,11225.7,488.8
1905,22.129279,11374.4,452.9
1906,-6.839352,9423.8,345.1
1907,-6.380026,11234.5,349.1
1908,14.521923,10508.1,364.3
1909,4.297204,9199.1,440.7
1910,65.112364,10680.9,423.8
1911,58.078258,11725.2,410.3
1912,32.322719,10463.7,465.2
1913,65.815557,11196.3,422.8
1914,22.710316,9877.5,453.6
1915,73.635123,11287.7,461.1
1916,18.335245,11091.5,430.0
1917,28.922532,10967.3,465.6
1918,-4.83161,10342.5,334.2
1919,-1.855166,11589.2,401.4
1920,-3.851279,11058.0,495.1
1921,21.113984,9981.3,495.8
1922,75.966266,11759.6,449.2
1923,4.063484,10069.6,370.2
1924,63.732447,10422.9,436.1
1925,1.999347,11782.2,492.1
1926,16.4294,10541.4,452.6
1927,23.182773,12020.3,434.4
1928,6.440993,11264.5,456.9
1929,-1.72255,6559.1,294.9
1930,18.386539,11236.0,452.9
1931,35.932798,11214.7,444.2
1932,35.329331,10081.1,447.9
1933,-5.954109,10031.4,296.5
1934,2.371299,10166.1,325.3
1935,6.282003,10857.5,451.8
1936,3.960203,9766.4,399.0
1937,43.260592,9996.8,452.5
1938,50.775041,9859.6,438.3
1939,40.478048,11018.3,459.2
1940,42.798735,10525.9,424.3
1941,-2.715465,9636.5,345.8
1942,21.241451,11198.9,394.8
1943,0.043088,11410.7,441.3
1944,-6.316365,9937.0,464.4
1945,-5.806244,11657.2,471.2
1946,33.633366,11334.5,479.6
1947,44.796891,11450.5,456.8
1948,15.216227,11589.0,494.4
1949,-6.751549,10948.9,422.4
1950,-0.105172,11068.1,443.3
1951,28.35765,11095.0,473.0
1952,43.860997,10004.5,448.1
1953,12.815235,11075.2,408.2
1954,0.891695,10127.3,323.2
1955,-4.465816,10841.1,395.8
1956,31.732382,10011.5,489.5
1957,0.295959,9318.2,298.8
1958,-7.451207,11739.7,384.7
1959,15.399701,10868.3,367.0
1960,32.483171,11305.8,475.7
1961,3.217099,10447.7,359.3
1962,66.027169,12054.5,416.1
1963,0.584289,10071.1,349.2
1964,2.687789,11094.3,380.7
1965,-2.273205,10085.2,331.5
1966,25.319412,9617.4,380.7
1967,47.915853,11058.8,435.8
1968,6.67734,11874.0,461.9
1969,1.545832,10095.6,358.1
1970,-4.301787,10650.6,413.0
1971,-5.841656,12389.1,421.9
1972,40.67193,12431.9,449.6
1973,19.208581,11776.7,457.0
1974,7.152457,8342.4,365.2
1975,43.757018,11646.2,475.0
1976,43.409588,11946.3,454.3
1977,35.126821,11452.4,497.6
1978,37.237684,11848.2,420.7
1979,16.062054,12943.9,492.8
1980,5.275671,11565.7,444.1
1981,24.562375,11678.4,474.4
1982,14.102367,9995.9,442.7
1983,-3.85328,10463.8,417.7
1984,48.583144,10615.4,436.8
1985,11.756407,11262.8,425.2
1986,17.613135,10215.1,439.6
1987,-5.496026,10757.0,344.3
1988,3.906145,10574.6,488.7
1989,-1.626025,9442.4,416.9
1990,0.569241,9100.9,377.8
1991,-2.059053,8930.6,373.7
1992,0.144102,12040.6,492.8
1993,37.486857,10726.2,479.0
1994,3.800225,9775.3,336.6
1995,65.137158,11142.0,443.1
1996,33.255412,10999.5,431.8
1997,17.74142,9940.1,463.3
1998,41.778324,11375.6,453.5
1999,60.90698,10096.8,416.8
2000,-3.108542,9616.0,353.9
2001,55.512206,11630.0,432.0
2002,44.683396,12122.8,465.5
2003,25.417318,10630.8,490.3
2004,-1.603494,11442.9,407.8
2005,2.929581,9916.8,320.5
2006,19.461897,11872.0,456.0
2007,1.98979,11005.1,345.6
2008,-3.052832,11977.2,436.2
2009,-5.25591,11399.0,397.8
2010,15.036089,12096.4,469.2
2011,73.115659,13130.4,425.8
2012,-3.5775,10462.4,279.7
2013,12.059837,11881.6,504.9
2014,-10.061656,9035.5,356.6
2015,19.25781,11614.7,512.1
2016,29.618148,11594.9,466.2
2017,49.464896,11333.8,454.0
2018,20.87971,12387.4,475.2
2019,31.614379,10556.6,460.0
2020,28.251676,10194.0,379.6
2021,0.642161,10438.2,453.7
2022,14.948627,10476.4,498.6
2023,3.069292,9382.1,414.6
2024,26.068153,11117.4,446.0
2025,10.332589,9398.6,389.1
2026,-3.758777,10063.9,501.7
2027,5.951855,8294.0,362.6
2028,45.295943,10518.8,457.9
2029,77.652463,12155.3,449.6
2030,5.076389,10650.5,330.6
2031,21.379937,12211.8,458.6
2032,17.046398,11727.9,518.7
2033,40.345912,10563.4,398.4
2034,5.517704,12135.0,397.6
2035,43.093695,10977.5,480.9
2036,47.197532,10980.4,464.2
2037,-2.530706,10317.8,471.9
2038,7.115011,11039.2,324.4
2039,39.643753,11513.0,405.2
2040,9.843721,10567.0,334.9
2041,56.31374,11700.3,454.3
2042,41.93375,10188.6,438.9
2043,-8.203708,9703.0,410.5
2044,53.299304,11242.9,453.4
2045,-6.21699,10672.5,322.0
2046,4.553832,9821.2,333.3
2047,-10.005281,10077.1,347.4
2048,-3.357808,9331.5,292.5
2049,13.785486,11961.4,525.4
2050,1.939107,10820.6,434.6
2051,30.665128,11730.4,530.0
2052,-2.343784,8679.8,276.9
2053,-0.787886,7658.8,293.7
2054,55.579971,11256.3,451.2
2055,17.844518,10008.2,488.1
2056,-8.483214,11325.2,468.6
2057,40.5254,11286.8,455.5
2058,-1.261046,10681.9,327.6
2059,24.377183,10190.0,531.8
2060,46.173062,11548.4,480.5
2061,5.510673,11078.4,441.9
2062,-9.038066,11123.5,485.4
2063,-2.401189,9855.8,307.1
2064,55.895768,12255.4,418.1
2065,16.844388,10357.9,519.3
2066,-0.959129,8562.6,309.2
2067,20.644089,11569.6,509.4
2068,5.4214,9229.5,310.3
2069,9.231341,10119.6,362.7
2070,28.621419,10083.4,496.5
2071,13.928575,9256.7,363.6
2072,32.970612,10264.1,501.4
2073,36.161622,12251.6,443.6
2074,-0.319216,9893.4,317.3
2075,-8.619914,10618.1,527.5
2076,4.348511,9676.6,315.4
2077,40.844822,10297.5,474.3
2078,21.744459,11426.3,461.0
2079,-1.231648,10592.3,335.2
2080,-6.541386,10360.2,399.3
2081,23.59111,10617.6,511.1
2082,47.258569,9336.1,410.5
2083,-10.698043,10306.0,510.1
2084,26.069188,11724.2,406.4
2085,51.770692,10338.7,413.1
2086,34.013802,11093.0,511.6
2087,5.662539,10084.5,520.6
2088,-5.948358,10933.0,392.2
2089,65.957005,11670.1,420.7
2090,-3.764993,10302.7,470.5
2091,17.913318,11729.2,524.4
2092,28.638875,12502.4,518.5
2093,-1.658418,11260.8,459.2
2094,10.733465,11100.2,499.9
2095,10.665624,12391.5,497.5
2096,22.588708,10680.4,504.3
2097,4.93078,11648.4,387.2
2098,61.64177,11748.4,392.7
2099,1.20106,9941.7,506.6
2100,-5.332547,10658.7,479.6
2101,51.778966,11240.6,473.2
2102,6.753553,10359.7,326.1
2103,10.401885,11680.1,472.4
2104,15.546815,10721.2,444.8
2105,31.822431,10265.0,438.3
2106,8.220745,10025.1,276.6
2107,7.029967,10794.2,318.5
2108,1.185555,10019.6,386.2
2109,11.999349,12536.5,506.1
2110,-9.750201,11149.6,451.0
2111,14.487596,11191.2,455.7
2112,26.597233,9868.9,379.8
2113,-5.58337,9884.3,418.8
2114,-10.943294,9851.8,438.3
2115,-1.150551,8723.4,316.0
2116,6.267626,11623.8,349.8
2117,7.055138,12177.4,500.8
2118,39.669258,12244.1,476.5
2119,-2.736188,9267.3,272.4
2120,8.092694,9270.3,402.4
2121,23.637336,11299.5,470.6
2122,54.390586,12020.4,442.3
2123,-0.863101,11015.7,385.1
2124,5.103887,9754.1,280.0
2125,4.225341,10018.2,329.7
2126,17.05972,11909.4,443.7
2127,5.000163,10475.8,524.1
2128,64.812691,12091.5,419.5
2129,43.424655,10892.9,392.2
2130,20.228813,11035.0,331.8
2131,48.880267,10119.1,463.1
2132,44.155894,11335.9,429.1
2133,-11.848616,11661.7,435.8
2134,16.129312,11662.0,487.0
2135,-10.271725,10318.3,463.5
2136,1.122486,10654.0,417.5
2137,-2.304415,11897.1,444.4
2138,-10.186041,11102.5,480.3
2139,23.703659,10945.8,391.2
2140,47.44966,11139.9,445.9
2141,19.595632,9939.1,508.2
2142,18.789193,10519.9,403.2
2143,20.389798,9052.5,513.9
2144,-4.497531,8457.2,246.5
2145,26.846622,9106.0,392.9
2146,44.968605,11300.5,410.5
2147,8.766993,10673.8,389.7
2148,30.186317,10420.6,471.2
2149,-2.598133,9919.6,286.1
2150,31.257275,11964.4,517.7
2151,-4.789568,8902.3,492.2
2152,35.175465,9366.3,470.9
2153,38.115658,11273.8,492.2
2154,20.40795,10763.9,480.7
2155,5.448801,10313.9,498.0
2156,2.224435,9447.6,280.6
2157,53.980685,10622.9,431.2
2158,8.674595,9622.3,330.4
2159,17.618244,11739.4,498.1
2160,11.93678,11362.7,360.7
2161,55.79301,10159.8,412.9
2162,9.883906,12337.5,494.7
2163,-1.408506,8907.7,280.9
2164,5.267419,12530.1,447.8
2165,-2.783654,11059.2,488.0
2166,24.126921,11108.1,524.3
2167,37.638005,11162.4,447.3
2168,37.265165,11331.2,514.9
2169,-6.940708,11165.6,319.1
2170,-1.544865,11260.3,459.3
2171,12.763822,10263.2,470.7
2172,2.703389,9489.1,402.5
2173,8.4408,8785.0,323.6
2174,-5.212064,9534.1,281.9
2175,4.100368,11605.9,477.8
2176,55.795494,12386.5,438.7
2177,10.640857,9650.3,331.7
2178,0.888986,10946.2,462.5
2179,6.678554,9117.1,307.9
2180,-8.110256,9410.0,297.9
2181,11.958116,10497.5,402.8
2182,9.708952,11642.9,513.0
2183,-4.808015,7967.0,292.0
2184,30.00166,10642.6,472.3
2185,6.857757,10250.2,400.5
2186,21.799336,10810.8,416.4
2187,25.129472,9297.1,384.1
2188,-5.600198,9460.6,256.8
2189,19.162085,9270.1,413.7
2190,-3.065284,9083.2,387.5
2191,36.3732,10887.9,477.0
2192,33.206062,10043.3,423.8
2193,7.459715,10547.9,300.0
2194,-3.73538,0.0,206.1
2195,-5.768297,10934.5,470.0
2196,8.242276,10858.7,488.7
2197,-6.301506,10125.2,445.4
2198,34.658715,11157.6,499.6
2199,-3.864864,11768.6,386.4
2200,-8.601421,12219.9,452.6
2201,-8.251964,11317.5,370.8
2202,41.760633,10404.4,409.8
2203,9.135571,10789.2,472.3
2204,8.538445,10137.0,502.0
2205,3.285547,9707.7,526.2
2206,-11.337817,9673.1,403.7
2207,23.902624,11308.5,488.7
2208,4.42986,9626.4,407.5
2209,30.635213,10187.7,480.2
2210,23.823791,10972.4,501.8
2211,-10.370305,10019.9,400.2
2212,15.176738,11572.5,388.8
2213,5.19288,10756.7,469.0
2214,-0.687672,11700.7,407.2
2215,9.736634,9801.0,339.0
2216,16.209915,8330.1,487.6
2217,8.369207,10999.2,445.5
2218,1.025425,12692.0,474.7
2219,-1.456047,11123.8,390.9
2220,52.562867,10955.4,455.3
2221,13.149955,11542.4,520.4
2222,0.995268,10360.3,477.2
2223,-9.872032,11127.1,427.7
2224,48.996496,11843.4,484.5
2225,24.561967,9280.4,410.4
2226,-2.9493,10847.1,443.8
2227,14.690196,10793.2,375.9
2228,12.466215,9783.8,333.4
2229,32.100104,12527.1,528.0
2230,27.20636,12199.1,534.6
2231,42.487405,10710.0,444.7
2232,10.469759,11209.0,477.9
2233,0.123075,9297.2,359.7
2234,61.151322,9246.7,436.9
2235,-0.83111,11841.6,461.0
2236,22.480162,11080.1,475.5
2237,2.019658,11945.2,474.3
2238,-0.260702,10475.3,485.3
2239,7.034844,10111.7,462.0
2240,-5.576073,9760.4,451.4
2241,42.148703,12255.8,482.0
2242,17.940682,10117.3,460.4
2243,-0.350003,10059.0,314.4
2244,-10.124563,10687.8,373.6
2245,-2.183941,10705.1,434.4
2246,10.941736,10626.7,416.7
2247,15.045616,11893.6,467.1
2248,0.947427,9306.5,308.4
2249,0.283248,12147.9,415.9
2250,52.084492,9977.1,459.3
2251,68.399912,12072.0,426.9
2252,18.370513,9358.5,389.8
2253,-11.42533,10938.4,459.0
2254,41.597272,12119.3,464.0
2255,19.905344,9507.8,527.3
2256,23.049675,10145.1,406.8
2257,-1.437725,12375.5,473.1
2258,59.403236,10608.2,431.7
2259,53.646831,9663.8,435.4
2260,-1.16039,10049.4,337.7
2261,63.843772,10736.4,463.4
2262,13.973747,10549.4,459.0
2263,47.562391,11530.3,505.9
2264,0.676463,10884.9,315.6
2265,52.186771,12649.8,469.1
2266,8.59289,10717.5,414.4
2267,19.293652,10888.1,518.5
2268,15.509187,10701.8,347.2
2269,53.783224,12105.9,466.9
2270,57.497319,11157.9,434.0
2271,-1.405134,9886.4,338.1
2272,9.682454,11457.2,428.1
2273,-0.575209,9804.3,374.3
2274,-6.943272,9968.9,361.0
2275,-4.461385,10845.0,364.1
2276,-2.996041,10437.2,456.7
2277,28.654452,11462.5,437.3
2278,0.820749,9627.1,423.3
2279,1.829714,8287.4,335.3
2280,1.503883,11321.1,469.1
2281,18.093067,10554.3,344.5
2282,60.315126,12854.5,463.4
2283,26.631394,11949.2,529.3
2284,37.009595,12078.6,546.9
2285,41.723461,12404.2,479.1
2286,2.685503,10022.4,323.2
2287,49.350499,10862.0,488.5
2288,53.336254,11405.5,431.3
2289,5.775234,9520.5,382.6
2290,-4.525731,9343.6,290.5
2291,4.28212,11095.1,428.4
2292,49.454598,9925.1,426.3
2293,10.621548,11422.2,403.7
2294,44.458617,11271.5,426.9
2295,-9.093827,11168.1,356.3
2296,17.832847,10921.6,468.8
2297,16.158437,10033.6,340.3
2298,-1.809558,11860.2,346.3
2299,6.171712,10411.0,423.4
2300,32.965092,11225.8,556.0
2301,-8.405778,10210.2,332.6
2302,9.651402,10685.2,302.1
2303,-10.932155,8625.8,419.8
2304,52.572045,9659.2,445.0
2305,-0.10436,9859.4,518.1
2306,0.804996,10129.7,520.0
2307,-9.605167,10347.2,454.4
2308,40.182833,13011.6,539.5
2309,40.815639,11069.9,547.3
2310,6.70317,11734.6,417.9
2311,26.970097,10484.7,462.2
2312,-14.701907,9862.6,442.3
2313,44.216665,9726.8,527.7
2314,3.538381,10619.1,434.2
2315,5.552663,11954.1,383.4
2316,8.717516,9318.9,359.2
2317,50.611458,11119.6,467.7
2318,28.323644,9618.5,491.7
2319,16.384014,11832.8,491.1
2320,6.647281,11556.0,350.2
2321,1.25762,10309.8,522.9
2322,41.420076,11013.7,466.4
2323,2.303947,10969.1,349.5
2324,38.86026,11760.5,437.6
2325,-5.194019,10846.8,369.2
2326,-7.053937,11866.6,399.9
2327,47.255567,10079.2,422.9
2328,12.789198,10210.1,540.7
2329,23.738266,10378.8,546.1
2330,-10.397113,10388.7,504.6
2331,54.243758,10711.8,500.9
2332,14.29344,10338.8,374.2
2333,17.639671,11912.0,459.0
2334,8.289791,11559.2,549.1
2335,7.647179,10942.9,521.5
2336,-11.916879,10359.7,487.6
2337,58.644031,10538.8,447.9
2338,4.979033,12161.5,452.7
2339,60.173583,11684.4,471.2
2340,-5.583484,11588.4,436.3
2341,55.657772,11479.7,482.1
2342,-7.540719,10483.1,472.8
2343,-4.517766,10177.3,507.6
2344,-11.202351,6953.9,464.1
2345,47.074181,11484.0,497.3
2346,6.006277,11245.7,424.8
2347,3.005211,12401.4,394.4
2348,41.519279,9622.3,510.9
2349,23.126631,10843.6,523.9
2350,38.543873,11516.8,503.0
2351,27.826332,11912.2,379.0
2352,11.392822,11158.7,421.3
2353,5.518615,10137.8,454.7
2354,0.871546,9693.6,322.4
2355,3.079123,8982.2,535.7
2356,32.880005,11933.5,565.3
2357,20.414292,12023.4,364.6
2358,-4.848807,11102.9,445.3
2359,3.127516,10875.8,369.1
2360,7.349359,9380.1,309.5
2361,7.934826,11535.0,407.4
2362,60.09382,10590.5,407.5
2363,49.276858,11140.4,428.9
2364,13.342768,9607.6,492.8
2365,3.893064,11266.4,378.0
2366,54.182461,9798.0,434.6
2367,48.74038,9976.7,466.7
2368,43.916767,11687.9,442.5
2369,26.163083,11710.4,534.6
2370,6.365292,10765.1,436.4
2371,-6.168163,11883.4,516.8
2372,7.026537,11081.6,316.1
2373,7.342775,9075.2,293.8
2374,5.065457,9727.7,540.2
2375,-6.916747,11966.8,433.8
2376,28.831911,11026.1,597.5
2377,-1.873886,11355.4,464.9
2378,5.471985,10550.5,494.0
2379,34.1451,9623.7,442.2
2380,17.737029,11431.7,477.7
2381,14.841558,10303.8,349.3
2382,-1.687485,9215.7,235.2
2383,63.783547,10983.2,424.8
2384,13.286887,11431.2,439.5
2385,-1.772058,11578.1,392.3
2386,32.966677,12209.7,516.9
2387,47.965503,12105.6,498.2
2388,44.191754,11655.3,477.2
2389,-5.611749,9654.8,463.6
2390,52.693701,11055.7,448.7
2391,5.779954,10641.4,436.1
2392,-5.331879,10757.1,295.9
2393,13.080857,11008.4,549.6
2394,35.405474,11398.1,559.4
2395,10.360537,9431.4,351.8
2396,-2.874565,11528.1,510.3
2397,-2.989515,13053.5,486.0
2398,26.428183,11250.0,562.3
2399,4.028204,10340.1,366.3
2400,29.657856,9721.7,554.2
2401,17.949916,11864.6,365.5
2402,4.676988,11306.1,484.7
2403,67.008129,11432.7,419.6
2404,-6.107379,11240.3,498.7
2405,5.395196,9666.6,419.5
2406,20.032916,12602.9,423.4
2407,13.53692,10295.5,363.1
2408,45.069365,11684.6,478.2
2409,13.490403,10192.2,334.3
2410,-2.518405,10676.9,319.9
2411,4.588182,9712.9,489.0
2412,-3.736463,9712.6,352.8
2413,19.921588,11373.9,410.0
2414,-6.309441,10483.0,448.5
2415,7.902568,10821.9,563.1
2416,13.294764,11302.8,405.7
2417,21.909102,10425.6,558.4
2418,24.645803,12800.2,476.8
2419,44.574889,10095.8,406.6
2420,4.370966,11681.5,366.0
2421,38.818863,10938.9,550.9
2422,3.63671,10012.3,299.1
2423,64.948077,12539.3,413.1
2424,10.816217,10666.6,375.3
2425,60.303197,8452.7,414.2
2426,-2.465253,10771.9,299.9
2427,-4.742105,9765.1,463.3
2428,13.798151,10205.2,299.0
2429,28.906814,10707.2,363.1
2430,6.565658,11296.7,327.9
2431,21.554463,11532.3,493.5
2432,38.876941,10337.0,401.5
2433,9.051742,10361.1,527.9
2434,2.661054,9643.7,326.1
2435,11.302391,10213.1,324.4
2436,18.248455,11918.9,568.8
2437,29.474003,11074.8,494.6
2438,31.741422,10197.9,533.4
2439,27.548166,9279.9,433.5
2440,23.627464,10031.3,514.5
2441,52.92033,11196.2,494.3
2442,4.103561,10280.7,390.7
2443,47.267839,10320.4,396.8
2444,29.650802,11443.3,527.9
2445,60.828293,12607.3,449.5
2446,47.193166,11496.6,522.6
2447,-4.276826,10317.4,466.7
2448,54.096298,11378.9,437.8
2449,3.603396,9913.3,470.3
2450,18.022387,10770.4,347.3
2451,27.128574,10994.0,500.6
2452,32.361884,11299.1,398.2
2453,19.378955,9669.3,280.4
2454,28.515329,9447.6,377.7
2455,14.457743,11363.2,556.9
2456,30.930987,10361.3,370.4
2457,-5.516617,10455.8,420.7
2458,26.553922,11384.0,570.3
2459,9.489828,10805.7,488.5
2460,31.69105,11132.1,445.2
2461,-4.33897,11804.5,480.4
2462,54.419934,11063.5,493.7
2463,8.564142,9106.9,319.1
2464,8.009262,10873.8,301.9
2465,31.744767,11019.5,436.6
2466,3.7707,10140.3,382.0
2467,1.033627,10160.0,497.0
2468,42.159186,10486.7,481.4
2469,15.926841,10591.5,566.1
2470,49.605377,12373.2,488.8
2471,-1.802676,7688.8,227.7
2472,6.959839,10488.0,475.9
2473,39.732965,10056.1,420.2
2474,31.822375,11009.1,505.8
2475,-1.007815,11166.3,518.6
2476,59.588388,11871.7,446.8
2477,37.561108,11370.5,446.1
2478,23.393968,9802.3,336.6
2479,-6.283237,10086.6,495.4
2480,24.069354,10453.2,408.4
